time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 5.500000E+01 0.000000E+00 4.000000E+01
2.000000E-05 2.100000E+02 2.000000E+01 2.310000E+02
3.000000E-05 4.870000E+02 4.900000E+01 6.210000E+02
4.000000E-05 9.180000E+02 1.090000E+02 1.190000E+03
5.000000E-05 1.419000E+03 1.450000E+02 1.859000E+03
6.000000E-05 1.998000E+03 2.380000E+02 2.586000E+03
7.000000E-05 2.595000E+03 3.430000E+02 3.366000E+03
8.000000E-05 3.180000E+03 4.090000E+02 4.060000E+03
9.000000E-05 3.727000E+03 4.930000E+02 4.774000E+03
1.000000E-04 4.249000E+03 5.930000E+02 5.534000E+03
1.100000E-04 4.768000E+03 6.970000E+02 6.282000E+03
1.200000E-04 5.308000E+03 7.760000E+02 7.093000E+03
1.300000E-04 5.778000E+03 8.050000E+02 7.849000E+03
1.400000E-04 6.263000E+03 8.900000E+02 8.588000E+03
1.500000E-04 6.780000E+03 9.660000E+02 9.363000E+03
1.600000E-04 7.335000E+03 1.088000E+03 1.006400E+04
1.700000E-04 7.880000E+03 1.179000E+03 1.075400E+04
1.800000E-04 8.479000E+03 1.232000E+03 1.145800E+04
1.900000E-04 9.057000E+03 1.284000E+03 1.223500E+04
2.000000E-04 9.633000E+03 1.367000E+03 1.297800E+04
2.100000E-04 1.019500E+04 1.420000E+03 1.381600E+04
2.200000E-04 1.075800E+04 1.470000E+03 1.459400E+04
2.300000E-04 1.129400E+04 1.561000E+03 1.535200E+04
2.400000E-04 1.177900E+04 1.624000E+03 1.608300E+04
2.500000E-04 1.228300E+04 1.735000E+03 1.687500E+04
2.600000E-04 1.285300E+04 1.769000E+03 1.762400E+04
2.700000E-04 1.339700E+04 1.824000E+03 1.844300E+04
2.800000E-04 1.402000E+04 1.898000E+03 1.927700E+04
2.900000E-04 1.461600E+04 2.002000E+03 2.004100E+04
3.000000E-04 1.526800E+04 2.081000E+03 2.081300E+04
3.100000E-04 1.584800E+04 2.159000E+03 2.155000E+04
3.200000E-04 1.641900E+04 2.210000E+03 2.230600E+04
3.300000E-04 1.691900E+04 2.267000E+03 2.304700E+04
3.400000E-04 1.744100E+04 2.360000E+03 2.383700E+04
3.500000E-04 1.796300E+04 2.407000E+03 2.453200E+04
3.600000E-04 1.849200E+04 2.465000E+03 2.526000E+04
3.700000E-04 1.903900E+04 2.504000E+03 2.598300E+04
3.800000E-04 1.963300E+04 2.556000E+03 2.668800E+04
3.900000E-04 2.013400E+04 2.623000E+03 2.743500E+04
4.000000E-04 2.068500E+04 2.670000E+03 2.820400E+04
4.100000E-04 2.124900E+04 2.721000E+03 2.900500E+04
