time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 4.500000E+01 0.000000E+00 5.900000E+01
2.000000E-05 1.920000E+02 1.700000E+01 3.150000E+02
3.000000E-05 4.720000E+02 8.000000E+01 8.230000E+02
4.000000E-05 9.170000E+02 1.500000E+02 1.440000E+03
5.000000E-05 1.394000E+03 2.490000E+02 2.122000E+03
6.000000E-05 1.952000E+03 3.050000E+02 2.888000E+03
7.000000E-05 2.498000E+03 3.630000E+02 3.684000E+03
8.000000E-05 2.996000E+03 4.790000E+02 4.483000E+03
9.000000E-05 3.528000E+03 5.660000E+02 5.328000E+03
1.000000E-04 4.091000E+03 6.190000E+02 6.152000E+03
1.100000E-04 4.665000E+03 6.690000E+02 6.894000E+03
1.200000E-04 5.206000E+03 7.170000E+02 7.622000E+03
1.300000E-04 5.708000E+03 7.930000E+02 8.376000E+03
1.400000E-04 6.245000E+03 8.670000E+02 9.133000E+03
1.500000E-04 6.811000E+03 9.490000E+02 9.866000E+03
1.600000E-04 7.374000E+03 9.980000E+02 1.064500E+04
1.700000E-04 7.989000E+03 1.055000E+03 1.142800E+04
1.800000E-04 8.574000E+03 1.153000E+03 1.216800E+04
1.900000E-04 9.151000E+03 1.248000E+03 1.295400E+04
2.000000E-04 9.689000E+03 1.361000E+03 1.367500E+04
2.100000E-04 1.023300E+04 1.410000E+03 1.445200E+04
2.200000E-04 1.079300E+04 1.515000E+03 1.525100E+04
2.300000E-04 1.140200E+04 1.564000E+03 1.608700E+04
2.400000E-04 1.200000E+04 1.592000E+03 1.682300E+04
2.500000E-04 1.256700E+04 1.714000E+03 1.759400E+04
2.600000E-04 1.315600E+04 1.786000E+03 1.840300E+04
2.700000E-04 1.369400E+04 1.826000E+03 1.916100E+04
2.800000E-04 1.425500E+04 1.924000E+03 1.994300E+04
2.900000E-04 1.481200E+04 1.986000E+03 2.068000E+04
3.000000E-04 1.537600E+04 2.022000E+03 2.143800E+04
3.100000E-04 1.590900E+04 2.069000E+03 2.218000E+04
3.200000E-04 1.639000E+04 2.125000E+03 2.294800E+04
3.300000E-04 1.692100E+04 2.144000E+03 2.374100E+04
3.400000E-04 1.749000E+04 2.223000E+03 2.455600E+04
3.500000E-04 1.804400E+04 2.303000E+03 2.534600E+04
3.600000E-04 1.860400E+04 2.361000E+03 2.620300E+04
3.700000E-04 1.920800E+04 2.446000E+03 2.694900E+04
3.800000E-04 1.979000E+04 2.542000E+03 2.775200E+04
3.900000E-04 2.034500E+04 2.603000E+03 2.858600E+04
4.000000E-04 2.093500E+04 2.658000E+03 2.940700E+04
4.100000E-04 2.148500E+04 2.755000E+03 3.011900E+04
4.200000E-04 2.203300E+04 2.785000E+03 3.093200E+04
4.300000E-04 2.264600E+04 2.850000E+03 3.171200E+04
4.400000E-04 2.323000E+04 2.933000E+03 3.247500E+04
4.500000E-04 2.376700E+04 2.995000E+03 3.327800E+04
4.600000E-04 2.426500E+04 3.057000E+03 3.402500E+04
4.700000E-04 2.480400E+04 3.104000E+03 3.480200E+04
4.800000E-04 2.533200E+04 3.154000E+03 3.556700E+04
4.900000E-04 2.584200E+04 3.248000E+03 3.632300E+04
5.000000E-04 2.641200E+04 3.343000E+03 3.713100E+04
5.100000E-04 2.695100E+04 3.395000E+03 3.790700E+04
5.200000E-04 2.747500E+04 3.470000E+03 3.865800E+04
5.300000E-04 2.799200E+04 3.521000E+03 3.942200E+04
5.400000E-04 2.849300E+04 3.618000E+03 4.018600E+04
5.500000E-04 2.902200E+04 3.755000E+03 4.097100E+04
5.600000E-04 2.956000E+04 3.807000E+03 4.178300E+04
5.700000E-04 3.013400E+04 3.837000E+03 4.253900E+04
5.800000E-04 3.070000E+04 3.912000E+03 4.327300E+04
5.900000E-04 3.125900E+04 3.997000E+03 4.405200E+04
6.000000E-04 3.182300E+04 4.116000E+03 4.482100E+04
6.100000E-04 3.239300E+04 4.186000E+03 4.553400E+04
6.200000E-04 3.298900E+04 4.237000E+03 4.625300E+04
6.300000E-04 3.351900E+04 4.317000E+03 4.696000E+04
6.400000E-04 3.402800E+04 4.390000E+03 4.767000E+04
6.500000E-04 3.455900E+04 4.444000E+03 4.842600E+04
6.600000E-04 3.505000E+04 4.526000E+03 4.920900E+04
6.700000E-04 3.556400E+04 4.583000E+03 4.994200E+04
6.800000E-04 3.608900E+04 4.670000E+03 5.076400E+04
6.900000E-04 3.663200E+04 4.723000E+03 5.152600E+04
7.000000E-04 3.720100E+04 4.768000E+03 5.230600E+04
7.100000E-04 3.776400E+04 4.864000E+03 5.308200E+04
7.200000E-04 3.834800E+04 4.931000E+03 5.385000E+04
7.300000E-04 3.885900E+04 4.993000E+03 5.459800E+04
7.400000E-04 3.941700E+04 5.081000E+03 5.533400E+04
7.500000E-04 3.996900E+04 5.145000E+03 5.611300E+04
7.600000E-04 4.050400E+04 5.211000E+03 5.688200E+04
7.700000E-04 4.105100E+04 5.268000E+03 5.765100E+04
7.800000E-04 4.167000E+04 5.327000E+03 5.838200E+04
7.900000E-04 4.227700E+04 5.406000E+03 5.917600E+04
8.000000E-04 4.288200E+04 5.444000E+03 5.997700E+04
8.100000E-04 4.345500E+04 5.564000E+03 6.081900E+04
8.200000E-04 4.404200E+04 5.629000E+03 6.164200E+04
8.300000E-04 4.459300E+04 5.677000E+03 6.249300E+04
8.400000E-04 4.508500E+04 5.750000E+03 6.330200E+04
8.500000E-04 4.558800E+04 5.822000E+03 6.406000E+04
8.600000E-04 4.612000E+04 5.903000E+03 6.477300E+04
8.700000E-04 4.660700E+04 6.030000E+03 6.544300E+04
8.800000E-04 4.719000E+04 6.116000E+03 6.616700E+04
8.900000E-04 4.773400E+04 6.192000E+03 6.689600E+04
9.000000E-04 4.824300E+04 6.269000E+03 6.761800E+04
9.100000E-04 4.873100E+04 6.340000E+03 6.839500E+04
9.200000E-04 4.924600E+04 6.412000E+03 6.915300E+04
9.300000E-04 4.979800E+04 6.509000E+03 6.991000E+04
9.400000E-04 5.032100E+04 6.569000E+03 7.071100E+04
9.500000E-04 5.090100E+04 6.684000E+03 7.149600E+04
9.600000E-04 5.150200E+04 6.818000E+03 7.224700E+04
9.700000E-04 5.213200E+04 6.909000E+03 7.304100E+04
9.800000E-04 5.273800E+04 6.987000E+03 7.380800E+04
9.900000E-04 5.335600E+04 7.041000E+03 7.458300E+04
1.000000E-03 5.391000E+04 7.142000E+03 7.537100E+04
