time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 4.100000E+01 0.000000E+00 5.500000E+01
2.000000E-05 2.340000E+02 2.900000E+01 2.940000E+02
3.000000E-05 5.740000E+02 9.200000E+01 7.270000E+02
4.000000E-05 1.061000E+03 2.020000E+02 1.348000E+03
5.000000E-05 1.590000E+03 3.150000E+02 2.056000E+03
6.000000E-05 2.109000E+03 4.100000E+02 2.824000E+03
7.000000E-05 2.733000E+03 4.820000E+02 3.672000E+03
8.000000E-05 3.274000E+03 5.520000E+02 4.424000E+03
9.000000E-05 3.837000E+03 5.940000E+02 5.232000E+03
1.000000E-04 4.419000E+03 6.540000E+02 5.986000E+03
1.100000E-04 4.971000E+03 7.240000E+02 6.721000E+03
1.200000E-04 5.509000E+03 8.160000E+02 7.432000E+03
1.300000E-04 6.073000E+03 8.760000E+02 8.194000E+03
1.400000E-04 6.631000E+03 9.380000E+02 8.906000E+03
1.500000E-04 7.216000E+03 9.870000E+02 9.641000E+03
1.600000E-04 7.745000E+03 1.077000E+03 1.037800E+04
1.700000E-04 8.304000E+03 1.183000E+03 1.118200E+04
1.800000E-04 8.889000E+03 1.272000E+03 1.195000E+04
1.900000E-04 9.423000E+03 1.322000E+03 1.267300E+04
2.000000E-04 9.973000E+03 1.380000E+03 1.327500E+04
2.100000E-04 1.045300E+04 1.464000E+03 1.391700E+04
2.200000E-04 1.089900E+04 1.526000E+03 1.461000E+04
2.300000E-04 1.141700E+04 1.593000E+03 1.537700E+04
2.400000E-04 1.191300E+04 1.687000E+03 1.613700E+04
2.500000E-04 1.244600E+04 1.789000E+03 1.690600E+04
2.600000E-04 1.298600E+04 1.851000E+03 1.766500E+04
2.700000E-04 1.351800E+04 1.896000E+03 1.841700E+04
2.800000E-04 1.410100E+04 1.954000E+03 1.915600E+04
2.900000E-04 1.467400E+04 1.983000E+03 1.991600E+04
3.000000E-04 1.523500E+04 2.086000E+03 2.067500E+04
3.100000E-04 1.576800E+04 2.142000E+03 2.147200E+04
3.200000E-04 1.635200E+04 2.226000E+03 2.224900E+04
3.300000E-04 1.692800E+04 2.278000E+03 2.299700E+04
3.400000E-04 1.749500E+04 2.338000E+03 2.374800E+04
3.500000E-04 1.806600E+04 2.404000E+03 2.450400E+04
3.600000E-04 1.865900E+04 2.468000E+03 2.531000E+04
3.700000E-04 1.925200E+04 2.524000E+03 2.608000E+04
3.800000E-04 1.979700E+04 2.591000E+03 2.684400E+04
3.900000E-04 2.034400E+04 2.691000E+03 2.759000E+04
4.000000E-04 2.091900E+04 2.790000E+03 2.836000E+04
4.100000E-04 2.148300E+04 2.898000E+03 2.912400E+04
4.200000E-04 2.205100E+04 3.012000E+03 2.990000E+04
4.300000E-04 2.260800E+04 3.076000E+03 3.069400E+04
4.400000E-04 2.312700E+04 3.131000E+03 3.147800E+04
4.500000E-04 2.372800E+04 3.223000E+03 3.225400E+04
4.600000E-04 2.431300E+04 3.289000E+03 3.303100E+04
4.700000E-04 2.488000E+04 3.350000E+03 3.379900E+04
4.800000E-04 2.545800E+04 3.426000E+03 3.454900E+04
4.900000E-04 2.610200E+04 3.512000E+03 3.532300E+04
5.000000E-04 2.667300E+04 3.630000E+03 3.606300E+04
5.100000E-04 2.727000E+04 3.717000E+03 3.684500E+04
5.200000E-04 2.780800E+04 3.805000E+03 3.756500E+04
5.300000E-04 2.834200E+04 3.873000E+03 3.829000E+04
5.400000E-04 2.891600E+04 3.941000E+03 3.902800E+04
5.500000E-04 2.950000E+04 4.005000E+03 3.981800E+04
5.600000E-04 3.006900E+04 4.087000E+03 4.067600E+04
5.700000E-04 3.063600E+04 4.126000E+03 4.146500E+04
5.800000E-04 3.120500E+04 4.204000E+03 4.220800E+04
5.900000E-04 3.174200E+04 4.266000E+03 4.299700E+04
6.000000E-04 3.232000E+04 4.290000E+03 4.377500E+04
6.100000E-04 3.286300E+04 4.349000E+03 4.454000E+04
6.200000E-04 3.345200E+04 4.425000E+03 4.528600E+04
6.300000E-04 3.400700E+04 4.490000E+03 4.602400E+04
6.400000E-04 3.457900E+04 4.561000E+03 4.679100E+04
6.500000E-04 3.511500E+04 4.630000E+03 4.757800E+04
6.600000E-04 3.570300E+04 4.705000E+03 4.830400E+04
6.700000E-04 3.630300E+04 4.796000E+03 4.906800E+04
6.800000E-04 3.692200E+04 4.844000E+03 4.987100E+04
6.900000E-04 3.749600E+04 4.938000E+03 5.069200E+04
7.000000E-04 3.799700E+04 5.020000E+03 5.146600E+04
7.100000E-04 3.852600E+04 5.074000E+03 5.222600E+04
7.200000E-04 3.904300E+04 5.135000E+03 5.297200E+04
7.300000E-04 3.959800E+04 5.227000E+03 5.366300E+04
7.400000E-04 4.014000E+04 5.309000E+03 5.436000E+04
7.500000E-04 4.069400E+04 5.400000E+03 5.506700E+04
7.600000E-04 4.121600E+04 5.448000E+03 5.585800E+04
7.700000E-04 4.175900E+04 5.508000E+03 5.660200E+04
7.800000E-04 4.231000E+04 5.580000E+03 5.736700E+04
7.900000E-04 4.294100E+04 5.661000E+03 5.816200E+04
8.000000E-04 4.352900E+04 5.697000E+03 5.899700E+04
8.100000E-04 4.414400E+04 5.775000E+03 5.983700E+04
8.200000E-04 4.472000E+04 5.841000E+03 6.063700E+04
8.300000E-04 4.522700E+04 5.874000E+03 6.143200E+04
8.400000E-04 4.576500E+04 5.975000E+03 6.226600E+04
8.500000E-04 4.630700E+04 6.070000E+03 6.308500E+04
8.600000E-04 4.680900E+04 6.124000E+03 6.388600E+04
8.700000E-04 4.740300E+04 6.167000E+03 6.465200E+04
8.800000E-04 4.797600E+04 6.228000E+03 6.546800E+04
8.900000E-04 4.855000E+04 6.330000E+03 6.636800E+04
9.000000E-04 4.912100E+04 6.417000E+03 6.712000E+04
9.100000E-04 4.965800E+04 6.477000E+03 6.791700E+04
9.200000E-04 5.021000E+04 6.553000E+03 6.870400E+04
9.300000E-04 5.073800E+04 6.613000E+03 6.945100E+04
9.400000E-04 5.127000E+04 6.689000E+03 7.015600E+04
9.500000E-04 5.186600E+04 6.737000E+03 7.091600E+04
9.600000E-04 5.239800E+04 6.820000E+03 7.169000E+04
9.700000E-04 5.295600E+04 6.887000E+03 7.249900E+04
9.800000E-04 5.344200E+04 6.923000E+03 7.326500E+04
9.900000E-04 5.396200E+04 6.989000E+03 7.405200E+04
1.000000E-03 5.450400E+04 7.056000E+03 7.481200E+04
