time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 4.400000E+01 0.000000E+00 7.900000E+01
2.000000E-05 2.330000E+02 2.800000E+01 3.630000E+02
3.000000E-05 5.530000E+02 5.700000E+01 8.010000E+02
4.000000E-05 9.540000E+02 1.360000E+02 1.384000E+03
5.000000E-05 1.420000E+03 2.300000E+02 2.122000E+03
6.000000E-05 1.959000E+03 2.750000E+02 2.850000E+03
7.000000E-05 2.546000E+03 3.350000E+02 3.625000E+03
8.000000E-05 3.152000E+03 3.870000E+02 4.401000E+03
9.000000E-05 3.720000E+03 4.800000E+02 5.139000E+03
1.000000E-04 4.254000E+03 5.570000E+02 5.829000E+03
1.100000E-04 4.837000E+03 6.030000E+02 6.506000E+03
1.200000E-04 5.389000E+03 6.770000E+02 7.304000E+03
1.300000E-04 5.927000E+03 7.250000E+02 8.086000E+03
1.400000E-04 6.473000E+03 7.830000E+02 8.895000E+03
1.500000E-04 6.997000E+03 8.640000E+02 9.636000E+03
1.600000E-04 7.510000E+03 9.650000E+02 1.034000E+04
1.700000E-04 8.053000E+03 1.049000E+03 1.104300E+04
1.800000E-04 8.614000E+03 1.168000E+03 1.173700E+04
1.900000E-04 9.171000E+03 1.213000E+03 1.249700E+04
2.000000E-04 9.708000E+03 1.312000E+03 1.328000E+04
2.100000E-04 1.020400E+04 1.390000E+03 1.405200E+04
2.200000E-04 1.073700E+04 1.462000E+03 1.483400E+04
2.300000E-04 1.124300E+04 1.573000E+03 1.563800E+04
2.400000E-04 1.176000E+04 1.626000E+03 1.643600E+04
2.500000E-04 1.226200E+04 1.704000E+03 1.723300E+04
2.600000E-04 1.279400E+04 1.751000E+03 1.799400E+04
2.700000E-04 1.332000E+04 1.845000E+03 1.873400E+04
2.800000E-04 1.383800E+04 1.899000E+03 1.951500E+04
2.900000E-04 1.439500E+04 1.988000E+03 2.023200E+04
3.000000E-04 1.492200E+04 2.052000E+03 2.103600E+04
3.100000E-04 1.547900E+04 2.135000E+03 2.179200E+04
3.200000E-04 1.604900E+04 2.199000E+03 2.253900E+04
3.300000E-04 1.652600E+04 2.256000E+03 2.334900E+04
3.400000E-04 1.705500E+04 2.361000E+03 2.420200E+04
3.500000E-04 1.756500E+04 2.402000E+03 2.502700E+04
3.600000E-04 1.815000E+04 2.478000E+03 2.580600E+04
3.700000E-04 1.876100E+04 2.597000E+03 2.659200E+04
3.800000E-04 1.930700E+04 2.683000E+03 2.736400E+04
3.900000E-04 1.980900E+04 2.774000E+03 2.814600E+04
4.000000E-04 2.036900E+04 2.812000E+03 2.890800E+04
4.100000E-04 2.089000E+04 2.902000E+03 2.969300E+04
4.200000E-04 2.143700E+04 3.052000E+03 3.048400E+04
4.300000E-04 2.197300E+04 3.125000E+03 3.127600E+04
4.400000E-04 2.243400E+04 3.241000E+03 3.204400E+04
4.500000E-04 2.294400E+04 3.295000E+03 3.271900E+04
4.600000E-04 2.346400E+04 3.341000E+03 3.344400E+04
4.700000E-04 2.402300E+04 3.403000E+03 3.426100E+04
4.800000E-04 2.457000E+04 3.491000E+03 3.503600E+04
4.900000E-04 2.512000E+04 3.551000E+03 3.582300E+04
5.000000E-04 2.572300E+04 3.638000E+03 3.654200E+04
5.100000E-04 2.628000E+04 3.746000E+03 3.732700E+04
5.200000E-04 2.685100E+04 3.803000E+03 3.808400E+04
5.300000E-04 2.742100E+04 3.901000E+03 3.889400E+04
5.400000E-04 2.792200E+04 3.943000E+03 3.970500E+04
5.500000E-04 2.845500E+04 4.042000E+03 4.042100E+04
5.600000E-04 2.899100E+04 4.098000E+03 4.121300E+04
5.700000E-04 2.952500E+04 4.183000E+03 4.197500E+04
5.800000E-04 3.005200E+04 4.239000E+03 4.273400E+04
5.900000E-04 3.064200E+04 4.326000E+03 4.349400E+04
6.000000E-04 3.120000E+04 4.391000E+03 4.423300E+04
6.100000E-04 3.177000E+04 4.448000E+03 4.494400E+04
6.200000E-04 3.233900E+04 4.514000E+03 4.571900E+04
6.300000E-04 3.289500E+04 4.647000E+03 4.644900E+04
6.400000E-04 3.350000E+04 4.711000E+03 4.719600E+04
6.500000E-04 3.406800E+04 4.764000E+03 4.796100E+04
6.600000E-04 3.456200E+04 4.832000E+03 4.874700E+04
6.700000E-04 3.509400E+04 4.902000E+03 4.955100E+04
6.800000E-04 3.563600E+04 4.979000E+03 5.033200E+04
6.900000E-04 3.622100E+04 5.013000E+03 5.105700E+04
7.000000E-04 3.673400E+04 5.121000E+03 5.183700E+04
7.100000E-04 3.735200E+04 5.174000E+03 5.265800E+04
7.200000E-04 3.787800E+04 5.235000E+03 5.349600E+04
7.300000E-04 3.845300E+04 5.340000E+03 5.429900E+04
7.400000E-04 3.896200E+04 5.396000E+03 5.507700E+04
7.500000E-04 3.950100E+04 5.469000E+03 5.591400E+04
7.600000E-04 3.998600E+04 5.542000E+03 5.673700E+04
7.700000E-04 4.053500E+04 5.610000E+03 5.753000E+04
7.800000E-04 4.108300E+04 5.697000E+03 5.830900E+04
7.900000E-04 4.165000E+04 5.787000E+03 5.908900E+04
8.000000E-04 4.224800E+04 5.817000E+03 5.993100E+04
8.100000E-04 4.290300E+04 5.865000E+03 6.069900E+04
8.200000E-04 4.350400E+04 5.957000E+03 6.144300E+04
8.300000E-04 4.407100E+04 6.021000E+03 6.222300E+04
8.400000E-04 4.455700E+04 6.100000E+03 6.297000E+04
8.500000E-04 4.513000E+04 6.149000E+03 6.368400E+04
8.600000E-04 4.564000E+04 6.254000E+03 6.442500E+04
8.700000E-04 4.621200E+04 6.356000E+03 6.520900E+04
8.800000E-04 4.678100E+04 6.449000E+03 6.600600E+04
8.900000E-04 4.731500E+04 6.528000E+03 6.672200E+04
9.000000E-04 4.779100E+04 6.612000E+03 6.745800E+04
9.100000E-04 4.833900E+04 6.706000E+03 6.822800E+04
9.200000E-04 4.891700E+04 6.757000E+03 6.899000E+04
9.300000E-04 4.949600E+04 6.798000E+03 6.967600E+04
9.400000E-04 5.006000E+04 6.870000E+03 7.039000E+04
9.500000E-04 5.062400E+04 6.951000E+03 7.117100E+04
9.600000E-04 5.116700E+04 7.055000E+03 7.188400E+04
9.700000E-04 5.170100E+04 7.093000E+03 7.263800E+04
9.800000E-04 5.225400E+04 7.170000E+03 7.345300E+04
9.900000E-04 5.283300E+04 7.218000E+03 7.426800E+04
1.000000E-03 5.345300E+04 7.273000E+03 7.505300E+04
