time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 4.000000E+01 9.000000E+00 6.100000E+01
2.000000E-05 1.970000E+02 9.000000E+00 3.470000E+02
3.000000E-05 4.970000E+02 4.200000E+01 8.080000E+02
4.000000E-05 8.970000E+02 1.120000E+02 1.407000E+03
5.000000E-05 1.380000E+03 2.090000E+02 2.156000E+03
6.000000E-05 1.895000E+03 2.800000E+02 2.905000E+03
7.000000E-05 2.481000E+03 3.580000E+02 3.686000E+03
8.000000E-05 3.084000E+03 4.270000E+02 4.481000E+03
9.000000E-05 3.647000E+03 5.130000E+02 5.309000E+03
1.000000E-04 4.230000E+03 5.670000E+02 6.132000E+03
1.100000E-04 4.857000E+03 6.450000E+02 6.978000E+03
1.200000E-04 5.417000E+03 7.230000E+02 7.769000E+03
1.300000E-04 6.011000E+03 8.030000E+02 8.516000E+03
1.400000E-04 6.614000E+03 8.690000E+02 9.205000E+03
1.500000E-04 7.192000E+03 9.530000E+02 9.927000E+03
1.600000E-04 7.788000E+03 1.050000E+03 1.063400E+04
1.700000E-04 8.314000E+03 1.130000E+03 1.142300E+04
1.800000E-04 8.839000E+03 1.200000E+03 1.217000E+04
1.900000E-04 9.407000E+03 1.241000E+03 1.292200E+04
2.000000E-04 9.964000E+03 1.309000E+03 1.371000E+04
2.100000E-04 1.054800E+04 1.356000E+03 1.441400E+04
2.200000E-04 1.110600E+04 1.423000E+03 1.514900E+04
2.300000E-04 1.161500E+04 1.532000E+03 1.592100E+04
2.400000E-04 1.208800E+04 1.593000E+03 1.663800E+04
2.500000E-04 1.257800E+04 1.713000E+03 1.728900E+04
2.600000E-04 1.308500E+04 1.834000E+03 1.803900E+04
2.700000E-04 1.362200E+04 1.909000E+03 1.880100E+04
2.800000E-04 1.417700E+04 1.984000E+03 1.957900E+04
2.900000E-04 1.475700E+04 2.086000E+03 2.036200E+04
3.000000E-04 1.531700E+04 2.153000E+03 2.112700E+04
