time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 6.300000E+01 1.000000E+01 8.200000E+01
2.000000E-05 2.630000E+02 2.500000E+01 3.470000E+02
3.000000E-05 5.870000E+02 5.700000E+01 7.650000E+02
4.000000E-05 1.003000E+03 1.170000E+02 1.358000E+03
5.000000E-05 1.559000E+03 2.000000E+02 2.084000E+03
6.000000E-05 2.116000E+03 2.270000E+02 2.811000E+03
7.000000E-05 2.670000E+03 2.990000E+02 3.572000E+03
8.000000E-05 3.270000E+03 3.910000E+02 4.334000E+03
9.000000E-05 3.889000E+03 4.450000E+02 5.096000E+03
1.000000E-04 4.458000E+03 5.050000E+02 5.891000E+03
1.100000E-04 4.972000E+03 5.830000E+02 6.603000E+03
1.200000E-04 5.521000E+03 6.850000E+02 7.324000E+03
1.300000E-04 6.091000E+03 7.190000E+02 7.990000E+03
1.400000E-04 6.672000E+03 8.310000E+02 8.753000E+03
1.500000E-04 7.223000E+03 9.130000E+02 9.534000E+03
1.600000E-04 7.743000E+03 9.550000E+02 1.025300E+04
1.700000E-04 8.269000E+03 1.044000E+03 1.098400E+04
1.800000E-04 8.799000E+03 1.114000E+03 1.168700E+04
1.900000E-04 9.347000E+03 1.209000E+03 1.243900E+04
2.000000E-04 9.859000E+03 1.278000E+03 1.313000E+04
2.100000E-04 1.039800E+04 1.330000E+03 1.382400E+04
2.200000E-04 1.093200E+04 1.440000E+03 1.456800E+04
2.300000E-04 1.146400E+04 1.491000E+03 1.533200E+04
2.400000E-04 1.198400E+04 1.560000E+03 1.608600E+04
2.500000E-04 1.252000E+04 1.623000E+03 1.687200E+04
2.600000E-04 1.305000E+04 1.654000E+03 1.763300E+04
2.700000E-04 1.356400E+04 1.704000E+03 1.841200E+04
2.800000E-04 1.419400E+04 1.763000E+03 1.920100E+04
2.900000E-04 1.479300E+04 1.847000E+03 1.999500E+04
3.000000E-04 1.543900E+04 1.950000E+03 2.084000E+04
3.100000E-04 1.602700E+04 2.007000E+03 2.161900E+04
3.200000E-04 1.659600E+04 2.071000E+03 2.245500E+04
3.300000E-04 1.714500E+04 2.154000E+03 2.322100E+04
3.400000E-04 1.764900E+04 2.244000E+03 2.400900E+04
3.500000E-04 1.814000E+04 2.306000E+03 2.483900E+04
3.600000E-04 1.866700E+04 2.381000E+03 2.567700E+04
3.700000E-04 1.921100E+04 2.464000E+03 2.649400E+04
