time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 6.400000E+01 9.000000E+00 8.400000E+01
2.000000E-05 2.460000E+02 1.600000E+01 3.450000E+02
3.000000E-05 5.710000E+02 6.100000E+01 8.250000E+02
4.000000E-05 9.900000E+02 9.500000E+01 1.396000E+03
5.000000E-05 1.492000E+03 1.940000E+02 2.058000E+03
6.000000E-05 2.022000E+03 2.350000E+02 2.805000E+03
7.000000E-05 2.540000E+03 2.860000E+02 3.608000E+03
8.000000E-05 3.056000E+03 3.620000E+02 4.388000E+03
9.000000E-05 3.547000E+03 4.690000E+02 5.175000E+03
1.000000E-04 4.074000E+03 5.410000E+02 5.981000E+03
1.100000E-04 4.600000E+03 6.010000E+02 6.725000E+03
1.200000E-04 5.150000E+03 6.650000E+02 7.526000E+03
1.300000E-04 5.666000E+03 7.540000E+02 8.320000E+03
1.400000E-04 6.245000E+03 7.950000E+02 9.109000E+03
1.500000E-04 6.832000E+03 8.430000E+02 9.886000E+03
1.600000E-04 7.404000E+03 8.950000E+02 1.067900E+04
1.700000E-04 7.944000E+03 9.520000E+02 1.144700E+04
1.800000E-04 8.594000E+03 1.044000E+03 1.217700E+04
1.900000E-04 9.192000E+03 1.113000E+03 1.290300E+04
2.000000E-04 9.738000E+03 1.175000E+03 1.370000E+04
2.100000E-04 1.029900E+04 1.264000E+03 1.446400E+04
2.200000E-04 1.082000E+04 1.344000E+03 1.523800E+04
2.300000E-04 1.140200E+04 1.449000E+03 1.601300E+04
2.400000E-04 1.202000E+04 1.530000E+03 1.678200E+04
2.500000E-04 1.258000E+04 1.593000E+03 1.748200E+04
2.600000E-04 1.306400E+04 1.627000E+03 1.822500E+04
2.700000E-04 1.351300E+04 1.698000E+03 1.896800E+04
2.800000E-04 1.402000E+04 1.791000E+03 1.970000E+04
2.900000E-04 1.460800E+04 1.833000E+03 2.042600E+04
3.000000E-04 1.515800E+04 1.916000E+03 2.115600E+04
3.100000E-04 1.571100E+04 1.961000E+03 2.196200E+04
3.200000E-04 1.626000E+04 2.002000E+03 2.273500E+04
3.300000E-04 1.677900E+04 2.074000E+03 2.351100E+04
3.400000E-04 1.731200E+04 2.134000E+03 2.428900E+04
3.500000E-04 1.785400E+04 2.205000E+03 2.502700E+04
3.600000E-04 1.842400E+04 2.282000E+03 2.574200E+04
3.700000E-04 1.899500E+04 2.348000E+03 2.652600E+04
3.800000E-04 1.953000E+04 2.461000E+03 2.728500E+04
3.900000E-04 2.007300E+04 2.534000E+03 2.802800E+04
4.000000E-04 2.062300E+04 2.560000E+03 2.883800E+04
