time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 3.300000E+01 1.900000E+01 7.800000E+01
2.000000E-05 2.080000E+02 6.700000E+01 3.290000E+02
3.000000E-05 5.040000E+02 1.270000E+02 7.910000E+02
4.000000E-05 9.030000E+02 1.600000E+02 1.387000E+03
5.000000E-05 1.398000E+03 2.390000E+02 2.115000E+03
6.000000E-05 1.930000E+03 3.530000E+02 2.910000E+03
7.000000E-05 2.462000E+03 4.420000E+02 3.680000E+03
8.000000E-05 2.989000E+03 5.230000E+02 4.440000E+03
9.000000E-05 3.521000E+03 5.750000E+02 5.219000E+03
1.000000E-04 4.018000E+03 6.970000E+02 5.952000E+03
1.100000E-04 4.522000E+03 7.530000E+02 6.649000E+03
1.200000E-04 5.089000E+03 7.830000E+02 7.393000E+03
1.300000E-04 5.651000E+03 9.060000E+02 8.148000E+03
1.400000E-04 6.199000E+03 9.560000E+02 8.864000E+03
1.500000E-04 6.730000E+03 1.052000E+03 9.625000E+03
1.600000E-04 7.291000E+03 1.096000E+03 1.042900E+04
1.700000E-04 7.881000E+03 1.173000E+03 1.116200E+04
1.800000E-04 8.494000E+03 1.233000E+03 1.191600E+04
1.900000E-04 9.060000E+03 1.317000E+03 1.265400E+04
2.000000E-04 9.632000E+03 1.384000E+03 1.341700E+04
2.100000E-04 1.018800E+04 1.467000E+03 1.421200E+04
2.200000E-04 1.068700E+04 1.533000E+03 1.496800E+04
2.300000E-04 1.121700E+04 1.587000E+03 1.572300E+04
2.400000E-04 1.172800E+04 1.646000E+03 1.649100E+04
2.500000E-04 1.227300E+04 1.719000E+03 1.722800E+04
2.600000E-04 1.284200E+04 1.812000E+03 1.798200E+04
2.700000E-04 1.338300E+04 1.854000E+03 1.872900E+04
2.800000E-04 1.394000E+04 1.919000E+03 1.944000E+04
2.900000E-04 1.455100E+04 1.993000E+03 2.015800E+04
3.000000E-04 1.512300E+04 2.099000E+03 2.085100E+04
3.100000E-04 1.571300E+04 2.173000E+03 2.156500E+04
3.200000E-04 1.637500E+04 2.219000E+03 2.231400E+04
3.300000E-04 1.696500E+04 2.298000E+03 2.307500E+04
3.400000E-04 1.751500E+04 2.347000E+03 2.387700E+04
3.500000E-04 1.804200E+04 2.466000E+03 2.464900E+04
3.600000E-04 1.857900E+04 2.529000E+03 2.541800E+04
3.700000E-04 1.913000E+04 2.598000E+03 2.621500E+04
3.800000E-04 1.969600E+04 2.657000E+03 2.691300E+04
3.900000E-04 2.027700E+04 2.751000E+03 2.763700E+04
4.000000E-04 2.084700E+04 2.833000E+03 2.831100E+04
4.100000E-04 2.137200E+04 2.933000E+03 2.899900E+04
4.200000E-04 2.188900E+04 2.999000E+03 2.974400E+04
4.300000E-04 2.245500E+04 3.069000E+03 3.049900E+04
4.400000E-04 2.301000E+04 3.144000E+03 3.120400E+04
4.500000E-04 2.354900E+04 3.225000E+03 3.195300E+04
4.600000E-04 2.412700E+04 3.303000E+03 3.270200E+04
4.700000E-04 2.464000E+04 3.380000E+03 3.345900E+04
4.800000E-04 2.518600E+04 3.489000E+03 3.422400E+04
4.900000E-04 2.575300E+04 3.528000E+03 3.496500E+04
5.000000E-04 2.630900E+04 3.563000E+03 3.573300E+04
5.100000E-04 2.684600E+04 3.639000E+03 3.649200E+04
5.200000E-04 2.742000E+04 3.694000E+03 3.725400E+04
5.300000E-04 2.797100E+04 3.785000E+03 3.798200E+04
5.400000E-04 2.847900E+04 3.873000E+03 3.870000E+04
5.500000E-04 2.896800E+04 3.968000E+03 3.946300E+04
5.600000E-04 2.944300E+04 4.065000E+03 4.019400E+04
5.700000E-04 2.995600E+04 4.115000E+03 4.094400E+04
5.800000E-04 3.045500E+04 4.213000E+03 4.173900E+04
