time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 2.600000E+01 0.000000E+00 9.900000E+01
2.000000E-05 2.170000E+02 2.500000E+01 3.960000E+02
3.000000E-05 5.300000E+02 5.600000E+01 8.710000E+02
4.000000E-05 9.990000E+02 1.120000E+02 1.459000E+03
5.000000E-05 1.536000E+03 1.480000E+02 2.148000E+03
6.000000E-05 2.083000E+03 1.930000E+02 2.892000E+03
7.000000E-05 2.602000E+03 2.450000E+02 3.647000E+03
8.000000E-05 3.159000E+03 3.370000E+02 4.449000E+03
9.000000E-05 3.725000E+03 3.980000E+02 5.198000E+03
1.000000E-04 4.281000E+03 5.200000E+02 5.966000E+03
1.100000E-04 4.838000E+03 5.770000E+02 6.829000E+03
1.200000E-04 5.393000E+03 6.530000E+02 7.597000E+03
1.300000E-04 5.901000E+03 7.220000E+02 8.369000E+03
1.400000E-04 6.473000E+03 7.840000E+02 9.153000E+03
1.500000E-04 7.031000E+03 8.700000E+02 9.911000E+03
1.600000E-04 7.524000E+03 9.660000E+02 1.060400E+04
1.700000E-04 8.045000E+03 1.072000E+03 1.135200E+04
1.800000E-04 8.623000E+03 1.117000E+03 1.212000E+04
1.900000E-04 9.159000E+03 1.249000E+03 1.288400E+04
2.000000E-04 9.684000E+03 1.337000E+03 1.366600E+04
2.100000E-04 1.026200E+04 1.392000E+03 1.454800E+04
2.200000E-04 1.080100E+04 1.480000E+03 1.536200E+04
2.300000E-04 1.136500E+04 1.539000E+03 1.618900E+04
2.400000E-04 1.194700E+04 1.661000E+03 1.694300E+04
2.500000E-04 1.247400E+04 1.689000E+03 1.771500E+04
2.600000E-04 1.300100E+04 1.735000E+03 1.849500E+04
2.700000E-04 1.351800E+04 1.822000E+03 1.926900E+04
2.800000E-04 1.408000E+04 1.896000E+03 2.005400E+04
2.900000E-04 1.461700E+04 1.982000E+03 2.087600E+04
3.000000E-04 1.521200E+04 2.060000E+03 2.166800E+04
3.100000E-04 1.583400E+04 2.124000E+03 2.245600E+04
3.200000E-04 1.640200E+04 2.209000E+03 2.319900E+04
3.300000E-04 1.697900E+04 2.265000E+03 2.390600E+04
3.400000E-04 1.755300E+04 2.350000E+03 2.462600E+04
3.500000E-04 1.811700E+04 2.433000E+03 2.537900E+04
3.600000E-04 1.869500E+04 2.524000E+03 2.615700E+04
3.700000E-04 1.926200E+04 2.603000E+03 2.697900E+04
3.800000E-04 1.982400E+04 2.680000E+03 2.772500E+04
3.900000E-04 2.040000E+04 2.728000E+03 2.846700E+04
4.000000E-04 2.093000E+04 2.843000E+03 2.925900E+04
4.100000E-04 2.147500E+04 2.908000E+03 3.001000E+04
4.200000E-04 2.200700E+04 2.990000E+03 3.074300E+04
4.300000E-04 2.256600E+04 3.042000E+03 3.146000E+04
4.400000E-04 2.315300E+04 3.115000E+03 3.213800E+04
4.500000E-04 2.369600E+04 3.147000E+03 3.289500E+04
4.600000E-04 2.420200E+04 3.251000E+03 3.364000E+04
4.700000E-04 2.471200E+04 3.356000E+03 3.432300E+04
4.800000E-04 2.524800E+04 3.409000E+03 3.498000E+04
4.900000E-04 2.578300E+04 3.468000E+03 3.567800E+04
5.000000E-04 2.637600E+04 3.521000E+03 3.641600E+04
5.100000E-04 2.694200E+04 3.582000E+03 3.715600E+04
5.200000E-04 2.752700E+04 3.637000E+03 3.788600E+04
5.300000E-04 2.815000E+04 3.747000E+03 3.861600E+04
5.400000E-04 2.875900E+04 3.876000E+03 3.935800E+04
5.500000E-04 2.936200E+04 3.953000E+03 4.012000E+04
5.600000E-04 2.997100E+04 4.013000E+03 4.088700E+04
5.700000E-04 3.055800E+04 4.076000E+03 4.167500E+04
5.800000E-04 3.108400E+04 4.125000E+03 4.245900E+04
5.900000E-04 3.159800E+04 4.217000E+03 4.320600E+04
6.000000E-04 3.212400E+04 4.317000E+03 4.397000E+04
6.100000E-04 3.271000E+04 4.402000E+03 4.476000E+04
6.200000E-04 3.326500E+04 4.461000E+03 4.554600E+04
6.300000E-04 3.382700E+04 4.528000E+03 4.624200E+04
6.400000E-04 3.439000E+04 4.586000E+03 4.703700E+04
6.500000E-04 3.494100E+04 4.642000E+03 4.782500E+04
6.600000E-04 3.550300E+04 4.763000E+03 4.865300E+04
6.700000E-04 3.611900E+04 4.825000E+03 4.945500E+04
6.800000E-04 3.669400E+04 4.893000E+03 5.028500E+04
6.900000E-04 3.725100E+04 4.975000E+03 5.106900E+04
7.000000E-04 3.780500E+04 5.055000E+03 5.185900E+04
7.100000E-04 3.834000E+04 5.123000E+03 5.265600E+04
7.200000E-04 3.888900E+04 5.188000E+03 5.335300E+04
7.300000E-04 3.947000E+04 5.234000E+03 5.411300E+04
7.400000E-04 3.997700E+04 5.328000E+03 5.485600E+04
7.500000E-04 4.057300E+04 5.368000E+03 5.568400E+04
7.600000E-04 4.111900E+04 5.448000E+03 5.652000E+04
7.700000E-04 4.163800E+04 5.508000E+03 5.731600E+04
7.800000E-04 4.222300E+04 5.566000E+03 5.813600E+04
7.900000E-04 4.278000E+04 5.627000E+03 5.899000E+04
8.000000E-04 4.330600E+04 5.656000E+03 5.978400E+04
8.100000E-04 4.384800E+04 5.761000E+03 6.060400E+04
8.200000E-04 4.436800E+04 5.820000E+03 6.144100E+04
8.300000E-04 4.489400E+04 5.897000E+03 6.221200E+04
8.400000E-04 4.544800E+04 5.944000E+03 6.298500E+04
8.500000E-04 4.601700E+04 6.038000E+03 6.384000E+04
8.600000E-04 4.656300E+04 6.123000E+03 6.463100E+04
8.700000E-04 4.707100E+04 6.191000E+03 6.537400E+04
8.800000E-04 4.760900E+04 6.228000E+03 6.610900E+04
8.900000E-04 4.816800E+04 6.323000E+03 6.687400E+04
9.000000E-04 4.876700E+04 6.408000E+03 6.760400E+04
9.100000E-04 4.932400E+04 6.465000E+03 6.840400E+04
9.200000E-04 4.992400E+04 6.557000E+03 6.917800E+04
9.300000E-04 5.052000E+04 6.678000E+03 6.988700E+04
9.400000E-04 5.110700E+04 6.766000E+03 7.063500E+04
9.500000E-04 5.170000E+04 6.834000E+03 7.138500E+04
9.600000E-04 5.231300E+04 6.904000E+03 7.213700E+04
9.700000E-04 5.286000E+04 6.975000E+03 7.290300E+04
9.800000E-04 5.342100E+04 7.006000E+03 7.371500E+04
9.900000E-04 5.397400E+04 7.087000E+03 7.455500E+04
1.000000E-03 5.448600E+04 7.179000E+03 7.534800E+04
