time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 5.200000E+01 0.000000E+00 8.100000E+01
2.000000E-05 2.550000E+02 1.400000E+01 3.830000E+02
3.000000E-05 6.240000E+02 4.100000E+01 8.460000E+02
4.000000E-05 1.098000E+03 8.600000E+01 1.473000E+03
5.000000E-05 1.584000E+03 1.720000E+02 2.192000E+03
6.000000E-05 2.071000E+03 2.480000E+02 2.988000E+03
7.000000E-05 2.639000E+03 3.160000E+02 3.757000E+03
8.000000E-05 3.182000E+03 3.970000E+02 4.527000E+03
9.000000E-05 3.727000E+03 4.660000E+02 5.387000E+03
1.000000E-04 4.265000E+03 5.390000E+02 6.255000E+03
1.100000E-04 4.839000E+03 6.210000E+02 7.035000E+03
1.200000E-04 5.384000E+03 6.920000E+02 7.872000E+03
1.300000E-04 6.043000E+03 8.030000E+02 8.704000E+03
1.400000E-04 6.617000E+03 8.860000E+02 9.492000E+03
1.500000E-04 7.254000E+03 9.840000E+02 1.026700E+04
1.600000E-04 7.820000E+03 1.056000E+03 1.112500E+04
1.700000E-04 8.375000E+03 1.112000E+03 1.190900E+04
1.800000E-04 8.863000E+03 1.183000E+03 1.270300E+04
1.900000E-04 9.421000E+03 1.285000E+03 1.345000E+04
2.000000E-04 9.985000E+03 1.346000E+03 1.411500E+04
2.100000E-04 1.055300E+04 1.428000E+03 1.476200E+04
2.200000E-04 1.106300E+04 1.527000E+03 1.547500E+04
2.300000E-04 1.159100E+04 1.623000E+03 1.621200E+04
2.400000E-04 1.217500E+04 1.734000E+03 1.692700E+04
2.500000E-04 1.279200E+04 1.808000E+03 1.767800E+04
2.600000E-04 1.333900E+04 1.846000E+03 1.845800E+04
2.700000E-04 1.391700E+04 1.926000E+03 1.926100E+04
2.800000E-04 1.452700E+04 1.973000E+03 2.002400E+04
2.900000E-04 1.511500E+04 2.044000E+03 2.077100E+04
3.000000E-04 1.566000E+04 2.109000E+03 2.153100E+04
3.100000E-04 1.620600E+04 2.182000E+03 2.234100E+04
3.200000E-04 1.672900E+04 2.289000E+03 2.316500E+04
3.300000E-04 1.721200E+04 2.343000E+03 2.400300E+04
3.400000E-04 1.778800E+04 2.384000E+03 2.476300E+04
