time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 5.400000E+01 0.000000E+00 6.300000E+01
2.000000E-05 2.550000E+02 3.500000E+01 2.830000E+02
3.000000E-05 5.760000E+02 5.900000E+01 6.800000E+02
4.000000E-05 9.980000E+02 1.450000E+02 1.227000E+03
5.000000E-05 1.474000E+03 2.130000E+02 1.867000E+03
6.000000E-05 2.006000E+03 2.690000E+02 2.587000E+03
7.000000E-05 2.532000E+03 3.490000E+02 3.348000E+03
8.000000E-05 3.065000E+03 4.060000E+02 4.103000E+03
9.000000E-05 3.583000E+03 4.830000E+02 4.882000E+03
1.000000E-04 4.183000E+03 5.640000E+02 5.690000E+03
1.100000E-04 4.774000E+03 6.570000E+02 6.481000E+03
1.200000E-04 5.388000E+03 7.210000E+02 7.229000E+03
1.300000E-04 5.996000E+03 7.920000E+02 7.969000E+03
1.400000E-04 6.676000E+03 8.670000E+02 8.713000E+03
1.500000E-04 7.293000E+03 9.550000E+02 9.438000E+03
1.600000E-04 7.921000E+03 1.030000E+03 1.016200E+04
1.700000E-04 8.543000E+03 1.123000E+03 1.101600E+04
1.800000E-04 9.120000E+03 1.204000E+03 1.184800E+04
1.900000E-04 9.693000E+03 1.294000E+03 1.260600E+04
2.000000E-04 1.025300E+04 1.384000E+03 1.337600E+04
2.100000E-04 1.078000E+04 1.457000E+03 1.408300E+04
2.200000E-04 1.136700E+04 1.561000E+03 1.482300E+04
2.300000E-04 1.188900E+04 1.625000E+03 1.546400E+04
2.400000E-04 1.245200E+04 1.702000E+03 1.618500E+04
2.500000E-04 1.304300E+04 1.752000E+03 1.694100E+04
2.600000E-04 1.367000E+04 1.805000E+03 1.772600E+04
2.700000E-04 1.427000E+04 1.891000E+03 1.850900E+04
2.800000E-04 1.485800E+04 1.955000E+03 1.922100E+04
2.900000E-04 1.543800E+04 2.025000E+03 2.003400E+04
3.000000E-04 1.601000E+04 2.130000E+03 2.076900E+04
3.100000E-04 1.659700E+04 2.195000E+03 2.151200E+04
3.200000E-04 1.717700E+04 2.262000E+03 2.231200E+04
3.300000E-04 1.769800E+04 2.342000E+03 2.309200E+04
3.400000E-04 1.821500E+04 2.430000E+03 2.388000E+04
3.500000E-04 1.877700E+04 2.536000E+03 2.463700E+04
3.600000E-04 1.934300E+04 2.640000E+03 2.539300E+04
3.700000E-04 1.994200E+04 2.691000E+03 2.619400E+04
3.800000E-04 2.048000E+04 2.776000E+03 2.700500E+04
3.900000E-04 2.101300E+04 2.837000E+03 2.778000E+04
4.000000E-04 2.154800E+04 2.880000E+03 2.857600E+04
4.100000E-04 2.207700E+04 2.954000E+03 2.933800E+04
4.200000E-04 2.264600E+04 3.018000E+03 3.014500E+04
4.300000E-04 2.315100E+04 3.078000E+03 3.088600E+04
4.400000E-04 2.366500E+04 3.146000E+03 3.163200E+04
4.500000E-04 2.422000E+04 3.241000E+03 3.227100E+04
4.600000E-04 2.477900E+04 3.349000E+03 3.300700E+04
4.700000E-04 2.530100E+04 3.436000E+03 3.373200E+04
4.800000E-04 2.582600E+04 3.532000E+03 3.453800E+04
4.900000E-04 2.637700E+04 3.607000E+03 3.534900E+04
5.000000E-04 2.693600E+04 3.688000E+03 3.612900E+04
5.100000E-04 2.753800E+04 3.789000E+03 3.696800E+04
5.200000E-04 2.810000E+04 3.847000E+03 3.771000E+04
5.300000E-04 2.870700E+04 3.918000E+03 3.846500E+04
5.400000E-04 2.923000E+04 3.988000E+03 3.916900E+04
5.500000E-04 2.984400E+04 4.057000E+03 3.988400E+04
5.600000E-04 3.044000E+04 4.162000E+03 4.067100E+04
5.700000E-04 3.103800E+04 4.234000E+03 4.141400E+04
5.800000E-04 3.163400E+04 4.287000E+03 4.218000E+04
5.900000E-04 3.221100E+04 4.356000E+03 4.292300E+04
6.000000E-04 3.277100E+04 4.463000E+03 4.378000E+04
6.100000E-04 3.335500E+04 4.533000E+03 4.464800E+04
6.200000E-04 3.393100E+04 4.648000E+03 4.547600E+04
6.300000E-04 3.448000E+04 4.702000E+03 4.620900E+04
6.400000E-04 3.502700E+04 4.782000E+03 4.692000E+04
