time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 4.300000E+01 0.000000E+00 5.400000E+01
2.000000E-05 2.350000E+02 0.000000E+00 2.890000E+02
3.000000E-05 5.520000E+02 7.400000E+01 7.510000E+02
4.000000E-05 1.010000E+03 1.630000E+02 1.382000E+03
5.000000E-05 1.572000E+03 2.410000E+02 2.088000E+03
6.000000E-05 2.149000E+03 3.380000E+02 2.884000E+03
7.000000E-05 2.696000E+03 3.650000E+02 3.635000E+03
8.000000E-05 3.210000E+03 4.530000E+02 4.327000E+03
9.000000E-05 3.735000E+03 5.370000E+02 5.078000E+03
1.000000E-04 4.259000E+03 5.870000E+02 5.837000E+03
1.100000E-04 4.783000E+03 6.600000E+02 6.571000E+03
1.200000E-04 5.321000E+03 7.160000E+02 7.325000E+03
1.300000E-04 5.930000E+03 7.900000E+02 8.104000E+03
1.400000E-04 6.523000E+03 8.820000E+02 8.824000E+03
1.500000E-04 7.050000E+03 9.580000E+02 9.538000E+03
1.600000E-04 7.580000E+03 1.034000E+03 1.035300E+04
1.700000E-04 8.098000E+03 1.126000E+03 1.117900E+04
1.800000E-04 8.600000E+03 1.213000E+03 1.192800E+04
1.900000E-04 9.140000E+03 1.293000E+03 1.268500E+04
2.000000E-04 9.690000E+03 1.350000E+03 1.345000E+04
2.100000E-04 1.030200E+04 1.396000E+03 1.417800E+04
2.200000E-04 1.083700E+04 1.445000E+03 1.498700E+04
2.300000E-04 1.147500E+04 1.544000E+03 1.578500E+04
2.400000E-04 1.202200E+04 1.630000E+03 1.655800E+04
2.500000E-04 1.257900E+04 1.711000E+03 1.728400E+04
2.600000E-04 1.308600E+04 1.790000E+03 1.804200E+04
2.700000E-04 1.365100E+04 1.829000E+03 1.879200E+04
2.800000E-04 1.416800E+04 1.881000E+03 1.951000E+04
2.900000E-04 1.471500E+04 1.937000E+03 2.021900E+04
3.000000E-04 1.525600E+04 2.041000E+03 2.093800E+04
3.100000E-04 1.580000E+04 2.121000E+03 2.172800E+04
3.200000E-04 1.635200E+04 2.177000E+03 2.249500E+04
3.300000E-04 1.692700E+04 2.209000E+03 2.328700E+04
3.400000E-04 1.750000E+04 2.262000E+03 2.397400E+04
3.500000E-04 1.811600E+04 2.311000E+03 2.465900E+04
3.600000E-04 1.864600E+04 2.403000E+03 2.539100E+04
3.700000E-04 1.914500E+04 2.483000E+03 2.614900E+04
3.800000E-04 1.961000E+04 2.620000E+03 2.691100E+04
3.900000E-04 2.013800E+04 2.722000E+03 2.765700E+04
4.000000E-04 2.063000E+04 2.794000E+03 2.841900E+04
4.100000E-04 2.109000E+04 2.864000E+03 2.918500E+04
4.200000E-04 2.157400E+04 2.946000E+03 2.995200E+04
4.300000E-04 2.214000E+04 3.044000E+03 3.077400E+04
4.400000E-04 2.267800E+04 3.105000E+03 3.152300E+04
4.500000E-04 2.320500E+04 3.152000E+03 3.226700E+04
4.600000E-04 2.376300E+04 3.228000E+03 3.306300E+04
4.700000E-04 2.431500E+04 3.286000E+03 3.382000E+04
