time 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB' 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-05 5.800000E+01 0.000000E+00 6.100000E+01
2.000000E-05 2.300000E+02 2.800000E+01 2.620000E+02
3.000000E-05 5.340000E+02 6.700000E+01 6.900000E+02
4.000000E-05 9.330000E+02 2.100000E+02 1.278000E+03
5.000000E-05 1.404000E+03 2.640000E+02 1.951000E+03
6.000000E-05 1.896000E+03 3.040000E+02 2.669000E+03
7.000000E-05 2.407000E+03 3.620000E+02 3.454000E+03
8.000000E-05 2.965000E+03 4.470000E+02 4.254000E+03
9.000000E-05 3.558000E+03 5.300000E+02 5.034000E+03
1.000000E-04 4.108000E+03 5.820000E+02 5.843000E+03
1.100000E-04 4.638000E+03 6.320000E+02 6.601000E+03
1.200000E-04 5.155000E+03 7.090000E+02 7.371000E+03
1.300000E-04 5.704000E+03 7.420000E+02 8.184000E+03
1.400000E-04 6.259000E+03 8.000000E+02 8.964000E+03
1.500000E-04 6.835000E+03 8.750000E+02 9.780000E+03
1.600000E-04 7.376000E+03 9.720000E+02 1.054200E+04
1.700000E-04 7.921000E+03 1.048000E+03 1.126300E+04
1.800000E-04 8.462000E+03 1.083000E+03 1.196700E+04
1.900000E-04 9.038000E+03 1.189000E+03 1.266400E+04
2.000000E-04 9.632000E+03 1.244000E+03 1.336700E+04
2.100000E-04 1.012800E+04 1.306000E+03 1.411400E+04
2.200000E-04 1.063900E+04 1.398000E+03 1.483100E+04
2.300000E-04 1.123100E+04 1.470000E+03 1.553000E+04
2.400000E-04 1.177600E+04 1.525000E+03 1.628800E+04
2.500000E-04 1.232700E+04 1.595000E+03 1.707400E+04
2.600000E-04 1.288800E+04 1.716000E+03 1.782600E+04
2.700000E-04 1.346800E+04 1.776000E+03 1.866000E+04
2.800000E-04 1.401000E+04 1.903000E+03 1.945600E+04
2.900000E-04 1.452300E+04 1.958000E+03 2.028000E+04
3.000000E-04 1.501800E+04 2.065000E+03 2.119400E+04
3.100000E-04 1.555400E+04 2.137000E+03 2.199800E+04
