time 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 0.000000E+00 0.000000E+00 6.700000E+01 2.000000E+00 0.000000E+00 7.400000E+01
2.000000E-04 6.000000E+00 8.000000E+00 1.500000E+02 4.000000E+00 0.000000E+00 1.620000E+02
3.000000E-04 1.600000E+01 8.000000E+00 2.290000E+02 1.600000E+01 1.800000E+01 2.520000E+02
4.000000E-04 2.400000E+01 8.000000E+00 2.850000E+02 3.600000E+01 2.000000E+01 3.340000E+02
5.000000E-04 3.200000E+01 1.200000E+01 3.260000E+02 6.400000E+01 3.500000E+01 3.860000E+02
6.000000E-04 4.600000E+01 2.000000E+01 3.550000E+02 8.800000E+01 3.700000E+01 4.520000E+02
7.000000E-04 6.800000E+01 2.000000E+01 3.680000E+02 1.140000E+02 4.200000E+01 5.070000E+02
8.000000E-04 8.400000E+01 2.000000E+01 3.910000E+02 1.460000E+02 5.700000E+01 5.490000E+02
9.000000E-04 1.020000E+02 2.000000E+01 4.110000E+02 1.700000E+02 5.800000E+01 6.150000E+02
1.000000E-03 1.170000E+02 2.200000E+01 4.290000E+02 1.890000E+02 7.500000E+01 6.830000E+02
1.100000E-03 1.370000E+02 3.300000E+01 4.400000E+02 2.290000E+02 9.300000E+01 7.330000E+02
1.200000E-03 1.530000E+02 5.200000E+01 4.640000E+02 2.670000E+02 1.070000E+02 7.860000E+02
1.300000E-03 1.860000E+02 5.300000E+01 4.750000E+02 3.210000E+02 1.350000E+02 8.230000E+02
1.400000E-03 2.150000E+02 5.400000E+01 4.900000E+02 3.560000E+02 1.490000E+02 8.630000E+02
1.500000E-03 2.380000E+02 5.700000E+01 5.070000E+02 3.950000E+02 1.670000E+02 9.040000E+02
