time 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 0.000000E+00 0.000000E+00 9.800000E+01 2.000000E+00 0.000000E+00 8.000000E+01
2.000000E-04 4.000000E+00 1.400000E+01 1.780000E+02 2.000000E+00 1.800000E+01 1.650000E+02
3.000000E-04 1.800000E+01 3.000000E+01 2.580000E+02 8.000000E+00 1.800000E+01 2.600000E+02
4.000000E-04 2.000000E+01 4.400000E+01 3.020000E+02 2.400000E+01 2.500000E+01 3.250000E+02
5.000000E-04 3.400000E+01 4.600000E+01 3.350000E+02 4.600000E+01 2.500000E+01 3.860000E+02
6.000000E-04 5.400000E+01 4.600000E+01 3.490000E+02 7.000000E+01 3.200000E+01 4.410000E+02
7.000000E-04 7.800000E+01 4.700000E+01 3.690000E+02 9.400000E+01 3.700000E+01 5.060000E+02
8.000000E-04 1.070000E+02 4.700000E+01 3.820000E+02 1.270000E+02 4.000000E+01 5.620000E+02
9.000000E-04 1.290000E+02 5.100000E+01 3.970000E+02 1.530000E+02 4.500000E+01 6.050000E+02
1.000000E-03 1.530000E+02 6.400000E+01 4.150000E+02 1.830000E+02 5.500000E+01 6.720000E+02
1.100000E-03 1.720000E+02 6.400000E+01 4.310000E+02 2.170000E+02 5.500000E+01 7.210000E+02
1.200000E-03 1.880000E+02 7.000000E+01 4.520000E+02 2.610000E+02 6.500000E+01 7.670000E+02
1.300000E-03 2.070000E+02 7.000000E+01 4.870000E+02 2.950000E+02 7.900000E+01 8.070000E+02
1.400000E-03 2.290000E+02 7.900000E+01 5.200000E+02 3.480000E+02 1.090000E+02 8.490000E+02
1.500000E-03 2.450000E+02 8.200000E+01 5.450000E+02 4.000000E+02 1.270000E+02 8.840000E+02
1.600000E-03 2.630000E+02 8.300000E+01 5.610000E+02 4.440000E+02 1.560000E+02 9.120000E+02
1.700000E-03 2.840000E+02 8.900000E+01 5.820000E+02 4.980000E+02 1.570000E+02 9.420000E+02
1.800000E-03 2.950000E+02 8.900000E+01 5.980000E+02 5.490000E+02 1.640000E+02 1.003000E+03
1.900000E-03 3.370000E+02 9.700000E+01 6.020000E+02 5.840000E+02 1.680000E+02 1.070000E+03
2.000000E-03 3.780000E+02 1.090000E+02 6.050000E+02 6.230000E+02 1.820000E+02 1.111000E+03
2.100000E-03 3.990000E+02 1.300000E+02 6.150000E+02 6.750000E+02 1.990000E+02 1.156000E+03
2.200000E-03 4.280000E+02 1.300000E+02 6.220000E+02 7.330000E+02 2.070000E+02 1.192000E+03
2.300000E-03 4.530000E+02 1.300000E+02 6.340000E+02 7.960000E+02 2.140000E+02 1.228000E+03
2.400000E-03 4.840000E+02 1.380000E+02 6.530000E+02 8.690000E+02 2.390000E+02 1.265000E+03
2.500000E-03 5.190000E+02 1.400000E+02 6.590000E+02 9.420000E+02 2.630000E+02 1.290000E+03
2.600000E-03 5.430000E+02 1.430000E+02 6.800000E+02 1.003000E+03 2.870000E+02 1.333000E+03
2.700000E-03 5.710000E+02 1.430000E+02 6.870000E+02 1.055000E+03 2.990000E+02 1.384000E+03
2.800000E-03 5.960000E+02 1.490000E+02 7.050000E+02 1.113000E+03 3.120000E+02 1.431000E+03
2.900000E-03 6.270000E+02 1.490000E+02 7.140000E+02 1.200000E+03 3.430000E+02 1.450000E+03
3.000000E-03 6.640000E+02 1.570000E+02 7.270000E+02 1.279000E+03 3.430000E+02 1.472000E+03
3.100000E-03 6.950000E+02 1.610000E+02 7.450000E+02 1.337000E+03 3.540000E+02 1.504000E+03
3.200000E-03 7.210000E+02 1.770000E+02 7.580000E+02 1.420000E+03 3.640000E+02 1.541000E+03
3.300000E-03 7.600000E+02 1.770000E+02 7.560000E+02 1.490000E+03 3.740000E+02 1.574000E+03
3.400000E-03 7.920000E+02 1.770000E+02 7.580000E+02 1.575000E+03 3.990000E+02 1.583000E+03
3.500000E-03 8.340000E+02 1.810000E+02 7.580000E+02 1.637000E+03 4.150000E+02 1.621000E+03
3.600000E-03 8.820000E+02 1.880000E+02 7.630000E+02 1.711000E+03 4.170000E+02 1.666000E+03
