time 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 2.000000E+00 0.000000E+00 8.000000E+01 6.000000E+00 0.000000E+00 8.600000E+01
2.000000E-04 1.400000E+01 0.000000E+00 1.770000E+02 1.200000E+01 1.400000E+01 1.790000E+02
3.000000E-04 2.400000E+01 1.800000E+01 2.560000E+02 2.400000E+01 2.000000E+01 2.610000E+02
4.000000E-04 3.800000E+01 2.400000E+01 3.040000E+02 4.400000E+01 3.000000E+01 3.230000E+02
5.000000E-04 4.800000E+01 2.700000E+01 3.390000E+02 6.000000E+01 3.000000E+01 3.930000E+02
6.000000E-04 7.100000E+01 3.000000E+01 3.670000E+02 8.200000E+01 3.900000E+01 4.460000E+02
7.000000E-04 9.500000E+01 3.400000E+01 3.780000E+02 1.000000E+02 4.900000E+01 5.100000E+02
8.000000E-04 1.180000E+02 4.200000E+01 4.020000E+02 1.350000E+02 6.200000E+01 5.580000E+02
9.000000E-04 1.400000E+02 4.700000E+01 4.220000E+02 1.650000E+02 7.600000E+01 6.150000E+02
1.000000E-03 1.570000E+02 4.700000E+01 4.500000E+02 1.890000E+02 9.700000E+01 6.720000E+02
1.100000E-03 1.880000E+02 5.100000E+01 4.630000E+02 2.210000E+02 1.110000E+02 7.450000E+02
1.200000E-03 2.140000E+02 5.500000E+01 4.800000E+02 2.630000E+02 1.200000E+02 7.970000E+02
1.300000E-03 2.440000E+02 5.700000E+01 5.050000E+02 3.010000E+02 1.320000E+02 8.540000E+02
1.400000E-03 2.680000E+02 6.500000E+01 5.150000E+02 3.400000E+02 1.460000E+02 9.050000E+02
1.500000E-03 2.910000E+02 7.100000E+01 5.400000E+02 3.890000E+02 1.660000E+02 9.530000E+02
1.600000E-03 3.080000E+02 8.000000E+01 5.500000E+02 4.190000E+02 1.770000E+02 9.960000E+02
1.700000E-03 3.300000E+02 8.400000E+01 5.650000E+02 4.850000E+02 1.850000E+02 1.022000E+03
1.800000E-03 3.640000E+02 8.500000E+01 5.720000E+02 5.330000E+02 2.340000E+02 1.072000E+03
1.900000E-03 3.820000E+02 9.200000E+01 5.920000E+02 5.780000E+02 2.410000E+02 1.138000E+03
2.000000E-03 4.080000E+02 9.600000E+01 6.040000E+02 6.430000E+02 2.640000E+02 1.175000E+03
2.100000E-03 4.440000E+02 9.600000E+01 6.140000E+02 6.970000E+02 2.710000E+02 1.218000E+03
