time 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 2.000000E+00 0.000000E+00 9.600000E+01 4.000000E+00 0.000000E+00 8.000000E+01
2.000000E-04 1.000000E+01 0.000000E+00 1.930000E+02 1.200000E+01 1.200000E+01 1.720000E+02
3.000000E-04 2.000000E+01 0.000000E+00 2.650000E+02 2.200000E+01 1.900000E+01 2.370000E+02
4.000000E-04 3.400000E+01 0.000000E+00 3.240000E+02 3.000000E+01 3.300000E+01 3.200000E+02
5.000000E-04 5.600000E+01 4.000000E+00 3.450000E+02 5.000000E+01 3.700000E+01 3.730000E+02
6.000000E-04 7.600000E+01 4.000000E+00 3.560000E+02 7.900000E+01 5.500000E+01 4.070000E+02
7.000000E-04 1.030000E+02 2.300000E+01 3.660000E+02 9.100000E+01 8.300000E+01 4.740000E+02
8.000000E-04 1.110000E+02 2.300000E+01 3.910000E+02 1.020000E+02 9.900000E+01 5.340000E+02
9.000000E-04 1.280000E+02 2.300000E+01 4.050000E+02 1.310000E+02 1.090000E+02 5.870000E+02
1.000000E-03 1.440000E+02 3.100000E+01 4.280000E+02 1.670000E+02 1.130000E+02 6.470000E+02
1.100000E-03 1.700000E+02 3.500000E+01 4.340000E+02 2.050000E+02 1.320000E+02 7.010000E+02
1.200000E-03 1.880000E+02 3.900000E+01 4.520000E+02 2.380000E+02 1.500000E+02 7.530000E+02
1.300000E-03 2.080000E+02 3.900000E+01 4.740000E+02 2.710000E+02 1.660000E+02 7.980000E+02
1.400000E-03 2.380000E+02 4.600000E+01 4.870000E+02 3.180000E+02 1.770000E+02 8.390000E+02
1.500000E-03 2.590000E+02 4.800000E+01 5.190000E+02 3.600000E+02 1.990000E+02 8.750000E+02
1.600000E-03 2.920000E+02 5.600000E+01 5.250000E+02 4.110000E+02 2.310000E+02 9.250000E+02
1.700000E-03 3.190000E+02 6.800000E+01 5.300000E+02 4.570000E+02 2.500000E+02 9.710000E+02
1.800000E-03 3.590000E+02 6.800000E+01 5.360000E+02 4.920000E+02 2.750000E+02 1.020000E+03
1.900000E-03 3.710000E+02 7.300000E+01 5.540000E+02 5.370000E+02 2.790000E+02 1.065000E+03
2.000000E-03 3.940000E+02 7.300000E+01 5.690000E+02 5.870000E+02 3.000000E+02 1.111000E+03
2.100000E-03 4.180000E+02 7.300000E+01 5.890000E+02 6.370000E+02 3.070000E+02 1.153000E+03
2.200000E-03 4.570000E+02 7.500000E+01 5.980000E+02 6.910000E+02 3.340000E+02 1.186000E+03
