time 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 2.000000E+00 0.000000E+00 7.800000E+01 2.000000E+00 0.000000E+00 8.900000E+01
2.000000E-04 1.000000E+01 2.000000E+01 1.730000E+02 6.000000E+00 4.000000E+00 1.780000E+02
3.000000E-04 2.000000E+01 4.600000E+01 2.430000E+02 1.600000E+01 8.000000E+00 2.440000E+02
4.000000E-04 2.600000E+01 6.500000E+01 2.890000E+02 4.200000E+01 8.000000E+00 3.120000E+02
5.000000E-04 4.400000E+01 6.500000E+01 3.180000E+02 6.200000E+01 9.000000E+00 3.700000E+02
6.000000E-04 6.400000E+01 7.000000E+01 3.400000E+02 9.400000E+01 2.800000E+01 4.300000E+02
7.000000E-04 8.900000E+01 7.600000E+01 3.650000E+02 1.160000E+02 4.600000E+01 4.800000E+02
8.000000E-04 1.090000E+02 8.000000E+01 3.950000E+02 1.320000E+02 5.000000E+01 5.440000E+02
9.000000E-04 1.330000E+02 8.400000E+01 4.170000E+02 1.650000E+02 6.600000E+01 5.880000E+02
1.000000E-03 1.460000E+02 8.700000E+01 4.370000E+02 2.030000E+02 7.400000E+01 6.320000E+02
1.100000E-03 1.770000E+02 8.800000E+01 4.420000E+02 2.410000E+02 8.600000E+01 6.840000E+02
1.200000E-03 1.990000E+02 9.800000E+01 4.520000E+02 2.610000E+02 9.500000E+01 7.340000E+02
1.300000E-03 2.180000E+02 1.040000E+02 4.760000E+02 2.940000E+02 1.360000E+02 7.850000E+02
1.400000E-03 2.360000E+02 1.170000E+02 4.860000E+02 3.190000E+02 1.520000E+02 8.360000E+02
1.500000E-03 2.680000E+02 1.220000E+02 4.940000E+02 3.700000E+02 1.720000E+02 8.930000E+02
1.600000E-03 2.860000E+02 1.230000E+02 5.110000E+02 4.070000E+02 1.810000E+02 9.310000E+02
1.700000E-03 3.060000E+02 1.230000E+02 5.220000E+02 4.540000E+02 1.940000E+02 9.700000E+02
1.800000E-03 3.260000E+02 1.350000E+02 5.360000E+02 5.040000E+02 2.220000E+02 1.016000E+03
1.900000E-03 3.580000E+02 1.350000E+02 5.580000E+02 5.460000E+02 2.360000E+02 1.068000E+03
2.000000E-03 3.840000E+02 1.420000E+02 5.840000E+02 5.910000E+02 2.420000E+02 1.107000E+03
2.100000E-03 4.190000E+02 1.460000E+02 5.990000E+02 6.490000E+02 2.510000E+02 1.144000E+03
2.200000E-03 4.550000E+02 1.460000E+02 6.140000E+02 7.050000E+02 2.580000E+02 1.170000E+03
2.300000E-03 4.810000E+02 1.600000E+02 6.340000E+02 7.630000E+02 2.790000E+02 1.198000E+03
2.400000E-03 5.160000E+02 1.660000E+02 6.370000E+02 8.470000E+02 2.950000E+02 1.215000E+03
2.500000E-03 5.470000E+02 1.720000E+02 6.420000E+02 9.030000E+02 3.010000E+02 1.264000E+03
2.600000E-03 5.860000E+02 1.720000E+02 6.460000E+02 9.600000E+02 3.200000E+02 1.301000E+03
2.700000E-03 6.200000E+02 1.730000E+02 6.620000E+02 1.022000E+03 3.320000E+02 1.324000E+03
2.800000E-03 6.400000E+02 1.730000E+02 6.700000E+02 1.080000E+03 3.360000E+02 1.354000E+03
2.900000E-03 6.730000E+02 1.810000E+02 6.820000E+02 1.142000E+03 3.610000E+02 1.403000E+03
3.000000E-03 7.050000E+02 1.830000E+02 6.980000E+02 1.196000E+03 3.710000E+02 1.444000E+03
3.100000E-03 7.310000E+02 1.870000E+02 7.130000E+02 1.279000E+03 3.840000E+02 1.472000E+03
3.200000E-03 7.690000E+02 1.900000E+02 7.260000E+02 1.346000E+03 3.890000E+02 1.483000E+03
3.300000E-03 8.040000E+02 1.980000E+02 7.280000E+02 1.411000E+03 4.070000E+02 1.510000E+03
3.400000E-03 8.350000E+02 1.990000E+02 7.440000E+02 1.483000E+03 4.280000E+02 1.548000E+03
3.500000E-03 8.690000E+02 2.010000E+02 7.610000E+02 1.562000E+03 4.520000E+02 1.572000E+03
3.600000E-03 9.090000E+02 2.040000E+02 7.750000E+02 1.650000E+03 4.810000E+02 1.602000E+03
3.700000E-03 9.280000E+02 2.060000E+02 7.860000E+02 1.725000E+03 4.920000E+02 1.623000E+03
3.800000E-03 9.770000E+02 2.190000E+02 7.840000E+02 1.781000E+03 5.170000E+02 1.669000E+03
3.900000E-03 1.010000E+03 2.220000E+02 8.090000E+02 1.862000E+03 5.380000E+02 1.696000E+03
4.000000E-03 1.051000E+03 2.320000E+02 8.200000E+02 1.937000E+03 5.530000E+02 1.719000E+03
4.100000E-03 1.081000E+03 2.320000E+02 8.340000E+02 2.016000E+03 5.600000E+02 1.740000E+03
4.200000E-03 1.116000E+03 2.450000E+02 8.450000E+02 2.082000E+03 5.730000E+02 1.764000E+03
4.300000E-03 1.146000E+03 2.450000E+02 8.510000E+02 2.156000E+03 5.880000E+02 1.798000E+03
4.400000E-03 1.170000E+03 2.450000E+02 8.650000E+02 2.237000E+03 6.180000E+02 1.812000E+03
4.500000E-03 1.199000E+03 2.500000E+02 8.830000E+02 2.336000E+03 6.280000E+02 1.830000E+03
4.600000E-03 1.238000E+03 2.540000E+02 8.970000E+02 2.430000E+03 6.420000E+02 1.854000E+03
4.700000E-03 1.283000E+03 2.620000E+02 8.890000E+02 2.518000E+03 6.420000E+02 1.870000E+03
4.800000E-03 1.324000E+03 2.660000E+02 8.960000E+02 2.595000E+03 6.610000E+02 1.889000E+03
4.900000E-03 1.372000E+03 2.890000E+02 9.000000E+02 2.703000E+03 6.700000E+02 1.911000E+03
5.000000E-03 1.400000E+03 2.890000E+02 9.200000E+02 2.801000E+03 6.740000E+02 1.942000E+03
5.100000E-03 1.439000E+03 3.110000E+02 9.130000E+02 2.888000E+03 6.800000E+02 1.965000E+03
5.200000E-03 1.473000E+03 3.300000E+02 9.190000E+02 2.963000E+03 6.900000E+02 1.982000E+03
5.300000E-03 1.517000E+03 3.300000E+02 9.110000E+02 3.068000E+03 7.040000E+02 1.989000E+03
5.400000E-03 1.562000E+03 3.340000E+02 9.100000E+02 3.163000E+03 7.210000E+02 2.005000E+03
5.500000E-03 1.604000E+03 3.380000E+02 9.210000E+02 3.255000E+03 7.280000E+02 2.021000E+03
5.600000E-03 1.637000E+03 3.410000E+02 9.380000E+02 3.354000E+03 7.380000E+02 2.033000E+03
5.700000E-03 1.683000E+03 3.430000E+02 9.410000E+02 3.458000E+03 7.510000E+02 2.054000E+03
5.800000E-03 1.725000E+03 3.430000E+02 9.520000E+02 3.565000E+03 7.780000E+02 2.062000E+03
5.900000E-03 1.786000E+03 3.430000E+02 9.400000E+02 3.667000E+03 7.900000E+02 2.073000E+03
6.000000E-03 1.824000E+03 3.510000E+02 9.420000E+02 3.786000E+03 7.990000E+02 2.085000E+03
6.100000E-03 1.866000E+03 3.570000E+02 9.450000E+02 3.890000E+03 8.010000E+02 2.090000E+03
6.200000E-03 1.899000E+03 3.600000E+02 9.680000E+02 3.978000E+03 8.120000E+02 2.114000E+03
6.300000E-03 1.951000E+03 3.640000E+02 9.670000E+02 4.087000E+03 8.240000E+02 2.129000E+03
6.400000E-03 2.000000E+03 3.710000E+02 9.570000E+02 4.166000E+03 8.330000E+02 2.166000E+03
6.500000E-03 2.043000E+03 3.860000E+02 9.640000E+02 4.288000E+03 8.340000E+02 2.170000E+03
6.600000E-03 2.103000E+03 3.860000E+02 9.480000E+02 4.397000E+03 8.420000E+02 2.163000E+03
6.700000E-03 2.145000E+03 4.010000E+02 9.580000E+02 4.505000E+03 8.570000E+02 2.175000E+03
6.800000E-03 2.179000E+03 4.050000E+02 9.660000E+02 4.618000E+03 8.820000E+02 2.181000E+03
6.900000E-03 2.233000E+03 4.080000E+02 9.710000E+02 4.737000E+03 9.170000E+02 2.190000E+03
7.000000E-03 2.271000E+03 4.120000E+02 9.880000E+02 4.841000E+03 9.400000E+02 2.209000E+03
7.100000E-03 2.323000E+03 4.280000E+02 9.830000E+02 4.942000E+03 9.610000E+02 2.230000E+03
7.200000E-03 2.367000E+03 4.280000E+02 9.890000E+02 5.034000E+03 9.780000E+02 2.261000E+03
7.300000E-03 2.400000E+03 4.290000E+02 9.850000E+02 5.122000E+03 9.790000E+02 2.272000E+03
7.400000E-03 2.432000E+03 4.290000E+02 9.910000E+02 5.249000E+03 9.970000E+02 2.273000E+03
7.500000E-03 2.478000E+03 4.320000E+02 9.930000E+02 5.354000E+03 1.004000E+03 2.287000E+03
7.600000E-03 2.522000E+03 4.340000E+02 9.970000E+02 5.466000E+03 1.014000E+03 2.288000E+03
7.700000E-03 2.561000E+03 4.480000E+02 9.990000E+02 5.579000E+03 1.036000E+03 2.298000E+03
7.800000E-03 2.604000E+03 4.480000E+02 9.920000E+02 5.680000E+03 1.048000E+03 2.316000E+03
7.900000E-03 2.635000E+03 4.540000E+02 1.001000E+03 5.784000E+03 1.056000E+03 2.334000E+03
8.000000E-03 2.682000E+03 4.540000E+02 1.000000E+03 5.888000E+03 1.068000E+03 2.354000E+03
8.100000E-03 2.740000E+03 4.540000E+02 1.010000E+03 6.004000E+03 1.092000E+03 2.370000E+03
8.200000E-03 2.796000E+03 4.540000E+02 1.014000E+03 6.134000E+03 1.094000E+03 2.373000E+03
8.300000E-03 2.841000E+03 4.540000E+02 1.015000E+03 6.233000E+03 1.104000E+03 2.399000E+03
8.400000E-03 2.884000E+03 4.630000E+02 1.020000E+03 6.343000E+03 1.126000E+03 2.410000E+03
8.500000E-03 2.925000E+03 4.680000E+02 1.021000E+03 6.441000E+03 1.130000E+03 2.423000E+03
8.600000E-03 2.982000E+03 4.750000E+02 1.029000E+03 6.552000E+03 1.140000E+03 2.431000E+03
8.700000E-03 3.019000E+03 4.790000E+02 1.031000E+03 6.666000E+03 1.150000E+03 2.434000E+03
8.800000E-03 3.074000E+03 4.790000E+02 1.035000E+03 6.777000E+03 1.150000E+03 2.441000E+03
8.900000E-03 3.144000E+03 4.930000E+02 1.021000E+03 6.903000E+03 1.162000E+03 2.447000E+03
9.000000E-03 3.200000E+03 5.010000E+02 1.023000E+03 7.026000E+03 1.170000E+03 2.436000E+03
9.100000E-03 3.242000E+03 5.020000E+02 1.020000E+03 7.141000E+03 1.187000E+03 2.449000E+03
9.200000E-03 3.281000E+03 5.070000E+02 1.016000E+03 7.248000E+03 1.208000E+03 2.460000E+03
9.300000E-03 3.319000E+03 5.130000E+02 1.022000E+03 7.354000E+03 1.225000E+03 2.463000E+03
9.400000E-03 3.355000E+03 5.130000E+02 1.034000E+03 7.449000E+03 1.240000E+03 2.462000E+03
9.500000E-03 3.398000E+03 5.160000E+02 1.034000E+03 7.568000E+03 1.254000E+03 2.471000E+03
9.600000E-03 3.437000E+03 5.250000E+02 1.041000E+03 7.703000E+03 1.261000E+03 2.472000E+03
9.700000E-03 3.490000E+03 5.300000E+02 1.052000E+03 7.813000E+03 1.294000E+03 2.471000E+03
9.800000E-03 3.533000E+03 5.340000E+02 1.056000E+03 7.938000E+03 1.309000E+03 2.484000E+03
9.900000E-03 3.588000E+03 5.450000E+02 1.055000E+03 8.083000E+03 1.327000E+03 2.472000E+03
1.000000E-02 3.646000E+03 5.530000E+02 1.058000E+03 8.193000E+03 1.341000E+03 2.485000E+03
