time 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 4.000000E+00 2.000000E+01 7.500000E+01 2.000000E+00 1.000000E+01 7.000000E+01
2.000000E-04 1.000000E+01 2.000000E+01 1.640000E+02 4.000000E+00 1.000000E+01 1.450000E+02
3.000000E-04 2.400000E+01 2.400000E+01 2.340000E+02 1.200000E+01 1.600000E+01 2.260000E+02
4.000000E-04 3.000000E+01 4.000000E+01 2.950000E+02 2.600000E+01 1.600000E+01 3.010000E+02
5.000000E-04 5.400000E+01 4.600000E+01 3.130000E+02 4.400000E+01 2.200000E+01 3.550000E+02
6.000000E-04 7.400000E+01 4.600000E+01 3.450000E+02 6.600000E+01 2.800000E+01 4.050000E+02
7.000000E-04 9.400000E+01 4.600000E+01 3.680000E+02 9.000000E+01 2.800000E+01 4.510000E+02
8.000000E-04 1.060000E+02 5.200000E+01 3.970000E+02 1.220000E+02 4.500000E+01 5.020000E+02
9.000000E-04 1.280000E+02 5.400000E+01 4.160000E+02 1.480000E+02 5.500000E+01 5.650000E+02
1.000000E-03 1.540000E+02 5.700000E+01 4.330000E+02 1.970000E+02 5.500000E+01 6.210000E+02
1.100000E-03 1.760000E+02 7.300000E+01 4.520000E+02 2.330000E+02 6.800000E+01 6.790000E+02
1.200000E-03 1.950000E+02 8.300000E+01 4.640000E+02 2.640000E+02 7.500000E+01 7.370000E+02
1.300000E-03 2.280000E+02 8.300000E+01 4.690000E+02 3.080000E+02 7.900000E+01 7.830000E+02
1.400000E-03 2.550000E+02 8.800000E+01 4.760000E+02 3.570000E+02 8.000000E+01 8.250000E+02
1.500000E-03 2.780000E+02 9.400000E+01 4.940000E+02 3.970000E+02 1.010000E+02 8.780000E+02
1.600000E-03 3.080000E+02 1.000000E+02 5.080000E+02 4.390000E+02 1.060000E+02 9.290000E+02
1.700000E-03 3.220000E+02 1.050000E+02 5.330000E+02 4.700000E+02 1.260000E+02 9.700000E+02
1.800000E-03 3.470000E+02 1.110000E+02 5.460000E+02 5.170000E+02 1.420000E+02 1.007000E+03
1.900000E-03 3.650000E+02 1.160000E+02 5.620000E+02 5.610000E+02 1.490000E+02 1.052000E+03
2.000000E-03 3.940000E+02 1.230000E+02 5.690000E+02 6.070000E+02 1.540000E+02 1.098000E+03
2.100000E-03 4.240000E+02 1.230000E+02 5.820000E+02 6.600000E+02 1.700000E+02 1.137000E+03
2.200000E-03 4.390000E+02 1.330000E+02 5.990000E+02 7.450000E+02 1.800000E+02 1.159000E+03
2.300000E-03 4.790000E+02 1.390000E+02 6.010000E+02 8.010000E+02 1.840000E+02 1.198000E+03
2.400000E-03 5.040000E+02 1.570000E+02 6.090000E+02 8.470000E+02 2.310000E+02 1.239000E+03
2.500000E-03 5.380000E+02 1.600000E+02 6.170000E+02 8.890000E+02 2.500000E+02 1.284000E+03
2.600000E-03 5.630000E+02 1.660000E+02 6.350000E+02 9.420000E+02 2.590000E+02 1.308000E+03
2.700000E-03 5.830000E+02 1.690000E+02 6.580000E+02 1.002000E+03 2.760000E+02 1.353000E+03
2.800000E-03 6.190000E+02 1.740000E+02 6.740000E+02 1.077000E+03 2.830000E+02 1.385000E+03
2.900000E-03 6.650000E+02 1.740000E+02 6.910000E+02 1.136000E+03 2.890000E+02 1.430000E+03
3.000000E-03 6.990000E+02 1.760000E+02 6.940000E+02 1.206000E+03 3.040000E+02 1.450000E+03
3.100000E-03 7.310000E+02 1.760000E+02 7.220000E+02 1.280000E+03 3.170000E+02 1.478000E+03
3.200000E-03 7.650000E+02 1.760000E+02 7.310000E+02 1.354000E+03 3.390000E+02 1.516000E+03
3.300000E-03 7.940000E+02 1.790000E+02 7.540000E+02 1.432000E+03 3.610000E+02 1.544000E+03
3.400000E-03 8.290000E+02 1.860000E+02 7.700000E+02 1.528000E+03 3.760000E+02 1.574000E+03
3.500000E-03 8.720000E+02 1.880000E+02 7.720000E+02 1.601000E+03 3.810000E+02 1.602000E+03
3.600000E-03 9.150000E+02 1.970000E+02 7.860000E+02 1.703000E+03 3.950000E+02 1.631000E+03
3.700000E-03 9.570000E+02 1.970000E+02 8.030000E+02 1.780000E+03 3.980000E+02 1.654000E+03
3.800000E-03 9.930000E+02 2.030000E+02 8.140000E+02 1.865000E+03 3.990000E+02 1.672000E+03
3.900000E-03 1.047000E+03 2.180000E+02 8.110000E+02 1.943000E+03 4.180000E+02 1.699000E+03
4.000000E-03 1.087000E+03 2.180000E+02 8.130000E+02 2.054000E+03 4.310000E+02 1.715000E+03
4.100000E-03 1.138000E+03 2.300000E+02 8.150000E+02 2.130000E+03 4.410000E+02 1.755000E+03
4.200000E-03 1.166000E+03 2.300000E+02 8.150000E+02 2.194000E+03 4.550000E+02 1.797000E+03
4.300000E-03 1.206000E+03 2.320000E+02 8.240000E+02 2.283000E+03 4.910000E+02 1.816000E+03
4.400000E-03 1.258000E+03 2.320000E+02 8.240000E+02 2.379000E+03 5.130000E+02 1.836000E+03
4.500000E-03 1.299000E+03 2.370000E+02 8.340000E+02 2.469000E+03 5.260000E+02 1.849000E+03
4.600000E-03 1.334000E+03 2.390000E+02 8.450000E+02 2.587000E+03 5.560000E+02 1.862000E+03
4.700000E-03 1.373000E+03 2.450000E+02 8.620000E+02 2.703000E+03 5.580000E+02 1.876000E+03
4.800000E-03 1.396000E+03 2.460000E+02 8.810000E+02 2.779000E+03 5.690000E+02 1.897000E+03
4.900000E-03 1.445000E+03 2.490000E+02 8.940000E+02 2.866000E+03 5.890000E+02 1.917000E+03
5.000000E-03 1.476000E+03 2.500000E+02 9.140000E+02 2.958000E+03 5.920000E+02 1.939000E+03
5.100000E-03 1.509000E+03 2.560000E+02 9.220000E+02 3.035000E+03 6.250000E+02 1.960000E+03
5.200000E-03 1.550000E+03 2.720000E+02 9.180000E+02 3.140000E+03 6.270000E+02 1.966000E+03
5.300000E-03 1.607000E+03 2.760000E+02 9.240000E+02 3.229000E+03 6.520000E+02 1.990000E+03
5.400000E-03 1.644000E+03 2.850000E+02 9.350000E+02 3.317000E+03 6.730000E+02 2.016000E+03
5.500000E-03 1.681000E+03 2.850000E+02 9.440000E+02 3.413000E+03 6.780000E+02 2.041000E+03
5.600000E-03 1.732000E+03 2.880000E+02 9.470000E+02 3.495000E+03 6.780000E+02 2.058000E+03
5.700000E-03 1.778000E+03 2.920000E+02 9.550000E+02 3.578000E+03 6.990000E+02 2.110000E+03
5.800000E-03 1.826000E+03 2.940000E+02 9.620000E+02 3.669000E+03 7.070000E+02 2.130000E+03
5.900000E-03 1.877000E+03 2.980000E+02 9.500000E+02 3.777000E+03 7.230000E+02 2.141000E+03
6.000000E-03 1.909000E+03 3.030000E+02 9.560000E+02 3.874000E+03 7.330000E+02 2.161000E+03
6.100000E-03 1.959000E+03 3.140000E+02 9.630000E+02 3.960000E+03 7.590000E+02 2.187000E+03
6.200000E-03 2.005000E+03 3.160000E+02 9.660000E+02 4.068000E+03 7.660000E+02 2.199000E+03
6.300000E-03 2.032000E+03 3.180000E+02 9.840000E+02 4.177000E+03 7.710000E+02 2.218000E+03
6.400000E-03 2.080000E+03 3.240000E+02 9.890000E+02 4.292000E+03 7.780000E+02 2.233000E+03
6.500000E-03 2.122000E+03 3.260000E+02 1.004000E+03 4.392000E+03 7.830000E+02 2.256000E+03
6.600000E-03 2.175000E+03 3.310000E+02 9.990000E+02 4.513000E+03 8.230000E+02 2.254000E+03
6.700000E-03 2.227000E+03 3.450000E+02 9.900000E+02 4.612000E+03 8.470000E+02 2.275000E+03
6.800000E-03 2.275000E+03 3.450000E+02 9.900000E+02 4.707000E+03 8.680000E+02 2.289000E+03
6.900000E-03 2.313000E+03 3.470000E+02 9.980000E+02 4.806000E+03 8.990000E+02 2.317000E+03
7.000000E-03 2.363000E+03 3.590000E+02 9.910000E+02 4.915000E+03 9.100000E+02 2.326000E+03
7.100000E-03 2.405000E+03 3.590000E+02 9.980000E+02 5.027000E+03 9.300000E+02 2.338000E+03
7.200000E-03 2.457000E+03 3.810000E+02 1.006000E+03 5.163000E+03 9.580000E+02 2.349000E+03
7.300000E-03 2.505000E+03 3.990000E+02 1.010000E+03 5.280000E+03 9.630000E+02 2.357000E+03
7.400000E-03 2.551000E+03 4.180000E+02 1.022000E+03 5.386000E+03 9.950000E+02 2.377000E+03
7.500000E-03 2.580000E+03 4.300000E+02 1.029000E+03 5.497000E+03 1.019000E+03 2.367000E+03
7.600000E-03 2.645000E+03 4.350000E+02 1.019000E+03 5.628000E+03 1.040000E+03 2.373000E+03
7.700000E-03 2.697000E+03 4.430000E+02 1.013000E+03 5.759000E+03 1.059000E+03 2.373000E+03
7.800000E-03 2.740000E+03 4.430000E+02 1.011000E+03 5.866000E+03 1.071000E+03 2.387000E+03
7.900000E-03 2.781000E+03 4.510000E+02 1.018000E+03 5.965000E+03 1.090000E+03 2.396000E+03
8.000000E-03 2.818000E+03 4.620000E+02 1.024000E+03 6.081000E+03 1.122000E+03 2.398000E+03
8.100000E-03 2.859000E+03 4.620000E+02 1.032000E+03 6.213000E+03 1.132000E+03 2.393000E+03
8.200000E-03 2.908000E+03 4.720000E+02 1.032000E+03 6.341000E+03 1.132000E+03 2.409000E+03
8.300000E-03 2.954000E+03 4.830000E+02 1.048000E+03 6.474000E+03 1.146000E+03 2.423000E+03
8.400000E-03 2.990000E+03 4.830000E+02 1.062000E+03 6.584000E+03 1.171000E+03 2.422000E+03
8.500000E-03 3.042000E+03 4.910000E+02 1.068000E+03 6.708000E+03 1.187000E+03 2.419000E+03
8.600000E-03 3.080000E+03 4.910000E+02 1.073000E+03 6.809000E+03 1.214000E+03 2.432000E+03
8.700000E-03 3.133000E+03 4.910000E+02 1.069000E+03 6.922000E+03 1.224000E+03 2.450000E+03
8.800000E-03 3.204000E+03 5.040000E+02 1.061000E+03 7.025000E+03 1.246000E+03 2.447000E+03
8.900000E-03 3.266000E+03 5.040000E+02 1.050000E+03 7.141000E+03 1.258000E+03 2.460000E+03
9.000000E-03 3.325000E+03 5.090000E+02 1.047000E+03 7.260000E+03 1.266000E+03 2.482000E+03
