time 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 6.000000E+00 0.000000E+00 7.900000E+01 0.000000E+00 6.000000E+00 7.200000E+01
2.000000E-04 1.200000E+01 8.000000E+00 1.660000E+02 8.000000E+00 6.000000E+00 1.590000E+02
3.000000E-04 2.200000E+01 1.400000E+01 2.440000E+02 1.800000E+01 1.900000E+01 2.360000E+02
4.000000E-04 3.400000E+01 2.200000E+01 2.940000E+02 2.600000E+01 2.700000E+01 3.150000E+02
5.000000E-04 4.600000E+01 2.400000E+01 3.310000E+02 5.000000E+01 3.500000E+01 3.740000E+02
6.000000E-04 6.600000E+01 2.800000E+01 3.660000E+02 7.000000E+01 5.600000E+01 4.280000E+02
7.000000E-04 8.200000E+01 3.100000E+01 3.930000E+02 1.080000E+02 6.400000E+01 4.770000E+02
8.000000E-04 9.800000E+01 3.600000E+01 4.140000E+02 1.260000E+02 8.400000E+01 5.330000E+02
9.000000E-04 1.060000E+02 4.300000E+01 4.410000E+02 1.540000E+02 9.000000E+01 6.010000E+02
1.000000E-03 1.220000E+02 5.400000E+01 4.720000E+02 1.890000E+02 9.800000E+01 6.430000E+02
1.100000E-03 1.440000E+02 5.400000E+01 4.880000E+02 2.180000E+02 1.000000E+02 7.030000E+02
1.200000E-03 1.580000E+02 5.600000E+01 5.140000E+02 2.630000E+02 1.000000E+02 7.560000E+02
1.300000E-03 1.920000E+02 6.700000E+01 5.260000E+02 3.070000E+02 1.280000E+02 7.940000E+02
1.400000E-03 2.090000E+02 6.800000E+01 5.430000E+02 3.440000E+02 1.280000E+02 8.540000E+02
1.500000E-03 2.320000E+02 7.600000E+01 5.660000E+02 3.700000E+02 1.390000E+02 9.160000E+02
1.600000E-03 2.620000E+02 8.800000E+01 5.750000E+02 4.040000E+02 1.480000E+02 9.590000E+02
1.700000E-03 2.900000E+02 1.020000E+02 5.840000E+02 4.500000E+02 1.660000E+02 1.006000E+03
1.800000E-03 3.120000E+02 1.020000E+02 5.950000E+02 5.010000E+02 1.760000E+02 1.034000E+03
1.900000E-03 3.320000E+02 1.050000E+02 6.130000E+02 5.620000E+02 1.760000E+02 1.073000E+03
