time 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 0.000000E+00 1.000000E+01 6.700000E+01 0.000000E+00 6.000000E+00 6.400000E+01
2.000000E-04 2.000000E+00 2.200000E+01 1.420000E+02 0.000000E+00 1.600000E+01 1.680000E+02
3.000000E-04 1.200000E+01 2.200000E+01 2.240000E+02 8.000000E+00 1.600000E+01 2.640000E+02
4.000000E-04 1.600000E+01 3.600000E+01 2.770000E+02 3.000000E+01 2.000000E+01 3.220000E+02
5.000000E-04 3.400000E+01 4.000000E+01 3.080000E+02 5.000000E+01 2.700000E+01 3.750000E+02
6.000000E-04 6.400000E+01 4.700000E+01 3.330000E+02 6.400000E+01 3.700000E+01 4.210000E+02
7.000000E-04 8.700000E+01 6.400000E+01 3.580000E+02 9.600000E+01 5.000000E+01 4.900000E+02
8.000000E-04 1.010000E+02 7.100000E+01 3.880000E+02 1.200000E+02 7.100000E+01 5.430000E+02
9.000000E-04 1.230000E+02 8.300000E+01 3.980000E+02 1.580000E+02 1.120000E+02 5.970000E+02
1.000000E-03 1.390000E+02 8.800000E+01 4.220000E+02 1.800000E+02 1.270000E+02 6.420000E+02
1.100000E-03 1.650000E+02 9.100000E+01 4.380000E+02 2.060000E+02 1.510000E+02 6.910000E+02
1.200000E-03 1.900000E+02 9.500000E+01 4.490000E+02 2.380000E+02 1.600000E+02 7.380000E+02
1.300000E-03 2.130000E+02 1.010000E+02 4.660000E+02 2.740000E+02 1.680000E+02 7.810000E+02
1.400000E-03 2.480000E+02 1.060000E+02 4.840000E+02 3.210000E+02 1.810000E+02 8.230000E+02
1.500000E-03 2.750000E+02 1.220000E+02 5.020000E+02 3.550000E+02 1.860000E+02 8.680000E+02
1.600000E-03 2.990000E+02 1.270000E+02 5.190000E+02 3.950000E+02 2.040000E+02 9.180000E+02
1.700000E-03 3.360000E+02 1.270000E+02 5.220000E+02 4.220000E+02 2.190000E+02 9.710000E+02
1.800000E-03 3.630000E+02 1.350000E+02 5.350000E+02 4.610000E+02 2.280000E+02 1.015000E+03
1.900000E-03 3.820000E+02 1.390000E+02 5.510000E+02 5.150000E+02 2.350000E+02 1.072000E+03
2.000000E-03 4.100000E+02 1.430000E+02 5.590000E+02 5.690000E+02 2.420000E+02 1.111000E+03
2.100000E-03 4.400000E+02 1.490000E+02 5.670000E+02 6.280000E+02 2.450000E+02 1.141000E+03
2.200000E-03 4.610000E+02 1.510000E+02 5.890000E+02 6.550000E+02 2.550000E+02 1.191000E+03
2.300000E-03 4.960000E+02 1.510000E+02 6.080000E+02 6.930000E+02 2.720000E+02 1.242000E+03
2.400000E-03 5.250000E+02 1.590000E+02 6.190000E+02 7.450000E+02 2.780000E+02 1.285000E+03
2.500000E-03 5.550000E+02 1.590000E+02 6.320000E+02 8.090000E+02 3.090000E+02 1.330000E+03
2.600000E-03 5.940000E+02 1.700000E+02 6.450000E+02 8.730000E+02 3.410000E+02 1.374000E+03
2.700000E-03 6.360000E+02 1.710000E+02 6.550000E+02 9.470000E+02 3.440000E+02 1.396000E+03
2.800000E-03 6.700000E+02 1.710000E+02 6.740000E+02 1.008000E+03 3.470000E+02 1.435000E+03
2.900000E-03 6.900000E+02 1.780000E+02 6.810000E+02 1.071000E+03 3.810000E+02 1.470000E+03
3.000000E-03 7.150000E+02 1.820000E+02 6.910000E+02 1.135000E+03 4.140000E+02 1.506000E+03
3.100000E-03 7.430000E+02 1.870000E+02 6.940000E+02 1.216000E+03 4.220000E+02 1.534000E+03
3.200000E-03 7.730000E+02 1.970000E+02 6.970000E+02 1.287000E+03 4.220000E+02 1.549000E+03
3.300000E-03 8.030000E+02 2.040000E+02 7.020000E+02 1.340000E+03 4.310000E+02 1.593000E+03
3.400000E-03 8.260000E+02 2.040000E+02 7.220000E+02 1.416000E+03 4.490000E+02 1.628000E+03
3.500000E-03 8.500000E+02 2.210000E+02 7.550000E+02 1.505000E+03 4.720000E+02 1.651000E+03
3.600000E-03 8.820000E+02 2.280000E+02 7.730000E+02 1.574000E+03 4.770000E+02 1.697000E+03
3.700000E-03 9.240000E+02 2.310000E+02 7.790000E+02 1.679000E+03 4.900000E+02 1.710000E+03
3.800000E-03 9.570000E+02 2.400000E+02 7.830000E+02 1.784000E+03 5.030000E+02 1.730000E+03
3.900000E-03 9.860000E+02 2.480000E+02 7.990000E+02 1.897000E+03 5.250000E+02 1.732000E+03
4.000000E-03 1.025000E+03 2.480000E+02 8.170000E+02 1.979000E+03 5.350000E+02 1.748000E+03
4.100000E-03 1.048000E+03 2.550000E+02 8.360000E+02 2.062000E+03 5.350000E+02 1.785000E+03
4.200000E-03 1.094000E+03 2.710000E+02 8.420000E+02 2.135000E+03 5.460000E+02 1.819000E+03
4.300000E-03 1.142000E+03 2.730000E+02 8.380000E+02 2.248000E+03 5.570000E+02 1.823000E+03
4.400000E-03 1.183000E+03 2.740000E+02 8.430000E+02 2.332000E+03 5.670000E+02 1.850000E+03
4.500000E-03 1.225000E+03 2.790000E+02 8.400000E+02 2.405000E+03 5.890000E+02 1.885000E+03
4.600000E-03 1.280000E+03 2.870000E+02 8.560000E+02 2.498000E+03 6.080000E+02 1.910000E+03
4.700000E-03 1.314000E+03 2.870000E+02 8.740000E+02 2.598000E+03 6.200000E+02 1.916000E+03
4.800000E-03 1.348000E+03 2.950000E+02 8.820000E+02 2.678000E+03 6.290000E+02 1.945000E+03
4.900000E-03 1.386000E+03 3.040000E+02 8.830000E+02 2.768000E+03 6.480000E+02 1.974000E+03
5.000000E-03 1.425000E+03 3.200000E+02 8.820000E+02 2.843000E+03 6.600000E+02 1.989000E+03
5.100000E-03 1.468000E+03 3.200000E+02 8.930000E+02 2.941000E+03 6.770000E+02 2.019000E+03
5.200000E-03 1.518000E+03 3.200000E+02 8.920000E+02 3.030000E+03 6.950000E+02 2.043000E+03
5.300000E-03 1.555000E+03 3.200000E+02 8.990000E+02 3.132000E+03 7.070000E+02 2.045000E+03
5.400000E-03 1.598000E+03 3.220000E+02 9.030000E+02 3.224000E+03 7.260000E+02 2.061000E+03
5.500000E-03 1.660000E+03 3.220000E+02 9.000000E+02 3.339000E+03 7.500000E+02 2.063000E+03
5.600000E-03 1.711000E+03 3.220000E+02 9.050000E+02 3.435000E+03 7.840000E+02 2.083000E+03
5.700000E-03 1.756000E+03 3.220000E+02 9.130000E+02 3.522000E+03 7.980000E+02 2.118000E+03
5.800000E-03 1.800000E+03 3.240000E+02 9.120000E+02 3.621000E+03 8.240000E+02 2.128000E+03
5.900000E-03 1.832000E+03 3.320000E+02 9.270000E+02 3.710000E+03 8.390000E+02 2.154000E+03
6.000000E-03 1.860000E+03 3.340000E+02 9.370000E+02 3.800000E+03 8.720000E+02 2.178000E+03
6.100000E-03 1.922000E+03 3.400000E+02 9.350000E+02 3.890000E+03 9.010000E+02 2.208000E+03
6.200000E-03 1.968000E+03 3.510000E+02 9.360000E+02 4.019000E+03 9.120000E+02 2.215000E+03
6.300000E-03 1.988000E+03 3.580000E+02 9.400000E+02 4.133000E+03 9.240000E+02 2.223000E+03
6.400000E-03 2.027000E+03 3.590000E+02 9.460000E+02 4.251000E+03 9.420000E+02 2.222000E+03
6.500000E-03 2.061000E+03 3.790000E+02 9.520000E+02 4.360000E+03 9.600000E+02 2.230000E+03
6.600000E-03 2.106000E+03 3.880000E+02 9.510000E+02 4.483000E+03 9.690000E+02 2.234000E+03
6.700000E-03 2.151000E+03 3.970000E+02 9.420000E+02 4.606000E+03 9.810000E+02 2.247000E+03
6.800000E-03 2.190000E+03 3.970000E+02 9.460000E+02 4.733000E+03 1.020000E+03 2.274000E+03
6.900000E-03 2.230000E+03 4.120000E+02 9.530000E+02 4.808000E+03 1.040000E+03 2.301000E+03
7.000000E-03 2.280000E+03 4.170000E+02 9.630000E+02 4.895000E+03 1.047000E+03 2.319000E+03
7.100000E-03 2.324000E+03 4.270000E+02 9.660000E+02 4.978000E+03 1.059000E+03 2.349000E+03
7.200000E-03 2.384000E+03 4.330000E+02 9.720000E+02 5.073000E+03 1.062000E+03 2.369000E+03
7.300000E-03 2.423000E+03 4.330000E+02 9.850000E+02 5.185000E+03 1.097000E+03 2.373000E+03
7.400000E-03 2.464000E+03 4.440000E+02 9.850000E+02 5.292000E+03 1.137000E+03 2.379000E+03
7.500000E-03 2.524000E+03 4.480000E+02 9.750000E+02 5.425000E+03 1.137000E+03 2.382000E+03
7.600000E-03 2.570000E+03 4.490000E+02 9.760000E+02 5.546000E+03 1.143000E+03 2.393000E+03
7.700000E-03 2.622000E+03 4.510000E+02 9.720000E+02 5.656000E+03 1.152000E+03 2.407000E+03
7.800000E-03 2.671000E+03 4.550000E+02 9.760000E+02 5.753000E+03 1.161000E+03 2.426000E+03
7.900000E-03 2.702000E+03 4.550000E+02 9.840000E+02 5.877000E+03 1.169000E+03 2.427000E+03
8.000000E-03 2.748000E+03 4.550000E+02 9.850000E+02 5.975000E+03 1.175000E+03 2.460000E+03
8.100000E-03 2.792000E+03 4.610000E+02 9.900000E+02 6.084000E+03 1.207000E+03 2.456000E+03
8.200000E-03 2.841000E+03 4.660000E+02 9.950000E+02 6.192000E+03 1.231000E+03 2.470000E+03
8.300000E-03 2.880000E+03 4.670000E+02 1.001000E+03 6.295000E+03 1.256000E+03 2.482000E+03
8.400000E-03 2.942000E+03 4.670000E+02 1.004000E+03 6.445000E+03 1.268000E+03 2.474000E+03
8.500000E-03 2.977000E+03 4.770000E+02 1.010000E+03 6.545000E+03 1.285000E+03 2.475000E+03
8.600000E-03 3.005000E+03 4.790000E+02 1.032000E+03 6.663000E+03 1.296000E+03 2.473000E+03
8.700000E-03 3.049000E+03 4.880000E+02 1.035000E+03 6.791000E+03 1.332000E+03 2.483000E+03
8.800000E-03 3.096000E+03 4.960000E+02 1.041000E+03 6.894000E+03 1.339000E+03 2.495000E+03
8.900000E-03 3.144000E+03 4.960000E+02 1.045000E+03 6.999000E+03 1.354000E+03 2.506000E+03
9.000000E-03 3.201000E+03 4.960000E+02 1.039000E+03 7.106000E+03 1.355000E+03 2.521000E+03
9.100000E-03 3.265000E+03 5.150000E+02 1.040000E+03 7.227000E+03 1.355000E+03 2.514000E+03
9.200000E-03 3.324000E+03 5.150000E+02 1.036000E+03 7.347000E+03 1.363000E+03 2.524000E+03
9.300000E-03 3.386000E+03 5.230000E+02 1.037000E+03 7.446000E+03 1.386000E+03 2.533000E+03
9.400000E-03 3.437000E+03 5.360000E+02 1.032000E+03 7.550000E+03 1.387000E+03 2.555000E+03
9.500000E-03 3.489000E+03 5.420000E+02 1.024000E+03 7.666000E+03 1.391000E+03 2.565000E+03
9.600000E-03 3.539000E+03 5.470000E+02 1.026000E+03 7.771000E+03 1.416000E+03 2.594000E+03
9.700000E-03 3.582000E+03 5.640000E+02 1.021000E+03 7.895000E+03 1.416000E+03 2.596000E+03
9.800000E-03 3.635000E+03 5.840000E+02 1.012000E+03 8.013000E+03 1.422000E+03 2.607000E+03
9.900000E-03 3.689000E+03 5.960000E+02 1.006000E+03 8.171000E+03 1.432000E+03 2.601000E+03
1.000000E-02 3.744000E+03 6.040000E+02 9.980000E+02 8.295000E+03 1.441000E+03 2.602000E+03
