time 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 0.000000E+00 1.400000E+01 6.900000E+01 4.000000E+00 0.000000E+00 7.100000E+01
2.000000E-04 0.000000E+00 1.400000E+01 1.570000E+02 1.000000E+01 8.000000E+00 1.750000E+02
3.000000E-04 2.000000E+00 3.600000E+01 2.450000E+02 1.400000E+01 1.600000E+01 2.510000E+02
4.000000E-04 6.000000E+00 4.200000E+01 2.960000E+02 3.800000E+01 2.200000E+01 3.070000E+02
5.000000E-04 2.600000E+01 4.200000E+01 3.320000E+02 6.100000E+01 4.100000E+01 3.600000E+02
6.000000E-04 3.800000E+01 4.200000E+01 3.700000E+02 8.500000E+01 6.400000E+01 4.180000E+02
7.000000E-04 4.400000E+01 4.500000E+01 4.080000E+02 1.070000E+02 7.100000E+01 4.650000E+02
8.000000E-04 6.600000E+01 5.100000E+01 4.200000E+02 1.250000E+02 9.500000E+01 5.310000E+02
9.000000E-04 8.800000E+01 5.100000E+01 4.270000E+02 1.450000E+02 1.120000E+02 5.880000E+02
1.000000E-03 1.150000E+02 5.100000E+01 4.360000E+02 1.800000E+02 1.340000E+02 6.400000E+02
1.100000E-03 1.290000E+02 5.900000E+01 4.550000E+02 2.190000E+02 1.420000E+02 6.940000E+02
1.200000E-03 1.390000E+02 6.000000E+01 4.720000E+02 2.610000E+02 1.490000E+02 7.450000E+02
1.300000E-03 1.730000E+02 6.600000E+01 4.860000E+02 2.980000E+02 1.670000E+02 7.920000E+02
1.400000E-03 1.890000E+02 7.600000E+01 5.060000E+02 3.340000E+02 1.830000E+02 8.500000E+02
1.500000E-03 2.120000E+02 7.600000E+01 5.210000E+02 3.730000E+02 1.900000E+02 9.040000E+02
1.600000E-03 2.400000E+02 7.700000E+01 5.350000E+02 4.180000E+02 2.120000E+02 9.560000E+02
1.700000E-03 2.730000E+02 8.900000E+01 5.450000E+02 4.760000E+02 2.120000E+02 1.008000E+03
1.800000E-03 3.010000E+02 9.900000E+01 5.500000E+02 5.300000E+02 2.270000E+02 1.058000E+03
1.900000E-03 3.210000E+02 9.900000E+01 5.700000E+02 5.820000E+02 2.580000E+02 1.100000E+03
2.000000E-03 3.540000E+02 1.030000E+02 5.780000E+02 6.370000E+02 2.840000E+02 1.141000E+03
2.100000E-03 3.840000E+02 1.110000E+02 5.800000E+02 6.970000E+02 2.920000E+02 1.172000E+03
2.200000E-03 4.070000E+02 1.170000E+02 5.930000E+02 7.550000E+02 3.230000E+02 1.201000E+03
2.300000E-03 4.260000E+02 1.280000E+02 6.150000E+02 8.160000E+02 3.590000E+02 1.229000E+03
2.400000E-03 4.640000E+02 1.300000E+02 6.280000E+02 8.790000E+02 3.670000E+02 1.270000E+03
2.500000E-03 4.870000E+02 1.370000E+02 6.490000E+02 9.520000E+02 3.760000E+02 1.304000E+03
