time 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 2.000000E+00 1.000000E+01 7.000000E+01 2.000000E+00 0.000000E+00 8.100000E+01
2.000000E-04 8.000000E+00 1.000000E+01 1.550000E+02 8.000000E+00 8.000000E+00 1.750000E+02
3.000000E-04 1.400000E+01 1.000000E+01 2.320000E+02 1.200000E+01 8.000000E+00 2.540000E+02
4.000000E-04 2.600000E+01 1.000000E+01 2.930000E+02 2.800000E+01 1.200000E+01 3.220000E+02
5.000000E-04 3.200000E+01 2.200000E+01 3.430000E+02 4.800000E+01 3.800000E+01 3.690000E+02
6.000000E-04 5.800000E+01 3.900000E+01 3.520000E+02 6.400000E+01 4.200000E+01 4.280000E+02
7.000000E-04 7.800000E+01 4.500000E+01 3.740000E+02 8.900000E+01 4.800000E+01 4.930000E+02
8.000000E-04 1.100000E+02 5.800000E+01 3.860000E+02 1.180000E+02 5.700000E+01 5.620000E+02
9.000000E-04 1.340000E+02 6.400000E+01 3.990000E+02 1.480000E+02 7.500000E+01 6.200000E+02
1.000000E-03 1.580000E+02 6.400000E+01 4.110000E+02 1.740000E+02 8.200000E+01 6.740000E+02
1.100000E-03 1.800000E+02 7.400000E+01 4.170000E+02 2.090000E+02 8.900000E+01 7.310000E+02
1.200000E-03 2.020000E+02 8.000000E+01 4.270000E+02 2.410000E+02 1.040000E+02 7.820000E+02
1.300000E-03 2.340000E+02 1.080000E+02 4.280000E+02 2.840000E+02 1.240000E+02 8.330000E+02
1.400000E-03 2.560000E+02 1.080000E+02 4.480000E+02 3.170000E+02 1.350000E+02 8.770000E+02
1.500000E-03 2.680000E+02 1.130000E+02 4.760000E+02 3.700000E+02 1.510000E+02 9.130000E+02
1.600000E-03 2.880000E+02 1.130000E+02 4.910000E+02 4.200000E+02 1.540000E+02 9.700000E+02
1.700000E-03 3.130000E+02 1.230000E+02 5.090000E+02 4.820000E+02 1.540000E+02 1.011000E+03
1.800000E-03 3.450000E+02 1.230000E+02 5.220000E+02 5.340000E+02 1.600000E+02 1.053000E+03
1.900000E-03 3.820000E+02 1.230000E+02 5.230000E+02 5.920000E+02 1.780000E+02 1.107000E+03
2.000000E-03 4.090000E+02 1.300000E+02 5.410000E+02 6.530000E+02 1.930000E+02 1.145000E+03
2.100000E-03 4.370000E+02 1.300000E+02 5.540000E+02 7.040000E+02 2.100000E+02 1.174000E+03
2.200000E-03 4.590000E+02 1.340000E+02 5.720000E+02 7.520000E+02 2.370000E+02 1.217000E+03
2.300000E-03 4.850000E+02 1.430000E+02 5.810000E+02 8.100000E+02 2.460000E+02 1.245000E+03
2.400000E-03 5.150000E+02 1.430000E+02 6.010000E+02 8.720000E+02 2.470000E+02 1.278000E+03
2.500000E-03 5.470000E+02 1.450000E+02 6.140000E+02 9.210000E+02 2.540000E+02 1.317000E+03
2.600000E-03 5.770000E+02 1.450000E+02 6.260000E+02 9.890000E+02 2.610000E+02 1.355000E+03
2.700000E-03 6.050000E+02 1.470000E+02 6.360000E+02 1.066000E+03 2.930000E+02 1.379000E+03
2.800000E-03 6.350000E+02 1.470000E+02 6.450000E+02 1.144000E+03 3.010000E+02 1.409000E+03
2.900000E-03 6.780000E+02 1.490000E+02 6.470000E+02 1.220000E+03 3.080000E+02 1.453000E+03
3.000000E-03 7.050000E+02 1.500000E+02 6.630000E+02 1.299000E+03 3.270000E+02 1.485000E+03
3.100000E-03 7.360000E+02 1.500000E+02 6.720000E+02 1.377000E+03 3.360000E+02 1.522000E+03
3.200000E-03 7.640000E+02 1.730000E+02 6.800000E+02 1.443000E+03 3.500000E+02 1.564000E+03
