time 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 0.000000E+00 0.000000E+00 9.100000E+01 2.000000E+00 0.000000E+00 8.000000E+01
2.000000E-04 4.000000E+00 0.000000E+00 1.970000E+02 1.200000E+01 1.000000E+01 1.640000E+02
3.000000E-04 1.200000E+01 1.000000E+01 2.720000E+02 2.400000E+01 1.800000E+01 2.280000E+02
4.000000E-04 2.400000E+01 2.800000E+01 3.170000E+02 4.000000E+01 2.300000E+01 2.930000E+02
5.000000E-04 4.200000E+01 3.000000E+01 3.430000E+02 4.600000E+01 3.500000E+01 3.480000E+02
6.000000E-04 6.200000E+01 3.000000E+01 3.640000E+02 6.600000E+01 4.600000E+01 3.950000E+02
7.000000E-04 7.200000E+01 3.000000E+01 3.870000E+02 8.800000E+01 4.600000E+01 4.550000E+02
8.000000E-04 8.800000E+01 3.000000E+01 4.030000E+02 1.120000E+02 5.200000E+01 5.170000E+02
9.000000E-04 1.020000E+02 3.400000E+01 4.160000E+02 1.420000E+02 7.200000E+01 5.790000E+02
1.000000E-03 1.250000E+02 4.200000E+01 4.300000E+02 1.780000E+02 9.000000E+01 6.290000E+02
1.100000E-03 1.550000E+02 4.600000E+01 4.370000E+02 2.090000E+02 1.120000E+02 6.970000E+02
1.200000E-03 1.750000E+02 5.100000E+01 4.600000E+02 2.330000E+02 1.200000E+02 7.440000E+02
1.300000E-03 1.950000E+02 5.400000E+01 4.810000E+02 2.560000E+02 1.450000E+02 7.920000E+02
1.400000E-03 2.200000E+02 5.600000E+01 4.940000E+02 3.130000E+02 1.540000E+02 8.330000E+02
1.500000E-03 2.400000E+02 6.300000E+01 5.130000E+02 3.440000E+02 1.660000E+02 8.910000E+02
1.600000E-03 2.610000E+02 8.300000E+01 5.340000E+02 3.860000E+02 1.800000E+02 9.460000E+02
1.700000E-03 2.800000E+02 8.900000E+01 5.610000E+02 4.360000E+02 2.010000E+02 9.870000E+02
1.800000E-03 3.110000E+02 8.900000E+01 5.810000E+02 4.850000E+02 2.010000E+02 1.039000E+03
1.900000E-03 3.280000E+02 9.800000E+01 6.010000E+02 5.450000E+02 2.150000E+02 1.076000E+03
2.000000E-03 3.560000E+02 1.000000E+02 6.170000E+02 6.160000E+02 2.230000E+02 1.103000E+03
2.100000E-03 3.880000E+02 1.000000E+02 6.350000E+02 6.690000E+02 2.380000E+02 1.151000E+03
2.200000E-03 4.260000E+02 1.000000E+02 6.550000E+02 7.110000E+02 2.710000E+02 1.199000E+03
