time 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 2.000000E+00 1.000000E+01 7.800000E+01 0.000000E+00 8.000000E+00 8.500000E+01
2.000000E-04 6.000000E+00 2.400000E+01 1.740000E+02 4.000000E+00 8.000000E+00 1.940000E+02
3.000000E-04 1.200000E+01 2.600000E+01 2.380000E+02 1.000000E+01 1.000000E+01 2.760000E+02
4.000000E-04 3.000000E+01 3.000000E+01 2.850000E+02 2.800000E+01 2.600000E+01 3.410000E+02
5.000000E-04 4.800000E+01 3.000000E+01 3.240000E+02 4.700000E+01 3.200000E+01 4.080000E+02
6.000000E-04 5.800000E+01 4.100000E+01 3.480000E+02 7.500000E+01 5.800000E+01 4.570000E+02
7.000000E-04 7.100000E+01 4.200000E+01 3.740000E+02 8.900000E+01 7.500000E+01 5.120000E+02
8.000000E-04 8.300000E+01 4.200000E+01 3.910000E+02 1.090000E+02 9.700000E+01 5.650000E+02
9.000000E-04 1.070000E+02 5.200000E+01 4.120000E+02 1.300000E+02 1.120000E+02 6.280000E+02
1.000000E-03 1.330000E+02 5.200000E+01 4.270000E+02 1.630000E+02 1.280000E+02 6.720000E+02
1.100000E-03 1.520000E+02 5.800000E+01 4.450000E+02 1.990000E+02 1.420000E+02 7.150000E+02
1.200000E-03 1.920000E+02 6.600000E+01 4.560000E+02 2.380000E+02 1.610000E+02 7.620000E+02
1.300000E-03 2.180000E+02 6.700000E+01 4.750000E+02 2.800000E+02 1.790000E+02 8.060000E+02
1.400000E-03 2.360000E+02 6.700000E+01 4.870000E+02 3.240000E+02 1.810000E+02 8.570000E+02
1.500000E-03 2.640000E+02 6.700000E+01 5.030000E+02 3.760000E+02 1.890000E+02 9.040000E+02
1.600000E-03 2.930000E+02 7.700000E+01 5.190000E+02 4.220000E+02 1.980000E+02 9.370000E+02
1.700000E-03 3.070000E+02 8.200000E+01 5.420000E+02 4.770000E+02 2.040000E+02 9.820000E+02
1.800000E-03 3.190000E+02 8.900000E+01 5.670000E+02 5.250000E+02 2.100000E+02 1.033000E+03
1.900000E-03 3.560000E+02 9.100000E+01 5.860000E+02 5.810000E+02 2.200000E+02 1.068000E+03
2.000000E-03 3.690000E+02 9.100000E+01 6.200000E+02 6.270000E+02 2.200000E+02 1.117000E+03
2.100000E-03 4.030000E+02 9.900000E+01 6.360000E+02 6.910000E+02 2.410000E+02 1.155000E+03
2.200000E-03 4.360000E+02 9.900000E+01 6.450000E+02 7.250000E+02 2.420000E+02 1.202000E+03
2.300000E-03 4.770000E+02 1.050000E+02 6.490000E+02 7.770000E+02 2.620000E+02 1.246000E+03
2.400000E-03 5.050000E+02 1.110000E+02 6.660000E+02 8.350000E+02 2.770000E+02 1.287000E+03
2.500000E-03 5.410000E+02 1.230000E+02 6.700000E+02 8.790000E+02 2.910000E+02 1.329000E+03
2.600000E-03 5.660000E+02 1.350000E+02 6.790000E+02 9.430000E+02 3.020000E+02 1.355000E+03
2.700000E-03 5.890000E+02 1.350000E+02 6.910000E+02 1.023000E+03 3.090000E+02 1.387000E+03
2.800000E-03 6.250000E+02 1.370000E+02 6.980000E+02 1.090000E+03 3.090000E+02 1.424000E+03
2.900000E-03 6.620000E+02 1.370000E+02 7.100000E+02 1.154000E+03 3.400000E+02 1.455000E+03
3.000000E-03 6.970000E+02 1.520000E+02 7.260000E+02 1.234000E+03 3.620000E+02 1.486000E+03
3.100000E-03 7.460000E+02 1.540000E+02 7.300000E+02 1.290000E+03 3.660000E+02 1.518000E+03
3.200000E-03 7.970000E+02 1.540000E+02 7.330000E+02 1.357000E+03 4.000000E+02 1.556000E+03
3.300000E-03 8.300000E+02 1.540000E+02 7.520000E+02 1.436000E+03 4.240000E+02 1.572000E+03
3.400000E-03 8.640000E+02 1.540000E+02 7.620000E+02 1.524000E+03 4.390000E+02 1.606000E+03
3.500000E-03 8.920000E+02 1.680000E+02 7.690000E+02 1.590000E+03 4.560000E+02 1.634000E+03
