time 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 2.000000E+00 0.000000E+00 7.700000E+01 2.000000E+00 0.000000E+00 8.900000E+01
2.000000E-04 1.000000E+01 0.000000E+00 1.750000E+02 4.000000E+00 8.000000E+00 1.670000E+02
3.000000E-04 2.000000E+01 8.000000E+00 2.660000E+02 8.000000E+00 8.000000E+00 2.530000E+02
4.000000E-04 3.400000E+01 1.400000E+01 3.160000E+02 2.400000E+01 1.400000E+01 3.160000E+02
5.000000E-04 4.400000E+01 1.800000E+01 3.510000E+02 5.000000E+01 2.400000E+01 3.630000E+02
6.000000E-04 6.600000E+01 3.500000E+01 3.730000E+02 6.400000E+01 2.400000E+01 4.340000E+02
7.000000E-04 8.600000E+01 3.700000E+01 3.980000E+02 8.400000E+01 3.900000E+01 4.880000E+02
8.000000E-04 1.000000E+02 4.700000E+01 4.090000E+02 9.800000E+01 5.200000E+01 5.560000E+02
9.000000E-04 1.160000E+02 4.700000E+01 4.310000E+02 1.330000E+02 6.600000E+01 6.060000E+02
1.000000E-03 1.340000E+02 4.700000E+01 4.610000E+02 1.510000E+02 9.200000E+01 6.670000E+02
1.100000E-03 1.460000E+02 6.100000E+01 4.890000E+02 1.800000E+02 1.040000E+02 7.160000E+02
1.200000E-03 1.660000E+02 6.200000E+01 5.040000E+02 2.110000E+02 1.140000E+02 7.580000E+02
1.300000E-03 1.860000E+02 6.200000E+01 5.130000E+02 2.450000E+02 1.520000E+02 8.080000E+02
1.400000E-03 2.270000E+02 7.100000E+01 5.150000E+02 2.910000E+02 1.710000E+02 8.580000E+02
1.500000E-03 2.550000E+02 8.000000E+01 5.320000E+02 3.350000E+02 1.750000E+02 8.970000E+02
1.600000E-03 2.780000E+02 8.300000E+01 5.360000E+02 3.770000E+02 1.790000E+02 9.400000E+02
1.700000E-03 3.090000E+02 8.900000E+01 5.510000E+02 4.370000E+02 1.970000E+02 9.820000E+02
1.800000E-03 3.390000E+02 9.300000E+01 5.630000E+02 4.780000E+02 2.230000E+02 1.022000E+03
