time 'electrons_from_Flavin' 'electrons_from_mtrC' '_electrons_stored_in_Flavin' '10XNapC-electrons_from_Flavin' '10XNapC-electrons_from_mtrC' '10XNapC-electrons_stored_in_Flavin'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 4.000000E+00 1.000000E+01 8.100000E+01 0.000000E+00 1.000000E+01 7.000000E+01
2.000000E-04 6.000000E+00 2.600000E+01 1.740000E+02 2.000000E+00 2.600000E+01 1.420000E+02
3.000000E-04 1.800000E+01 2.600000E+01 2.570000E+02 8.000000E+00 3.600000E+01 2.130000E+02
4.000000E-04 3.400000E+01 2.600000E+01 3.070000E+02 2.600000E+01 4.400000E+01 2.800000E+02
5.000000E-04 5.600000E+01 4.000000E+01 3.190000E+02 5.000000E+01 5.200000E+01 3.360000E+02
6.000000E-04 7.800000E+01 4.800000E+01 3.310000E+02 6.600000E+01 6.200000E+01 4.060000E+02
7.000000E-04 9.400000E+01 4.800000E+01 3.520000E+02 7.800000E+01 7.600000E+01 4.690000E+02
8.000000E-04 1.160000E+02 4.800000E+01 3.660000E+02 9.800000E+01 9.500000E+01 5.410000E+02
9.000000E-04 1.420000E+02 5.000000E+01 3.890000E+02 1.270000E+02 1.120000E+02 6.060000E+02
1.000000E-03 1.520000E+02 5.100000E+01 4.230000E+02 1.580000E+02 1.120000E+02 6.570000E+02
1.100000E-03 1.690000E+02 5.300000E+01 4.450000E+02 1.950000E+02 1.360000E+02 7.110000E+02
1.200000E-03 1.930000E+02 5.600000E+01 4.640000E+02 2.240000E+02 1.360000E+02 7.590000E+02
1.300000E-03 2.120000E+02 6.000000E+01 4.850000E+02 2.650000E+02 1.490000E+02 8.100000E+02
1.400000E-03 2.460000E+02 7.300000E+01 5.070000E+02 3.110000E+02 1.540000E+02 8.590000E+02
1.500000E-03 2.600000E+02 8.600000E+01 5.280000E+02 3.540000E+02 1.650000E+02 8.970000E+02
1.600000E-03 2.820000E+02 8.900000E+01 5.390000E+02 3.850000E+02 1.910000E+02 9.450000E+02
1.700000E-03 3.030000E+02 8.900000E+01 5.630000E+02 4.340000E+02 2.080000E+02 9.780000E+02
1.800000E-03 3.260000E+02 8.900000E+01 5.860000E+02 4.890000E+02 2.220000E+02 1.015000E+03
1.900000E-03 3.600000E+02 9.400000E+01 5.980000E+02 5.360000E+02 2.370000E+02 1.058000E+03
2.000000E-03 3.860000E+02 9.400000E+01 6.170000E+02 5.860000E+02 2.590000E+02 1.091000E+03
2.100000E-03 4.280000E+02 1.040000E+02 6.280000E+02 6.400000E+02 2.620000E+02 1.132000E+03
2.200000E-03 4.490000E+02 1.180000E+02 6.460000E+02 7.110000E+02 2.840000E+02 1.177000E+03
2.300000E-03 4.670000E+02 1.300000E+02 6.730000E+02 7.610000E+02 2.900000E+02 1.222000E+03
2.400000E-03 4.910000E+02 1.300000E+02 6.830000E+02 8.140000E+02 3.020000E+02 1.287000E+03
2.500000E-03 5.270000E+02 1.410000E+02 6.900000E+02 8.690000E+02 3.470000E+02 1.325000E+03
2.600000E-03 5.580000E+02 1.460000E+02 6.920000E+02 9.320000E+02 3.730000E+02 1.361000E+03
2.700000E-03 5.990000E+02 1.460000E+02 7.040000E+02 1.005000E+03 3.850000E+02 1.393000E+03
2.800000E-03 6.220000E+02 1.480000E+02 7.180000E+02 1.087000E+03 3.940000E+02 1.427000E+03
2.900000E-03 6.520000E+02 1.610000E+02 7.340000E+02 1.138000E+03 4.170000E+02 1.474000E+03
3.000000E-03 6.890000E+02 1.630000E+02 7.410000E+02 1.219000E+03 4.280000E+02 1.509000E+03
3.100000E-03 7.270000E+02 1.630000E+02 7.520000E+02 1.299000E+03 4.520000E+02 1.545000E+03
3.200000E-03 7.740000E+02 1.650000E+02 7.620000E+02 1.350000E+03 4.850000E+02 1.584000E+03
3.300000E-03 8.130000E+02 1.750000E+02 7.640000E+02 1.413000E+03 5.040000E+02 1.615000E+03
3.400000E-03 8.550000E+02 1.830000E+02 7.730000E+02 1.478000E+03 5.170000E+02 1.651000E+03
3.500000E-03 8.790000E+02 1.920000E+02 7.970000E+02 1.551000E+03 5.440000E+02 1.678000E+03
3.600000E-03 9.150000E+02 1.980000E+02 7.940000E+02 1.631000E+03 5.740000E+02 1.699000E+03
3.700000E-03 9.420000E+02 2.120000E+02 8.000000E+02 1.689000E+03 5.860000E+02 1.736000E+03
3.800000E-03 9.980000E+02 2.120000E+02 8.030000E+02 1.775000E+03 5.940000E+02 1.767000E+03
3.900000E-03 1.035000E+03 2.140000E+02 8.010000E+02 1.848000E+03 6.120000E+02 1.812000E+03
4.000000E-03 1.061000E+03 2.200000E+02 8.090000E+02 1.929000E+03 6.240000E+02 1.834000E+03
4.100000E-03 1.097000E+03 2.320000E+02 8.180000E+02 2.010000E+03 6.550000E+02 1.846000E+03
4.200000E-03 1.139000E+03 2.320000E+02 8.220000E+02 2.091000E+03 6.550000E+02 1.880000E+03
4.300000E-03 1.169000E+03 2.380000E+02 8.420000E+02 2.180000E+03 6.650000E+02 1.906000E+03
4.400000E-03 1.218000E+03 2.540000E+02 8.430000E+02 2.283000E+03 6.750000E+02 1.919000E+03
4.500000E-03 1.252000E+03 2.590000E+02 8.580000E+02 2.361000E+03 6.870000E+02 1.955000E+03
4.600000E-03 1.290000E+03 2.630000E+02 8.590000E+02 2.450000E+03 6.920000E+02 1.959000E+03
4.700000E-03 1.320000E+03 2.660000E+02 8.770000E+02 2.550000E+03 7.200000E+02 1.976000E+03
4.800000E-03 1.353000E+03 2.660000E+02 8.980000E+02 2.662000E+03 7.320000E+02 2.003000E+03
4.900000E-03 1.405000E+03 2.710000E+02 9.040000E+02 2.762000E+03 7.480000E+02 2.023000E+03
5.000000E-03 1.454000E+03 2.820000E+02 9.110000E+02 2.863000E+03 7.570000E+02 2.038000E+03
5.100000E-03 1.518000E+03 2.820000E+02 9.000000E+02 2.976000E+03 7.830000E+02 2.043000E+03
5.200000E-03 1.559000E+03 3.030000E+02 9.030000E+02 3.079000E+03 8.020000E+02 2.056000E+03
5.300000E-03 1.604000E+03 3.110000E+02 9.070000E+02 3.187000E+03 8.250000E+02 2.076000E+03
5.400000E-03 1.657000E+03 3.150000E+02 9.040000E+02 3.278000E+03 8.360000E+02 2.090000E+03
5.500000E-03 1.702000E+03 3.250000E+02 9.060000E+02 3.392000E+03 8.510000E+02 2.096000E+03
5.600000E-03 1.759000E+03 3.360000E+02 9.040000E+02 3.512000E+03 8.530000E+02 2.104000E+03
5.700000E-03 1.806000E+03 3.360000E+02 9.110000E+02 3.609000E+03 8.620000E+02 2.117000E+03
5.800000E-03 1.852000E+03 3.510000E+02 9.160000E+02 3.696000E+03 8.720000E+02 2.144000E+03
5.900000E-03 1.887000E+03 3.510000E+02 9.230000E+02 3.816000E+03 8.880000E+02 2.162000E+03
6.000000E-03 1.931000E+03 3.510000E+02 9.270000E+02 3.933000E+03 9.000000E+02 2.165000E+03
6.100000E-03 1.970000E+03 3.570000E+02 9.290000E+02 4.047000E+03 9.130000E+02 2.173000E+03
6.200000E-03 2.014000E+03 3.570000E+02 9.400000E+02 4.141000E+03 9.340000E+02 2.187000E+03
6.300000E-03 2.061000E+03 3.670000E+02 9.310000E+02 4.223000E+03 9.540000E+02 2.213000E+03
6.400000E-03 2.107000E+03 3.750000E+02 9.310000E+02 4.324000E+03 9.680000E+02 2.227000E+03
6.500000E-03 2.158000E+03 3.900000E+02 9.260000E+02 4.418000E+03 9.850000E+02 2.240000E+03
6.600000E-03 2.198000E+03 4.040000E+02 9.360000E+02 4.515000E+03 1.002000E+03 2.257000E+03
6.700000E-03 2.256000E+03 4.120000E+02 9.350000E+02 4.626000E+03 1.022000E+03 2.267000E+03
