 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 273 6.700000E+01
2.000000E-05 677 3.020000E+02
3.000000E-05 1275 7.350000E+02
4.000000E-05 2064 1.327000E+03
5.000000E-05 2971 2.035000E+03
6.000000E-05 3967 2.847000E+03
7.000000E-05 4954 3.636000E+03
8.000000E-05 6010 4.466000E+03
9.000000E-05 6967 5.231000E+03
1.000000E-04 7898 5.993000E+03
1.100000E-04 8853 6.754000E+03
1.200000E-04 9812 7.549000E+03
1.300000E-04 10773 8.316000E+03
1.400000E-04 11725 9.068000E+03
1.500000E-04 12742 9.898000E+03
1.600000E-04 13651 1.065300E+04
1.700000E-04 14542 1.134100E+04
1.800000E-04 15510 1.212200E+04
1.900000E-04 16409 1.284300E+04
2.000000E-04 17280 1.353500E+04
2.100000E-04 18208 1.428000E+04
2.200000E-04 19200 1.507000E+04
2.300000E-04 20201 1.587400E+04
2.400000E-04 21119 1.660400E+04
2.500000E-04 22063 1.734600E+04
2.600000E-04 23057 1.814500E+04
2.700000E-04 24023 1.892300E+04
2.800000E-04 25139 1.982100E+04
2.900000E-04 26154 2.065800E+04
3.000000E-04 27157 2.144600E+04
3.100000E-04 28178 2.225300E+04
3.200000E-04 29186 2.308000E+04
3.300000E-04 30135 2.386900E+04
3.400000E-04 31104 2.464000E+04
3.500000E-04 32039 2.536600E+04
3.600000E-04 32986 2.612200E+04
3.700000E-04 33945 2.688500E+04
3.800000E-04 34930 2.768300E+04
3.900000E-04 35927 2.847400E+04
4.000000E-04 36893 2.925700E+04
4.100000E-04 37874 3.006800E+04
4.200000E-04 38960 3.092900E+04
4.300000E-04 39884 3.167300E+04
4.400000E-04 40855 3.246100E+04
4.500000E-04 41803 3.323300E+04
4.600000E-04 42732 3.397300E+04
4.700000E-04 43702 3.474100E+04
4.800000E-04 44669 3.550100E+04
4.900000E-04 45601 3.626400E+04
5.000000E-04 46557 3.704000E+04
5.100000E-04 47516 3.780100E+04
5.200000E-04 48475 3.857900E+04
5.300000E-04 49467 3.934300E+04
5.400000E-04 50405 4.009300E+04
5.500000E-04 51421 4.092600E+04
5.600000E-04 52425 4.172900E+04
5.700000E-04 53379 4.249900E+04
5.800000E-04 54361 4.329300E+04
5.900000E-04 55368 4.411200E+04
6.000000E-04 56360 4.490300E+04
6.100000E-04 57311 4.568400E+04
6.200000E-04 58164 4.640600E+04
6.300000E-04 59010 4.707700E+04
6.400000E-04 59889 4.776500E+04
6.500000E-04 60766 4.843700E+04
6.600000E-04 61717 4.921100E+04
6.700000E-04 62627 4.993500E+04
6.800000E-04 63554 5.067900E+04
6.900000E-04 64443 5.140500E+04
7.000000E-04 65455 5.218000E+04
7.100000E-04 66439 5.295000E+04
7.200000E-04 67446 5.377500E+04
7.300000E-04 68431 5.456000E+04
7.400000E-04 69476 5.540700E+04
7.500000E-04 70502 5.624500E+04
7.600000E-04 71400 5.694600E+04
7.700000E-04 72344 5.771700E+04
7.800000E-04 73253 5.845000E+04
7.900000E-04 74148 5.916200E+04
8.000000E-04 75050 5.986800E+04
8.100000E-04 75967 6.061900E+04
8.200000E-04 76924 6.139000E+04
8.300000E-04 77833 6.211800E+04
8.400000E-04 78832 6.290400E+04
8.500000E-04 79774 6.366800E+04
8.600000E-04 80732 6.442600E+04
8.700000E-04 81697 6.520400E+04
8.800000E-04 82709 6.602700E+04
8.900000E-04 83613 6.676700E+04
9.000000E-04 84534 6.752500E+04
9.100000E-04 85458 6.825300E+04
9.200000E-04 86347 6.895800E+04
9.300000E-04 87230 6.968100E+04
9.400000E-04 88047 7.033000E+04
9.500000E-04 88981 7.106200E+04
9.600000E-04 89935 7.181400E+04
9.700000E-04 90960 7.264100E+04
9.800000E-04 91960 7.345900E+04
9.900000E-04 92956 7.428100E+04
1.000000E-03 93948 7.507400E+04
