 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 270 6.100000E+01
2.000000E-05 634 2.620000E+02
3.000000E-05 1234 6.900000E+02
4.000000E-05 2007 1.278000E+03
5.000000E-05 2879 1.951000E+03
6.000000E-05 3791 2.669000E+03
7.000000E-05 4781 3.454000E+03
8.000000E-05 5774 4.254000E+03
9.000000E-05 6738 5.034000E+03
1.000000E-04 7746 5.843000E+03
1.100000E-04 8684 6.601000E+03
1.200000E-04 9655 7.371000E+03
1.300000E-04 10654 8.184000E+03
1.400000E-04 11611 8.964000E+03
1.500000E-04 12613 9.780000E+03
1.600000E-04 13554 1.054200E+04
1.700000E-04 14452 1.126300E+04
1.800000E-04 15342 1.196700E+04
1.900000E-04 16206 1.266400E+04
2.000000E-04 17097 1.336700E+04
2.100000E-04 18009 1.411400E+04
2.200000E-04 18901 1.483100E+04
2.300000E-04 19784 1.553000E+04
2.400000E-04 20737 1.628800E+04
2.500000E-04 21739 1.707400E+04
2.600000E-04 22690 1.782600E+04
2.700000E-04 23734 1.866000E+04
2.800000E-04 24717 1.945600E+04
2.900000E-04 25749 2.028000E+04
3.000000E-04 26873 2.119400E+04
3.100000E-04 27866 2.199800E+04
3.200000E-04 28884 2.283400E+04
3.300000E-04 29860 2.360800E+04
3.400000E-04 30777 2.432700E+04
3.500000E-04 31782 2.512400E+04
3.600000E-04 32867 2.599300E+04
3.700000E-04 33925 2.685300E+04
3.800000E-04 34941 2.768100E+04
3.900000E-04 35962 2.849500E+04
4.000000E-04 36946 2.929400E+04
4.100000E-04 37933 3.009500E+04
4.200000E-04 38917 3.087000E+04
4.300000E-04 39906 3.167400E+04
4.400000E-04 40891 3.247400E+04
4.500000E-04 41862 3.325500E+04
4.600000E-04 42809 3.398900E+04
4.700000E-04 43809 3.482500E+04
4.800000E-04 44835 3.563600E+04
4.900000E-04 45837 3.645000E+04
5.000000E-04 46780 3.723800E+04
5.100000E-04 47712 3.798900E+04
5.200000E-04 48605 3.869900E+04
5.300000E-04 49471 3.938100E+04
5.400000E-04 50372 4.011700E+04
5.500000E-04 51252 4.083000E+04
5.600000E-04 52203 4.157900E+04
5.700000E-04 53172 4.235000E+04
5.800000E-04 54107 4.310000E+04
5.900000E-04 55039 4.385000E+04
6.000000E-04 56002 4.462600E+04
6.100000E-04 56821 4.529200E+04
6.200000E-04 57735 4.602100E+04
6.300000E-04 58657 4.673900E+04
6.400000E-04 59521 4.743200E+04
6.500000E-04 60449 4.816400E+04
6.600000E-04 61472 4.898300E+04
6.700000E-04 62429 4.976900E+04
6.800000E-04 63408 5.054300E+04
6.900000E-04 64384 5.132900E+04
7.000000E-04 65405 5.214300E+04
7.100000E-04 66444 5.298300E+04
7.200000E-04 67421 5.377700E+04
7.300000E-04 68422 5.458300E+04
7.400000E-04 69422 5.538900E+04
7.500000E-04 70382 5.615900E+04
7.600000E-04 71306 5.690400E+04
7.700000E-04 72298 5.769300E+04
7.800000E-04 73309 5.849500E+04
7.900000E-04 74250 5.924600E+04
8.000000E-04 75250 6.006400E+04
8.100000E-04 76219 6.085400E+04
8.200000E-04 77213 6.165100E+04
8.300000E-04 78121 6.239800E+04
8.400000E-04 79041 6.312900E+04
8.500000E-04 79934 6.381900E+04
8.600000E-04 80868 6.455600E+04
8.700000E-04 81789 6.529800E+04
8.800000E-04 82705 6.602800E+04
8.900000E-04 83713 6.683400E+04
9.000000E-04 84820 6.774000E+04
9.100000E-04 85777 6.851900E+04
9.200000E-04 86707 6.926200E+04
9.300000E-04 87595 6.997200E+04
9.400000E-04 88506 7.068800E+04
9.500000E-04 89419 7.143000E+04
9.600000E-04 90447 7.223300E+04
9.700000E-04 91413 7.303100E+04
9.800000E-04 92392 7.381900E+04
9.900000E-04 93317 7.458400E+04
1.000000E-03 94125 7.521900E+04
