 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 257 5.900000E+01
2.000000E-05 673 3.070000E+02
3.000000E-05 1276 7.270000E+02
4.000000E-05 1998 1.290000E+03
5.000000E-05 2783 1.919000E+03
6.000000E-05 3662 2.594000E+03
7.000000E-05 4527 3.297000E+03
8.000000E-05 5406 3.984000E+03
9.000000E-05 6309 4.702000E+03
1.000000E-04 7251 5.451000E+03
1.100000E-04 8160 6.191000E+03
1.200000E-04 9032 6.911000E+03
1.300000E-04 10007 7.694000E+03
1.400000E-04 10872 8.368000E+03
1.500000E-04 11817 9.125000E+03
1.600000E-04 12780 9.901000E+03
1.700000E-04 13696 1.061900E+04
1.800000E-04 14611 1.135700E+04
1.900000E-04 15573 1.212400E+04
2.000000E-04 16552 1.291500E+04
2.100000E-04 17528 1.369500E+04
2.200000E-04 18586 1.454700E+04
2.300000E-04 19563 1.534600E+04
2.400000E-04 20584 1.616800E+04
2.500000E-04 21488 1.691900E+04
2.600000E-04 22342 1.758900E+04
2.700000E-04 23234 1.828600E+04
2.800000E-04 24190 1.903400E+04
2.900000E-04 25175 1.982400E+04
3.000000E-04 26128 2.060700E+04
3.100000E-04 27079 2.134700E+04
3.200000E-04 27989 2.206100E+04
3.300000E-04 28952 2.286300E+04
3.400000E-04 29851 2.359300E+04
3.500000E-04 30779 2.434000E+04
3.600000E-04 31691 2.505800E+04
3.700000E-04 32608 2.579800E+04
3.800000E-04 33562 2.658000E+04
3.900000E-04 34469 2.729400E+04
4.000000E-04 35400 2.803600E+04
4.100000E-04 36392 2.882500E+04
4.200000E-04 37331 2.957200E+04
4.300000E-04 38218 3.029200E+04
4.400000E-04 39178 3.107000E+04
4.500000E-04 40120 3.183900E+04
4.600000E-04 41055 3.260100E+04
4.700000E-04 41990 3.334800E+04
4.800000E-04 42913 3.406800E+04
4.900000E-04 43875 3.484400E+04
5.000000E-04 44870 3.564000E+04
5.100000E-04 45837 3.643800E+04
5.200000E-04 46822 3.725400E+04
5.300000E-04 47789 3.804900E+04
5.400000E-04 48734 3.879700E+04
5.500000E-04 49651 3.953000E+04
5.600000E-04 50631 4.032600E+04
5.700000E-04 51602 4.107900E+04
5.800000E-04 52549 4.185000E+04
5.900000E-04 53505 4.263800E+04
6.000000E-04 54437 4.337600E+04
6.100000E-04 55411 4.413800E+04
6.200000E-04 56346 4.489100E+04
6.300000E-04 57328 4.568200E+04
6.400000E-04 58331 4.648800E+04
6.500000E-04 59323 4.728800E+04
6.600000E-04 60276 4.803500E+04
6.700000E-04 61200 4.878900E+04
6.800000E-04 62181 4.958100E+04
6.900000E-04 63092 5.033200E+04
7.000000E-04 63987 5.104800E+04
7.100000E-04 64811 5.170900E+04
7.200000E-04 65714 5.241900E+04
7.300000E-04 66615 5.313100E+04
7.400000E-04 67489 5.381900E+04
7.500000E-04 68433 5.457500E+04
7.600000E-04 69360 5.531900E+04
7.700000E-04 70274 5.606800E+04
7.800000E-04 71213 5.683800E+04
7.900000E-04 72106 5.755300E+04
8.000000E-04 73027 5.828600E+04
8.100000E-04 73942 5.901400E+04
8.200000E-04 74834 5.972900E+04
8.300000E-04 75734 6.045400E+04
8.400000E-04 76612 6.115000E+04
8.500000E-04 77520 6.187400E+04
8.600000E-04 78438 6.262100E+04
8.700000E-04 79368 6.336400E+04
8.800000E-04 80281 6.410300E+04
8.900000E-04 81130 6.476900E+04
9.000000E-04 82086 6.554000E+04
9.100000E-04 82973 6.626500E+04
9.200000E-04 83950 6.704200E+04
9.300000E-04 84849 6.776500E+04
9.400000E-04 85746 6.849500E+04
9.500000E-04 86678 6.925200E+04
9.600000E-04 87586 6.996300E+04
9.700000E-04 88468 7.069300E+04
9.800000E-04 89352 7.140700E+04
9.900000E-04 90283 7.214600E+04
1.000000E-03 91177 7.285500E+04
