 time E 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 431 3.600000E+01 9.000000E+00
2.000000E-05 1021 2.260000E+02 1.800000E+01
3.000000E-05 1809 6.060000E+02 5.700000E+01
4.000000E-05 2625 1.021000E+03 1.190000E+02
5.000000E-05 3600 1.586000E+03 1.990000E+02
6.000000E-05 4599 2.188000E+03 2.960000E+02
7.000000E-05 5571 2.742000E+03 3.800000E+02
8.000000E-05 6546 3.312000E+03 4.340000E+02
9.000000E-05 7572 3.908000E+03 5.390000E+02
1.000000E-04 8581 4.507000E+03 6.150000E+02
1.100000E-04 9526 5.076000E+03 7.070000E+02
1.200000E-04 10520 5.692000E+03 7.740000E+02
1.300000E-04 11496 6.279000E+03 8.680000E+02
1.400000E-04 12438 6.824000E+03 9.080000E+02
1.500000E-04 13387 7.407000E+03 9.540000E+02
1.600000E-04 14394 7.984000E+03 1.078000E+03
1.700000E-04 15351 8.548000E+03 1.133000E+03
1.800000E-04 16260 9.054000E+03 1.202000E+03
1.900000E-04 17205 9.617000E+03 1.272000E+03
2.000000E-04 18203 1.018300E+04 1.363000E+03
2.100000E-04 19166 1.074700E+04 1.437000E+03
2.200000E-04 20176 1.133500E+04 1.502000E+03
2.300000E-04 21093 1.188500E+04 1.575000E+03
2.400000E-04 22049 1.244000E+04 1.669000E+03
2.500000E-04 22986 1.298300E+04 1.722000E+03
2.600000E-04 23873 1.346100E+04 1.822000E+03
2.700000E-04 24779 1.396000E+04 1.895000E+03
2.800000E-04 25700 1.450700E+04 1.984000E+03
2.900000E-04 26556 1.500700E+04 2.077000E+03
3.000000E-04 27471 1.549600E+04 2.132000E+03
3.100000E-04 28404 1.602200E+04 2.194000E+03
3.200000E-04 29394 1.662300E+04 2.242000E+03
3.300000E-04 30343 1.717800E+04 2.351000E+03
3.400000E-04 31230 1.770100E+04 2.406000E+03
3.500000E-04 32190 1.823900E+04 2.493000E+03
3.600000E-04 33151 1.878800E+04 2.586000E+03
3.700000E-04 34115 1.933500E+04 2.662000E+03
3.800000E-04 35054 1.987400E+04 2.770000E+03
3.900000E-04 36057 2.044100E+04 2.843000E+03
4.000000E-04 37036 2.102100E+04 2.928000E+03
4.100000E-04 38018 2.160000E+04 3.029000E+03
4.200000E-04 38996 2.218600E+04 3.110000E+03
4.300000E-04 39973 2.278700E+04 3.152000E+03
4.400000E-04 41031 2.341400E+04 3.207000E+03
4.500000E-04 41939 2.396400E+04 3.297000E+03
4.600000E-04 42842 2.452200E+04 3.342000E+03
4.700000E-04 43805 2.504000E+04 3.424000E+03
4.800000E-04 44822 2.559100E+04 3.500000E+03
4.900000E-04 45905 2.621300E+04 3.527000E+03
5.000000E-04 46934 2.682100E+04 3.626000E+03
5.100000E-04 47882 2.737800E+04 3.695000E+03
5.200000E-04 48820 2.793900E+04 3.723000E+03
5.300000E-04 49780 2.850700E+04 3.808000E+03
5.400000E-04 50697 2.904600E+04 3.843000E+03
5.500000E-04 51746 2.964400E+04 4.004000E+03
5.600000E-04 52668 3.015500E+04 4.119000E+03
5.700000E-04 53610 3.069000E+04 4.197000E+03
5.800000E-04 54492 3.120700E+04 4.258000E+03
5.900000E-04 55422 3.173900E+04 4.312000E+03
6.000000E-04 56317 3.225600E+04 4.377000E+03
6.100000E-04 57164 3.273200E+04 4.461000E+03
6.200000E-04 58052 3.324100E+04 4.519000E+03
6.300000E-04 59000 3.379700E+04 4.571000E+03
6.400000E-04 59957 3.435900E+04 4.643000E+03
6.500000E-04 60946 3.492000E+04 4.716000E+03
6.600000E-04 61911 3.547300E+04 4.768000E+03
6.700000E-04 62926 3.605000E+04 4.853000E+03
6.800000E-04 63896 3.663900E+04 4.949000E+03
6.900000E-04 64921 3.722900E+04 5.020000E+03
7.000000E-04 65952 3.782800E+04 5.072000E+03
7.100000E-04 66986 3.841800E+04 5.143000E+03
7.200000E-04 68036 3.907700E+04 5.169000E+03
7.300000E-04 69074 3.967900E+04 5.244000E+03
7.400000E-04 70029 4.023900E+04 5.337000E+03
7.500000E-04 71026 4.080100E+04 5.429000E+03
7.600000E-04 71947 4.132300E+04 5.521000E+03
7.700000E-04 72883 4.183300E+04 5.590000E+03
7.800000E-04 73822 4.237100E+04 5.671000E+03
7.900000E-04 74757 4.288100E+04 5.760000E+03
8.000000E-04 75647 4.337900E+04 5.817000E+03
8.100000E-04 76618 4.394300E+04 5.906000E+03
8.200000E-04 77517 4.445300E+04 5.998000E+03
8.300000E-04 78437 4.497700E+04 6.073000E+03
8.400000E-04 79366 4.550400E+04 6.107000E+03
8.500000E-04 80340 4.608100E+04 6.171000E+03
8.600000E-04 81298 4.664800E+04 6.244000E+03
8.700000E-04 82334 4.726100E+04 6.330000E+03
8.800000E-04 83285 4.782100E+04 6.387000E+03
8.900000E-04 84320 4.842700E+04 6.454000E+03
9.000000E-04 85324 4.903400E+04 6.503000E+03
9.100000E-04 86328 4.959300E+04 6.601000E+03
9.200000E-04 87303 5.015600E+04 6.671000E+03
9.300000E-04 88236 5.068400E+04 6.745000E+03
9.400000E-04 89179 5.124200E+04 6.818000E+03
9.500000E-04 90179 5.184400E+04 6.872000E+03
9.600000E-04 91247 5.248000E+04 6.954000E+03
9.700000E-04 92262 5.302800E+04 6.983000E+03
9.800000E-04 93184 5.356700E+04 7.052000E+03
9.900000E-04 94148 5.415000E+04 7.154000E+03
1.000000E-03 95171 5.475200E+04 7.211000E+03
