 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 304 7.800000E+01
2.000000E-05 726 3.290000E+02
3.000000E-05 1367 7.910000E+02
4.000000E-05 2165 1.387000E+03
5.000000E-05 3097 2.115000E+03
6.000000E-05 4069 2.910000E+03
7.000000E-05 5005 3.680000E+03
8.000000E-05 5949 4.440000E+03
9.000000E-05 6926 5.219000E+03
1.000000E-04 7845 5.952000E+03
1.100000E-04 8744 6.649000E+03
1.200000E-04 9663 7.393000E+03
1.300000E-04 10614 8.148000E+03
1.400000E-04 11522 8.864000E+03
1.500000E-04 12482 9.625000E+03
1.600000E-04 13456 1.042900E+04
1.700000E-04 14363 1.116200E+04
1.800000E-04 15280 1.191600E+04
1.900000E-04 16189 1.265400E+04
2.000000E-04 17160 1.341700E+04
2.100000E-04 18141 1.421200E+04
2.200000E-04 19093 1.496800E+04
2.300000E-04 20019 1.572300E+04
2.400000E-04 20995 1.649100E+04
2.500000E-04 21886 1.722800E+04
2.600000E-04 22807 1.798200E+04
2.700000E-04 23757 1.872900E+04
2.800000E-04 24637 1.944000E+04
2.900000E-04 25513 2.015800E+04
3.000000E-04 26378 2.085100E+04
3.100000E-04 27271 2.156500E+04
3.200000E-04 28223 2.231400E+04
3.300000E-04 29194 2.307500E+04
3.400000E-04 30170 2.387700E+04
3.500000E-04 31109 2.464900E+04
3.600000E-04 32071 2.541800E+04
3.700000E-04 33043 2.621500E+04
3.800000E-04 33924 2.691300E+04
3.900000E-04 34834 2.763700E+04
4.000000E-04 35661 2.831100E+04
4.100000E-04 36546 2.899900E+04
4.200000E-04 37447 2.974400E+04
4.300000E-04 38392 3.049900E+04
4.400000E-04 39280 3.120400E+04
4.500000E-04 40236 3.195300E+04
4.600000E-04 41164 3.270200E+04
4.700000E-04 42109 3.345900E+04
4.800000E-04 43054 3.422400E+04
4.900000E-04 43972 3.496500E+04
5.000000E-04 44932 3.573300E+04
5.100000E-04 45861 3.649200E+04
5.200000E-04 46810 3.725400E+04
5.300000E-04 47715 3.798200E+04
5.400000E-04 48628 3.870000E+04
5.500000E-04 49571 3.946300E+04
5.600000E-04 50485 4.019400E+04
5.700000E-04 51409 4.094400E+04
5.800000E-04 52391 4.173900E+04
5.900000E-04 53278 4.244300E+04
6.000000E-04 54221 4.320700E+04
6.100000E-04 55092 4.390500E+04
6.200000E-04 56005 4.463200E+04
6.300000E-04 56933 4.536000E+04
6.400000E-04 57970 4.619200E+04
6.500000E-04 58968 4.700500E+04
6.600000E-04 59880 4.773400E+04
6.700000E-04 60901 4.854800E+04
6.800000E-04 61846 4.930600E+04
6.900000E-04 62783 5.007800E+04
7.000000E-04 63714 5.081200E+04
7.100000E-04 64715 5.161100E+04
7.200000E-04 65739 5.243200E+04
7.300000E-04 66711 5.322100E+04
7.400000E-04 67657 5.397100E+04
7.500000E-04 68576 5.472200E+04
7.600000E-04 69491 5.548000E+04
7.700000E-04 70430 5.623300E+04
7.800000E-04 71329 5.695000E+04
7.900000E-04 72258 5.767200E+04
8.000000E-04 73220 5.843500E+04
8.100000E-04 74181 5.922200E+04
8.200000E-04 75114 5.998700E+04
8.300000E-04 76077 6.075300E+04
8.400000E-04 77036 6.153700E+04
8.500000E-04 77921 6.223900E+04
8.600000E-04 78809 6.293500E+04
8.700000E-04 79781 6.370500E+04
8.800000E-04 80770 6.449300E+04
8.900000E-04 81799 6.532800E+04
9.000000E-04 82823 6.616000E+04
9.100000E-04 83816 6.696000E+04
9.200000E-04 84833 6.779500E+04
9.300000E-04 85841 6.860900E+04
9.400000E-04 86826 6.940600E+04
9.500000E-04 87719 7.012400E+04
9.600000E-04 88643 7.084600E+04
9.700000E-04 89543 7.157800E+04
9.800000E-04 90481 7.234400E+04
9.900000E-04 91413 7.308500E+04
1.000000E-03 92372 7.386500E+04
