 time E 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 476 4.300000E+01 0.000000E+00
2.000000E-05 1008 2.060000E+02 1.800000E+01
3.000000E-05 1700 5.060000E+02 2.700000E+01
4.000000E-05 2498 9.360000E+02 1.120000E+02
5.000000E-05 3409 1.409000E+03 1.890000E+02
6.000000E-05 4315 1.950000E+03 2.470000E+02
7.000000E-05 5227 2.457000E+03 3.310000E+02
8.000000E-05 6127 2.974000E+03 4.400000E+02
9.000000E-05 7086 3.520000E+03 4.830000E+02
1.000000E-04 7976 4.013000E+03 5.850000E+02
1.100000E-04 8931 4.581000E+03 6.280000E+02
1.200000E-04 9931 5.149000E+03 6.720000E+02
1.300000E-04 10897 5.676000E+03 7.340000E+02
1.400000E-04 11826 6.212000E+03 8.410000E+02
1.500000E-04 12830 6.775000E+03 9.160000E+02
1.600000E-04 13817 7.339000E+03 1.002000E+03
1.700000E-04 14781 7.877000E+03 1.084000E+03
1.800000E-04 15779 8.441000E+03 1.179000E+03
1.900000E-04 16768 9.009000E+03 1.229000E+03
2.000000E-04 17664 9.521000E+03 1.333000E+03
2.100000E-04 18596 1.006500E+04 1.388000E+03
2.200000E-04 19482 1.058000E+04 1.439000E+03
2.300000E-04 20374 1.110300E+04 1.532000E+03
2.400000E-04 21251 1.160600E+04 1.568000E+03
2.500000E-04 22145 1.210000E+04 1.678000E+03
2.600000E-04 23035 1.261400E+04 1.727000E+03
2.700000E-04 23956 1.315400E+04 1.785000E+03
2.800000E-04 24915 1.369800E+04 1.852000E+03
2.900000E-04 25871 1.424000E+04 1.880000E+03
3.000000E-04 26721 1.473300E+04 1.931000E+03
3.100000E-04 27630 1.526300E+04 2.022000E+03
3.200000E-04 28611 1.580700E+04 2.073000E+03
3.300000E-04 29563 1.634300E+04 2.157000E+03
3.400000E-04 30549 1.689400E+04 2.225000E+03
3.500000E-04 31485 1.741800E+04 2.302000E+03
3.600000E-04 32490 1.801600E+04 2.402000E+03
3.700000E-04 33451 1.859300E+04 2.478000E+03
3.800000E-04 34363 1.911300E+04 2.572000E+03
3.900000E-04 35245 1.962500E+04 2.611000E+03
4.000000E-04 36225 2.020500E+04 2.642000E+03
4.100000E-04 37247 2.079400E+04 2.695000E+03
4.200000E-04 38209 2.133900E+04 2.821000E+03
4.300000E-04 39172 2.189200E+04 2.926000E+03
4.400000E-04 40182 2.247600E+04 2.997000E+03
4.500000E-04 41143 2.304400E+04 3.047000E+03
4.600000E-04 42133 2.361900E+04 3.115000E+03
4.700000E-04 43085 2.415300E+04 3.188000E+03
4.800000E-04 44027 2.469100E+04 3.289000E+03
4.900000E-04 45028 2.523500E+04 3.340000E+03
5.000000E-04 45968 2.577800E+04 3.388000E+03
5.100000E-04 46947 2.632300E+04 3.490000E+03
5.200000E-04 47861 2.684400E+04 3.538000E+03
5.300000E-04 48832 2.741100E+04 3.578000E+03
5.400000E-04 49878 2.807500E+04 3.656000E+03
5.500000E-04 50879 2.868300E+04 3.748000E+03
5.600000E-04 51893 2.930600E+04 3.820000E+03
5.700000E-04 52917 2.989300E+04 3.947000E+03
5.800000E-04 53906 3.047000E+04 3.990000E+03
5.900000E-04 54891 3.101700E+04 4.104000E+03
6.000000E-04 55872 3.156700E+04 4.166000E+03
6.100000E-04 56844 3.211400E+04 4.238000E+03
6.200000E-04 57824 3.269100E+04 4.328000E+03
6.300000E-04 58713 3.320600E+04 4.426000E+03
6.400000E-04 59661 3.374600E+04 4.545000E+03
6.500000E-04 60639 3.430900E+04 4.610000E+03
6.600000E-04 61596 3.484800E+04 4.658000E+03
6.700000E-04 62627 3.543900E+04 4.751000E+03
6.800000E-04 63584 3.599600E+04 4.795000E+03
6.900000E-04 64553 3.654800E+04 4.868000E+03
7.000000E-04 65434 3.706300E+04 4.927000E+03
7.100000E-04 66323 3.755000E+04 4.996000E+03
7.200000E-04 67213 3.802500E+04 5.061000E+03
7.300000E-04 68127 3.854100E+04 5.120000E+03
7.400000E-04 69073 3.908300E+04 5.191000E+03
7.500000E-04 70070 3.966400E+04 5.241000E+03
7.600000E-04 71019 4.020200E+04 5.292000E+03
7.700000E-04 72000 4.079800E+04 5.369000E+03
7.800000E-04 72953 4.135100E+04 5.447000E+03
7.900000E-04 73886 4.184100E+04 5.555000E+03
8.000000E-04 74829 4.237800E+04 5.642000E+03
8.100000E-04 75770 4.290100E+04 5.680000E+03
8.200000E-04 76729 4.345300E+04 5.761000E+03
8.300000E-04 77746 4.403300E+04 5.838000E+03
8.400000E-04 78703 4.460500E+04 5.928000E+03
8.500000E-04 79649 4.514200E+04 6.058000E+03
8.600000E-04 80583 4.565800E+04 6.125000E+03
8.700000E-04 81525 4.620300E+04 6.173000E+03
8.800000E-04 82559 4.682200E+04 6.231000E+03
8.900000E-04 83608 4.744400E+04 6.342000E+03
9.000000E-04 84576 4.802300E+04 6.436000E+03
9.100000E-04 85569 4.858000E+04 6.503000E+03
9.200000E-04 86481 4.908500E+04 6.607000E+03
9.300000E-04 87402 4.961400E+04 6.682000E+03
9.400000E-04 88334 5.014000E+04 6.770000E+03
9.500000E-04 89252 5.066800E+04 6.884000E+03
9.600000E-04 90231 5.122700E+04 6.988000E+03
9.700000E-04 91220 5.182300E+04 7.037000E+03
9.800000E-04 92099 5.235100E+04 7.096000E+03
9.900000E-04 93087 5.291100E+04 7.156000E+03
1.000000E-03 94063 5.348300E+04 7.235000E+03
