 time E 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 533 6.400000E+01 0.000000E+00
2.000000E-05 1181 3.020000E+02 1.800000E+01
3.000000E-05 1958 6.930000E+02 7.600000E+01
4.000000E-05 2807 1.129000E+03 9.800000E+01
5.000000E-05 3727 1.634000E+03 1.790000E+02
6.000000E-05 4632 2.167000E+03 2.660000E+02
7.000000E-05 5483 2.666000E+03 3.330000E+02
8.000000E-05 6430 3.211000E+03 3.870000E+02
9.000000E-05 7354 3.736000E+03 4.430000E+02
1.000000E-04 8337 4.271000E+03 5.120000E+02
1.100000E-04 9312 4.835000E+03 6.120000E+02
1.200000E-04 10295 5.402000E+03 6.710000E+02
1.300000E-04 11271 5.955000E+03 7.290000E+02
1.400000E-04 12192 6.467000E+03 7.990000E+02
1.500000E-04 13081 6.976000E+03 8.920000E+02
1.600000E-04 14029 7.532000E+03 9.720000E+02
1.700000E-04 14959 8.057000E+03 1.048000E+03
1.800000E-04 15943 8.602000E+03 1.141000E+03
1.900000E-04 16953 9.205000E+03 1.181000E+03
2.000000E-04 17934 9.775000E+03 1.274000E+03
2.100000E-04 18883 1.032900E+04 1.354000E+03
2.200000E-04 19830 1.086700E+04 1.406000E+03
2.300000E-04 20789 1.141400E+04 1.462000E+03
2.400000E-04 21694 1.193300E+04 1.511000E+03
2.500000E-04 22655 1.246000E+04 1.618000E+03
2.600000E-04 23659 1.308000E+04 1.658000E+03
2.700000E-04 24571 1.362400E+04 1.752000E+03
2.800000E-04 25488 1.414000E+04 1.820000E+03
2.900000E-04 26370 1.465700E+04 1.885000E+03
3.000000E-04 27267 1.516200E+04 1.943000E+03
3.100000E-04 28190 1.569600E+04 2.012000E+03
3.200000E-04 29085 1.617100E+04 2.080000E+03
3.300000E-04 30073 1.673500E+04 2.201000E+03
3.400000E-04 31024 1.728900E+04 2.261000E+03
3.500000E-04 31918 1.782200E+04 2.320000E+03
3.600000E-04 32846 1.835500E+04 2.393000E+03
3.700000E-04 33780 1.890500E+04 2.468000E+03
3.800000E-04 34716 1.943900E+04 2.532000E+03
3.900000E-04 35624 1.994400E+04 2.580000E+03
4.000000E-04 36588 2.049200E+04 2.641000E+03
4.100000E-04 37574 2.106300E+04 2.696000E+03
4.200000E-04 38611 2.168000E+04 2.762000E+03
4.300000E-04 39702 2.232200E+04 2.827000E+03
4.400000E-04 40735 2.292900E+04 2.889000E+03
4.500000E-04 41697 2.348800E+04 2.986000E+03
4.600000E-04 42672 2.404000E+04 3.069000E+03
4.700000E-04 43581 2.454700E+04 3.181000E+03
4.800000E-04 44498 2.506900E+04 3.232000E+03
4.900000E-04 45422 2.558800E+04 3.299000E+03
5.000000E-04 46328 2.612200E+04 3.356000E+03
5.100000E-04 47304 2.672200E+04 3.441000E+03
5.200000E-04 48299 2.731300E+04 3.489000E+03
5.300000E-04 49252 2.784400E+04 3.541000E+03
5.400000E-04 50178 2.839500E+04 3.607000E+03
5.500000E-04 51185 2.898100E+04 3.683000E+03
5.600000E-04 52147 2.952000E+04 3.797000E+03
5.700000E-04 53047 3.002500E+04 3.851000E+03
5.800000E-04 54061 3.057900E+04 3.908000E+03
5.900000E-04 55070 3.119500E+04 3.992000E+03
6.000000E-04 55952 3.171900E+04 4.063000E+03
6.100000E-04 56854 3.224200E+04 4.147000E+03
6.200000E-04 57796 3.279900E+04 4.259000E+03
6.300000E-04 58710 3.333600E+04 4.335000E+03
6.400000E-04 59689 3.387200E+04 4.389000E+03
6.500000E-04 60659 3.440600E+04 4.492000E+03
6.600000E-04 61666 3.496300E+04 4.563000E+03
6.700000E-04 62618 3.551500E+04 4.601000E+03
6.800000E-04 63600 3.606700E+04 4.678000E+03
6.900000E-04 64573 3.660500E+04 4.743000E+03
7.000000E-04 65501 3.714200E+04 4.803000E+03
7.100000E-04 66489 3.765300E+04 4.890000E+03
7.200000E-04 67472 3.823100E+04 4.935000E+03
7.300000E-04 68425 3.877800E+04 5.032000E+03
7.400000E-04 69422 3.936900E+04 5.112000E+03
7.500000E-04 70437 3.996500E+04 5.186000E+03
7.600000E-04 71379 4.051600E+04 5.252000E+03
7.700000E-04 72251 4.101600E+04 5.322000E+03
7.800000E-04 73228 4.158800E+04 5.414000E+03
7.900000E-04 74280 4.218700E+04 5.488000E+03
8.000000E-04 75180 4.269500E+04 5.584000E+03
8.100000E-04 76183 4.329300E+04 5.640000E+03
8.200000E-04 77155 4.383300E+04 5.700000E+03
8.300000E-04 78163 4.441500E+04 5.761000E+03
8.400000E-04 79140 4.498500E+04 5.850000E+03
8.500000E-04 80153 4.556300E+04 5.906000E+03
8.600000E-04 81170 4.617400E+04 5.945000E+03
8.700000E-04 82226 4.678300E+04 6.047000E+03
8.800000E-04 83255 4.738300E+04 6.110000E+03
8.900000E-04 84215 4.796200E+04 6.171000E+03
9.000000E-04 85177 4.854300E+04 6.238000E+03
9.100000E-04 86095 4.911100E+04 6.292000E+03
9.200000E-04 87019 4.967000E+04 6.337000E+03
9.300000E-04 87935 5.021500E+04 6.390000E+03
9.400000E-04 88873 5.079900E+04 6.461000E+03
9.500000E-04 89805 5.135500E+04 6.547000E+03
9.600000E-04 90738 5.190000E+04 6.584000E+03
9.700000E-04 91725 5.244500E+04 6.672000E+03
9.800000E-04 92687 5.299100E+04 6.723000E+03
9.900000E-04 93750 5.357900E+04 6.798000E+03
1.000000E-03 94744 5.416800E+04 6.899000E+03
