 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 271 5.700000E+01
2.000000E-05 752 3.570000E+02
3.000000E-05 1382 8.050000E+02
4.000000E-05 2130 1.365000E+03
5.000000E-05 3044 2.105000E+03
6.000000E-05 3997 2.861000E+03
7.000000E-05 4923 3.584000E+03
8.000000E-05 5833 4.312000E+03
9.000000E-05 6784 5.067000E+03
1.000000E-04 7780 5.886000E+03
1.100000E-04 8734 6.663000E+03
1.200000E-04 9667 7.409000E+03
1.300000E-04 10613 8.157000E+03
1.400000E-04 11574 8.933000E+03
1.500000E-04 12502 9.668000E+03
1.600000E-04 13412 1.041200E+04
1.700000E-04 14383 1.119500E+04
1.800000E-04 15267 1.190900E+04
1.900000E-04 16150 1.260600E+04
2.000000E-04 17110 1.336900E+04
2.100000E-04 17944 1.403200E+04
2.200000E-04 18864 1.476000E+04
2.300000E-04 19765 1.547600E+04
2.400000E-04 20723 1.626300E+04
2.500000E-04 21664 1.701900E+04
2.600000E-04 22651 1.782600E+04
2.700000E-04 23592 1.857900E+04
2.800000E-04 24528 1.932600E+04
2.900000E-04 25409 2.004700E+04
3.000000E-04 26342 2.081500E+04
3.100000E-04 27306 2.159000E+04
3.200000E-04 28212 2.231100E+04
3.300000E-04 29141 2.306700E+04
3.400000E-04 30008 2.373500E+04
3.500000E-04 30915 2.446400E+04
3.600000E-04 31829 2.519500E+04
3.700000E-04 32774 2.594900E+04
3.800000E-04 33735 2.671800E+04
3.900000E-04 34674 2.747000E+04
4.000000E-04 35615 2.823900E+04
4.100000E-04 36528 2.896000E+04
4.200000E-04 37467 2.970800E+04
4.300000E-04 38376 3.045200E+04
4.400000E-04 39307 3.116700E+04
4.500000E-04 40255 3.193200E+04
4.600000E-04 41177 3.268200E+04
4.700000E-04 42113 3.342800E+04
4.800000E-04 43055 3.418500E+04
4.900000E-04 43982 3.492400E+04
5.000000E-04 44881 3.564300E+04
5.100000E-04 45823 3.638800E+04
5.200000E-04 46813 3.717600E+04
5.300000E-04 47760 3.793900E+04
5.400000E-04 48685 3.868800E+04
5.500000E-04 49654 3.947000E+04
5.600000E-04 50621 4.022600E+04
5.700000E-04 51599 4.102300E+04
5.800000E-04 52561 4.181800E+04
5.900000E-04 53525 4.258200E+04
6.000000E-04 54497 4.337600E+04
6.100000E-04 55464 4.414000E+04
6.200000E-04 56389 4.488400E+04
6.300000E-04 57346 4.566700E+04
6.400000E-04 58297 4.642800E+04
6.500000E-04 59220 4.717100E+04
6.600000E-04 60180 4.792700E+04
6.700000E-04 61108 4.869100E+04
6.800000E-04 62041 4.943700E+04
6.900000E-04 62988 5.019300E+04
7.000000E-04 63880 5.089800E+04
7.100000E-04 64867 5.168300E+04
7.200000E-04 65843 5.248000E+04
7.300000E-04 66757 5.320700E+04
7.400000E-04 67728 5.398100E+04
7.500000E-04 68669 5.472900E+04
7.600000E-04 69691 5.557000E+04
7.700000E-04 70634 5.634400E+04
7.800000E-04 71603 5.712500E+04
7.900000E-04 72560 5.789600E+04
8.000000E-04 73469 5.861200E+04
8.100000E-04 74386 5.934700E+04
8.200000E-04 75332 6.009300E+04
8.300000E-04 76212 6.080900E+04
8.400000E-04 77154 6.155600E+04
8.500000E-04 78128 6.234100E+04
8.600000E-04 79097 6.311900E+04
8.700000E-04 80097 6.392000E+04
8.800000E-04 81094 6.473900E+04
8.900000E-04 82076 6.553900E+04
9.000000E-04 82976 6.629300E+04
9.100000E-04 83767 6.693000E+04
9.200000E-04 84612 6.760200E+04
9.300000E-04 85454 6.827100E+04
9.400000E-04 86298 6.895200E+04
9.500000E-04 87154 6.961900E+04
9.600000E-04 88066 7.033600E+04
9.700000E-04 88982 7.109300E+04
9.800000E-04 89983 7.189800E+04
9.900000E-04 90864 7.261100E+04
1.000000E-03 91702 7.328200E+04
