 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 306 7.100000E+01
2.000000E-05 778 3.630000E+02
3.000000E-05 1445 8.360000E+02
4.000000E-05 2267 1.480000E+03
5.000000E-05 3133 2.166000E+03
6.000000E-05 4018 2.882000E+03
7.000000E-05 4918 3.593000E+03
8.000000E-05 5927 4.383000E+03
9.000000E-05 6910 5.187000E+03
1.000000E-04 7954 6.038000E+03
1.100000E-04 9014 6.905000E+03
1.200000E-04 9937 7.657000E+03
1.300000E-04 10826 8.388000E+03
1.400000E-04 11756 9.127000E+03
1.500000E-04 12709 9.880000E+03
1.600000E-04 13665 1.065800E+04
1.700000E-04 14686 1.147400E+04
1.800000E-04 15701 1.227700E+04
1.900000E-04 16747 1.311900E+04
2.000000E-04 17744 1.394800E+04
2.100000E-04 18762 1.476200E+04
2.200000E-04 19698 1.551700E+04
2.300000E-04 20640 1.627300E+04
2.400000E-04 21560 1.701200E+04
2.500000E-04 22571 1.784200E+04
2.600000E-04 23459 1.856100E+04
2.700000E-04 24373 1.930900E+04
2.800000E-04 25302 2.002000E+04
2.900000E-04 26272 2.077600E+04
3.000000E-04 27269 2.159000E+04
3.100000E-04 28184 2.231900E+04
3.200000E-04 29164 2.310600E+04
3.300000E-04 30229 2.394800E+04
3.400000E-04 31189 2.472800E+04
3.500000E-04 32109 2.547000E+04
3.600000E-04 33106 2.624500E+04
3.700000E-04 34057 2.702900E+04
3.800000E-04 34998 2.777400E+04
3.900000E-04 35976 2.856500E+04
4.000000E-04 37007 2.938100E+04
4.100000E-04 38008 3.021100E+04
4.200000E-04 38932 3.094600E+04
4.300000E-04 39885 3.171400E+04
4.400000E-04 40796 3.245200E+04
4.500000E-04 41776 3.324100E+04
4.600000E-04 42744 3.399600E+04
4.700000E-04 43663 3.475100E+04
4.800000E-04 44580 3.549000E+04
4.900000E-04 45562 3.626000E+04
5.000000E-04 46558 3.706600E+04
5.100000E-04 47530 3.783400E+04
5.200000E-04 48509 3.860700E+04
5.300000E-04 49543 3.945800E+04
5.400000E-04 50481 4.020200E+04
5.500000E-04 51560 4.107100E+04
5.600000E-04 52609 4.192500E+04
5.700000E-04 53559 4.267900E+04
5.800000E-04 54540 4.347300E+04
5.900000E-04 55501 4.424000E+04
6.000000E-04 56448 4.499400E+04
6.100000E-04 57439 4.579700E+04
6.200000E-04 58463 4.663500E+04
6.300000E-04 59436 4.743100E+04
6.400000E-04 60396 4.820000E+04
6.500000E-04 61365 4.897500E+04
6.600000E-04 62261 4.970600E+04
6.700000E-04 63182 5.045300E+04
6.800000E-04 64095 5.119100E+04
6.900000E-04 64953 5.188800E+04
7.000000E-04 65834 5.257500E+04
7.100000E-04 66720 5.327300E+04
7.200000E-04 67630 5.401900E+04
7.300000E-04 68553 5.473400E+04
7.400000E-04 69571 5.555700E+04
7.500000E-04 70523 5.632000E+04
7.600000E-04 71522 5.715000E+04
7.700000E-04 72369 5.784500E+04
7.800000E-04 73333 5.859000E+04
7.900000E-04 74282 5.934900E+04
8.000000E-04 75201 6.010700E+04
8.100000E-04 76151 6.086100E+04
8.200000E-04 77107 6.163400E+04
8.300000E-04 78049 6.237800E+04
8.400000E-04 79079 6.318000E+04
8.500000E-04 80130 6.401600E+04
8.600000E-04 81182 6.487700E+04
8.700000E-04 82195 6.572400E+04
8.800000E-04 83195 6.652800E+04
8.900000E-04 84166 6.733800E+04
9.000000E-04 85087 6.807700E+04
9.100000E-04 86017 6.881700E+04
9.200000E-04 86909 6.953500E+04
9.300000E-04 87824 7.024200E+04
9.400000E-04 88820 7.102500E+04
9.500000E-04 89833 7.185000E+04
9.600000E-04 90865 7.267700E+04
9.700000E-04 91834 7.345800E+04
9.800000E-04 92779 7.424000E+04
9.900000E-04 93689 7.496800E+04
1.000000E-03 94586 7.568000E+04
