 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 269 6.600000E+01
2.000000E-05 663 3.080000E+02
3.000000E-05 1217 6.820000E+02
4.000000E-05 1951 1.240000E+03
5.000000E-05 2694 1.829000E+03
6.000000E-05 3520 2.476000E+03
7.000000E-05 4405 3.163000E+03
8.000000E-05 5454 4.014000E+03
9.000000E-05 6398 4.778000E+03
1.000000E-04 7388 5.572000E+03
1.100000E-04 8323 6.317000E+03
1.200000E-04 9316 7.112000E+03
1.300000E-04 10288 7.896000E+03
1.400000E-04 11209 8.661000E+03
1.500000E-04 12214 9.472000E+03
1.600000E-04 13121 1.018100E+04
1.700000E-04 14030 1.091300E+04
1.800000E-04 14968 1.166000E+04
1.900000E-04 15890 1.241000E+04
2.000000E-04 16864 1.319500E+04
2.100000E-04 17744 1.388100E+04
2.200000E-04 18766 1.469300E+04
2.300000E-04 19748 1.547700E+04
2.400000E-04 20809 1.630400E+04
2.500000E-04 21853 1.714300E+04
2.600000E-04 22865 1.797000E+04
2.700000E-04 23901 1.881700E+04
2.800000E-04 24849 1.958100E+04
2.900000E-04 25765 2.032000E+04
3.000000E-04 26685 2.104000E+04
3.100000E-04 27606 2.180700E+04
3.200000E-04 28530 2.255300E+04
3.300000E-04 29479 2.329800E+04
3.400000E-04 30324 2.395900E+04
3.500000E-04 31294 2.472700E+04
3.600000E-04 32334 2.556500E+04
3.700000E-04 33265 2.631100E+04
3.800000E-04 34187 2.707600E+04
3.900000E-04 35140 2.783800E+04
4.000000E-04 36002 2.850600E+04
4.100000E-04 36913 2.923600E+04
4.200000E-04 37855 3.000300E+04
4.300000E-04 38843 3.079500E+04
4.400000E-04 39745 3.153400E+04
4.500000E-04 40588 3.221200E+04
4.600000E-04 41415 3.286500E+04
4.700000E-04 42326 3.357900E+04
4.800000E-04 43220 3.427800E+04
4.900000E-04 44173 3.505000E+04
5.000000E-04 45088 3.580000E+04
5.100000E-04 45991 3.650000E+04
5.200000E-04 46933 3.723500E+04
5.300000E-04 47948 3.805200E+04
5.400000E-04 48933 3.884100E+04
5.500000E-04 49993 3.969400E+04
5.600000E-04 50973 4.050000E+04
5.700000E-04 51936 4.128700E+04
5.800000E-04 52896 4.205800E+04
5.900000E-04 53877 4.282100E+04
6.000000E-04 54858 4.361500E+04
6.100000E-04 55835 4.439700E+04
6.200000E-04 56780 4.515200E+04
6.300000E-04 57767 4.594900E+04
6.400000E-04 58698 4.671500E+04
6.500000E-04 59634 4.744200E+04
6.600000E-04 60568 4.819600E+04
6.700000E-04 61532 4.895400E+04
6.800000E-04 62589 4.981400E+04
6.900000E-04 63589 5.062400E+04
7.000000E-04 64541 5.140100E+04
7.100000E-04 65410 5.211300E+04
7.200000E-04 66297 5.284200E+04
7.300000E-04 67066 5.346400E+04
7.400000E-04 68014 5.418200E+04
7.500000E-04 68951 5.491200E+04
7.600000E-04 69933 5.569700E+04
7.700000E-04 70974 5.654700E+04
7.800000E-04 72039 5.739600E+04
7.900000E-04 73050 5.824600E+04
8.000000E-04 74044 5.903800E+04
8.100000E-04 75033 5.984700E+04
8.200000E-04 75957 6.058100E+04
8.300000E-04 76903 6.134700E+04
8.400000E-04 77890 6.213700E+04
8.500000E-04 78904 6.294900E+04
8.600000E-04 79909 6.374500E+04
8.700000E-04 80865 6.452100E+04
8.800000E-04 81789 6.526700E+04
8.900000E-04 82806 6.607600E+04
9.000000E-04 83804 6.686600E+04
9.100000E-04 84813 6.771700E+04
9.200000E-04 85805 6.851300E+04
9.300000E-04 86770 6.929900E+04
9.400000E-04 87716 7.005400E+04
9.500000E-04 88631 7.079900E+04
9.600000E-04 89502 7.148100E+04
9.700000E-04 90403 7.220600E+04
9.800000E-04 91373 7.298500E+04
9.900000E-04 92308 7.375600E+04
1.000000E-03 93295 7.454600E+04
