 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 247 5.000000E+01
2.000000E-05 646 2.700000E+02
3.000000E-05 1300 7.430000E+02
4.000000E-05 2054 1.316000E+03
5.000000E-05 2956 2.036000E+03
6.000000E-05 3850 2.754000E+03
7.000000E-05 4815 3.511000E+03
8.000000E-05 5801 4.289000E+03
9.000000E-05 6784 5.094000E+03
1.000000E-04 7769 5.884000E+03
1.100000E-04 8759 6.696000E+03
1.200000E-04 9720 7.467000E+03
1.300000E-04 10519 8.107000E+03
1.400000E-04 11493 8.874000E+03
1.500000E-04 12431 9.631000E+03
1.600000E-04 13429 1.045100E+04
1.700000E-04 14392 1.120900E+04
1.800000E-04 15395 1.200300E+04
1.900000E-04 16455 1.286000E+04
2.000000E-04 17455 1.367600E+04
2.100000E-04 18399 1.444000E+04
2.200000E-04 19378 1.522500E+04
2.300000E-04 20369 1.600700E+04
2.400000E-04 21399 1.684600E+04
2.500000E-04 22395 1.766700E+04
2.600000E-04 23347 1.841800E+04
2.700000E-04 24325 1.922400E+04
2.800000E-04 25195 1.991600E+04
2.900000E-04 26149 2.066500E+04
3.000000E-04 27048 2.139000E+04
3.100000E-04 27974 2.213600E+04
3.200000E-04 28967 2.291600E+04
3.300000E-04 29975 2.371100E+04
3.400000E-04 30994 2.454300E+04
3.500000E-04 31979 2.535200E+04
3.600000E-04 32948 2.613300E+04
3.700000E-04 33934 2.690600E+04
3.800000E-04 34941 2.771100E+04
3.900000E-04 35915 2.850700E+04
4.000000E-04 36815 2.921500E+04
4.100000E-04 37814 3.002700E+04
4.200000E-04 38826 3.085300E+04
4.300000E-04 39749 3.161000E+04
4.400000E-04 40671 3.233600E+04
4.500000E-04 41674 3.311900E+04
4.600000E-04 42672 3.393600E+04
4.700000E-04 43628 3.470200E+04
4.800000E-04 44599 3.548200E+04
4.900000E-04 45606 3.628200E+04
5.000000E-04 46593 3.706500E+04
5.100000E-04 47582 3.787200E+04
5.200000E-04 48520 3.863200E+04
5.300000E-04 49465 3.939900E+04
5.400000E-04 50411 4.016200E+04
5.500000E-04 51369 4.092200E+04
5.600000E-04 52347 4.169800E+04
5.700000E-04 53337 4.249800E+04
5.800000E-04 54272 4.325700E+04
5.900000E-04 55237 4.401700E+04
6.000000E-04 56214 4.479300E+04
6.100000E-04 57180 4.557200E+04
6.200000E-04 58151 4.635500E+04
6.300000E-04 59146 4.716000E+04
6.400000E-04 60156 4.796600E+04
6.500000E-04 61119 4.873100E+04
6.600000E-04 62034 4.944300E+04
6.700000E-04 63051 5.026200E+04
6.800000E-04 64067 5.108700E+04
6.900000E-04 65089 5.193200E+04
7.000000E-04 66015 5.269000E+04
7.100000E-04 66860 5.337100E+04
7.200000E-04 67733 5.405200E+04
7.300000E-04 68674 5.481800E+04
7.400000E-04 69587 5.557400E+04
7.500000E-04 70496 5.631400E+04
7.600000E-04 71443 5.704700E+04
7.700000E-04 72385 5.779900E+04
7.800000E-04 73301 5.855200E+04
7.900000E-04 74173 5.925400E+04
8.000000E-04 75107 6.000000E+04
8.100000E-04 76009 6.070300E+04
8.200000E-04 76973 6.147500E+04
8.300000E-04 77937 6.225100E+04
8.400000E-04 78860 6.299200E+04
8.500000E-04 79811 6.374900E+04
8.600000E-04 80799 6.454300E+04
8.700000E-04 81790 6.535900E+04
8.800000E-04 82717 6.612000E+04
8.900000E-04 83640 6.685400E+04
9.000000E-04 84569 6.758900E+04
9.100000E-04 85518 6.835200E+04
9.200000E-04 86536 6.917300E+04
9.300000E-04 87469 6.991700E+04
9.400000E-04 88365 7.065700E+04
9.500000E-04 89341 7.144100E+04
9.600000E-04 90261 7.218200E+04
9.700000E-04 91194 7.292700E+04
9.800000E-04 92129 7.369100E+04
9.900000E-04 93041 7.441400E+04
1.000000E-03 94031 7.517800E+04
