 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 263 5.400000E+01
2.000000E-05 660 2.810000E+02
3.000000E-05 1264 7.130000E+02
4.000000E-05 2025 1.266000E+03
5.000000E-05 2921 1.998000E+03
6.000000E-05 3909 2.768000E+03
7.000000E-05 4934 3.614000E+03
8.000000E-05 5870 4.363000E+03
9.000000E-05 6787 5.092000E+03
1.000000E-04 7728 5.849000E+03
1.100000E-04 8655 6.580000E+03
1.200000E-04 9689 7.426000E+03
1.300000E-04 10673 8.214000E+03
1.400000E-04 11641 9.004000E+03
1.500000E-04 12641 9.768000E+03
1.600000E-04 13703 1.062800E+04
1.700000E-04 14707 1.144400E+04
1.800000E-04 15695 1.223800E+04
1.900000E-04 16649 1.300800E+04
2.000000E-04 17567 1.377600E+04
2.100000E-04 18445 1.449400E+04
2.200000E-04 19330 1.518100E+04
2.300000E-04 20258 1.592900E+04
2.400000E-04 21157 1.664200E+04
2.500000E-04 22108 1.738700E+04
2.600000E-04 23065 1.817000E+04
2.700000E-04 24017 1.893300E+04
2.800000E-04 25021 1.974900E+04
2.900000E-04 25927 2.046300E+04
3.000000E-04 26846 2.120100E+04
3.100000E-04 27809 2.196400E+04
3.200000E-04 28749 2.272600E+04
3.300000E-04 29675 2.348100E+04
3.400000E-04 30565 2.420600E+04
3.500000E-04 31473 2.494000E+04
3.600000E-04 32386 2.567100E+04
3.700000E-04 33309 2.640400E+04
3.800000E-04 34220 2.712600E+04
3.900000E-04 35173 2.789700E+04
4.000000E-04 36145 2.866400E+04
4.100000E-04 37142 2.946700E+04
4.200000E-04 38153 3.025500E+04
4.300000E-04 39181 3.108300E+04
4.400000E-04 40103 3.184100E+04
4.500000E-04 41127 3.267900E+04
4.600000E-04 42094 3.344000E+04
4.700000E-04 43104 3.425500E+04
4.800000E-04 44116 3.507400E+04
4.900000E-04 45047 3.584300E+04
5.000000E-04 45994 3.661200E+04
5.100000E-04 46898 3.733100E+04
5.200000E-04 47897 3.810900E+04
5.300000E-04 48933 3.895100E+04
5.400000E-04 49879 3.972300E+04
5.500000E-04 50800 4.045200E+04
5.600000E-04 51719 4.120400E+04
5.700000E-04 52611 4.193200E+04
5.800000E-04 53504 4.264400E+04
5.900000E-04 54398 4.337100E+04
6.000000E-04 55275 4.404900E+04
6.100000E-04 56214 4.481100E+04
6.200000E-04 57173 4.559100E+04
6.300000E-04 58119 4.635100E+04
6.400000E-04 59064 4.710600E+04
6.500000E-04 60084 4.789100E+04
6.600000E-04 61099 4.872100E+04
6.700000E-04 62075 4.952600E+04
6.800000E-04 63050 5.033400E+04
6.900000E-04 63986 5.110500E+04
7.000000E-04 64857 5.181200E+04
7.100000E-04 65774 5.253700E+04
7.200000E-04 66673 5.325100E+04
7.300000E-04 67560 5.392800E+04
7.400000E-04 68534 5.468600E+04
7.500000E-04 69528 5.548100E+04
7.600000E-04 70534 5.629400E+04
7.700000E-04 71495 5.708500E+04
7.800000E-04 72413 5.781200E+04
7.900000E-04 73397 5.859800E+04
8.000000E-04 74422 5.943400E+04
8.100000E-04 75353 6.018600E+04
8.200000E-04 76322 6.095500E+04
8.300000E-04 77289 6.174200E+04
8.400000E-04 78238 6.251800E+04
8.500000E-04 79260 6.334200E+04
8.600000E-04 80179 6.408200E+04
8.700000E-04 81099 6.481500E+04
8.800000E-04 82013 6.554100E+04
8.900000E-04 83024 6.634300E+04
9.000000E-04 84014 6.714500E+04
9.100000E-04 84977 6.792800E+04
9.200000E-04 85932 6.870400E+04
9.300000E-04 86883 6.947400E+04
9.400000E-04 87807 7.021500E+04
9.500000E-04 88786 7.101300E+04
9.600000E-04 89657 7.171000E+04
9.700000E-04 90557 7.242800E+04
9.800000E-04 91455 7.315700E+04
9.900000E-04 92394 7.392000E+04
1.000000E-03 93308 7.465700E+04
