 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 336 7.900000E+01
2.000000E-05 817 4.020000E+02
3.000000E-05 1463 8.490000E+02
4.000000E-05 2191 1.410000E+03
5.000000E-05 3054 2.088000E+03
6.000000E-05 3999 2.838000E+03
7.000000E-05 4942 3.621000E+03
8.000000E-05 5839 4.349000E+03
9.000000E-05 6764 5.077000E+03
1.000000E-04 7692 5.811000E+03
1.100000E-04 8723 6.644000E+03
1.200000E-04 9668 7.399000E+03
1.300000E-04 10604 8.143000E+03
1.400000E-04 11512 8.887000E+03
1.500000E-04 12442 9.648000E+03
1.600000E-04 13394 1.042500E+04
1.700000E-04 14256 1.111400E+04
1.800000E-04 15133 1.181200E+04
1.900000E-04 15994 1.249000E+04
2.000000E-04 16868 1.317000E+04
2.100000E-04 17800 1.392600E+04
2.200000E-04 18775 1.471600E+04
2.300000E-04 19761 1.551500E+04
2.400000E-04 20656 1.624600E+04
2.500000E-04 21607 1.699700E+04
2.600000E-04 22541 1.775200E+04
2.700000E-04 23488 1.849700E+04
2.800000E-04 24410 1.925600E+04
2.900000E-04 25348 2.000600E+04
3.000000E-04 26220 2.068100E+04
3.100000E-04 27176 2.145600E+04
3.200000E-04 28152 2.223900E+04
3.300000E-04 29175 2.306700E+04
3.400000E-04 30022 2.373800E+04
3.500000E-04 30911 2.445900E+04
3.600000E-04 31889 2.525700E+04
3.700000E-04 32838 2.603100E+04
3.800000E-04 33780 2.679000E+04
3.900000E-04 34778 2.759000E+04
4.000000E-04 35702 2.834100E+04
4.100000E-04 36562 2.899800E+04
4.200000E-04 37497 2.974300E+04
4.300000E-04 38394 3.047700E+04
4.400000E-04 39404 3.129100E+04
4.500000E-04 40323 3.204000E+04
4.600000E-04 41300 3.283000E+04
4.700000E-04 42213 3.356900E+04
4.800000E-04 43150 3.431200E+04
4.900000E-04 44054 3.500500E+04
5.000000E-04 45052 3.580300E+04
5.100000E-04 46102 3.665800E+04
5.200000E-04 47106 3.747400E+04
5.300000E-04 48049 3.823800E+04
5.400000E-04 48976 3.898400E+04
5.500000E-04 50007 3.980400E+04
5.600000E-04 51002 4.058100E+04
5.700000E-04 52060 4.144500E+04
5.800000E-04 53090 4.228700E+04
5.900000E-04 53969 4.301100E+04
6.000000E-04 54825 4.368600E+04
6.100000E-04 55678 4.434900E+04
6.200000E-04 56604 4.507100E+04
6.300000E-04 57544 4.584100E+04
6.400000E-04 58585 4.669400E+04
6.500000E-04 59540 4.747100E+04
6.600000E-04 60490 4.823800E+04
6.700000E-04 61414 4.897400E+04
6.800000E-04 62390 4.974600E+04
6.900000E-04 63293 5.047700E+04
7.000000E-04 64210 5.120900E+04
7.100000E-04 65125 5.192600E+04
7.200000E-04 66084 5.269900E+04
7.300000E-04 66979 5.343100E+04
7.400000E-04 67934 5.418500E+04
7.500000E-04 68850 5.492100E+04
7.600000E-04 69800 5.569300E+04
7.700000E-04 70746 5.643000E+04
7.800000E-04 71666 5.716400E+04
7.900000E-04 72632 5.792100E+04
8.000000E-04 73580 5.870700E+04
8.100000E-04 74559 5.949800E+04
8.200000E-04 75474 6.022900E+04
8.300000E-04 76446 6.099900E+04
8.400000E-04 77383 6.175600E+04
8.500000E-04 78325 6.250900E+04
8.600000E-04 79253 6.326900E+04
8.700000E-04 80212 6.403800E+04
8.800000E-04 81184 6.479500E+04
8.900000E-04 82187 6.560700E+04
9.000000E-04 83220 6.643000E+04
9.100000E-04 84178 6.718700E+04
9.200000E-04 85134 6.796600E+04
9.300000E-04 86169 6.878800E+04
9.400000E-04 87191 6.963500E+04
9.500000E-04 88186 7.044200E+04
9.600000E-04 89163 7.125300E+04
9.700000E-04 90048 7.195100E+04
9.800000E-04 90967 7.267900E+04
9.900000E-04 91857 7.338500E+04
1.000000E-03 92792 7.415100E+04
