 time E 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 465 4.000000E+01 9.000000E+00
2.000000E-05 1011 1.970000E+02 9.000000E+00
3.000000E-05 1693 4.970000E+02 4.200000E+01
4.000000E-05 2534 8.970000E+02 1.120000E+02
5.000000E-05 3437 1.380000E+03 2.090000E+02
6.000000E-05 4381 1.895000E+03 2.800000E+02
7.000000E-05 5396 2.481000E+03 3.580000E+02
8.000000E-05 6392 3.084000E+03 4.270000E+02
9.000000E-05 7357 3.647000E+03 5.130000E+02
1.000000E-04 8343 4.230000E+03 5.670000E+02
1.100000E-04 9365 4.857000E+03 6.450000E+02
1.200000E-04 10331 5.417000E+03 7.230000E+02
1.300000E-04 11304 6.011000E+03 8.030000E+02
1.400000E-04 12342 6.614000E+03 8.690000E+02
1.500000E-04 13333 7.192000E+03 9.530000E+02
1.600000E-04 14328 7.788000E+03 1.050000E+03
1.700000E-04 15229 8.314000E+03 1.130000E+03
1.800000E-04 16142 8.839000E+03 1.200000E+03
1.900000E-04 17116 9.407000E+03 1.241000E+03
2.000000E-04 18062 9.964000E+03 1.309000E+03
2.100000E-04 19015 1.054800E+04 1.356000E+03
2.200000E-04 19983 1.110600E+04 1.423000E+03
2.300000E-04 20850 1.161500E+04 1.532000E+03
2.400000E-04 21723 1.208800E+04 1.593000E+03
2.500000E-04 22648 1.257800E+04 1.713000E+03
2.600000E-04 23591 1.308500E+04 1.834000E+03
2.700000E-04 24556 1.362200E+04 1.909000E+03
2.800000E-04 25480 1.417700E+04 1.984000E+03
2.900000E-04 26481 1.475700E+04 2.086000E+03
3.000000E-04 27408 1.531700E+04 2.153000E+03
3.100000E-04 28382 1.586500E+04 2.236000E+03
3.200000E-04 29387 1.643900E+04 2.321000E+03
3.300000E-04 30340 1.697100E+04 2.403000E+03
3.400000E-04 31231 1.748500E+04 2.468000E+03
3.500000E-04 32126 1.803100E+04 2.545000E+03
3.600000E-04 32967 1.852700E+04 2.607000E+03
3.700000E-04 33907 1.904800E+04 2.656000E+03
3.800000E-04 34840 1.957800E+04 2.719000E+03
3.900000E-04 35745 2.009400E+04 2.790000E+03
4.000000E-04 36657 2.059100E+04 2.896000E+03
4.100000E-04 37607 2.111300E+04 3.002000E+03
4.200000E-04 38634 2.170500E+04 3.043000E+03
4.300000E-04 39588 2.227000E+04 3.159000E+03
4.400000E-04 40601 2.284500E+04 3.239000E+03
4.500000E-04 41518 2.338000E+04 3.319000E+03
4.600000E-04 42418 2.388500E+04 3.385000E+03
4.700000E-04 43386 2.444100E+04 3.480000E+03
4.800000E-04 44304 2.497300E+04 3.565000E+03
4.900000E-04 45212 2.550800E+04 3.609000E+03
5.000000E-04 46162 2.603700E+04 3.669000E+03
5.100000E-04 47096 2.657800E+04 3.732000E+03
5.200000E-04 48054 2.712500E+04 3.804000E+03
5.300000E-04 49020 2.771300E+04 3.877000E+03
5.400000E-04 49989 2.826200E+04 3.969000E+03
5.500000E-04 50991 2.885500E+04 4.007000E+03
5.600000E-04 51926 2.940100E+04 4.086000E+03
5.700000E-04 52921 3.000100E+04 4.169000E+03
5.800000E-04 53890 3.054500E+04 4.247000E+03
5.900000E-04 54829 3.109000E+04 4.314000E+03
6.000000E-04 55771 3.166000E+04 4.398000E+03
6.100000E-04 56732 3.220600E+04 4.458000E+03
6.200000E-04 57733 3.281500E+04 4.493000E+03
6.300000E-04 58716 3.339100E+04 4.568000E+03
6.400000E-04 59694 3.394300E+04 4.593000E+03
6.500000E-04 60686 3.452200E+04 4.637000E+03
6.600000E-04 61656 3.508900E+04 4.719000E+03
6.700000E-04 62617 3.564100E+04 4.819000E+03
6.800000E-04 63501 3.617400E+04 4.847000E+03
6.900000E-04 64462 3.672300E+04 4.928000E+03
7.000000E-04 65422 3.729800E+04 4.991000E+03
7.100000E-04 66335 3.782100E+04 5.063000E+03
7.200000E-04 67324 3.839500E+04 5.111000E+03
7.300000E-04 68237 3.891200E+04 5.203000E+03
7.400000E-04 69113 3.938300E+04 5.267000E+03
7.500000E-04 70005 3.991000E+04 5.303000E+03
7.600000E-04 71005 4.048600E+04 5.381000E+03
7.700000E-04 71957 4.105100E+04 5.474000E+03
7.800000E-04 72908 4.158200E+04 5.547000E+03
7.900000E-04 73887 4.214900E+04 5.584000E+03
8.000000E-04 74811 4.267400E+04 5.657000E+03
8.100000E-04 75752 4.317300E+04 5.728000E+03
8.200000E-04 76664 4.365900E+04 5.787000E+03
8.300000E-04 77650 4.423500E+04 5.856000E+03
8.400000E-04 78553 4.475000E+04 5.965000E+03
8.500000E-04 79552 4.533300E+04 6.044000E+03
8.600000E-04 80542 4.589000E+04 6.103000E+03
8.700000E-04 81420 4.637800E+04 6.168000E+03
8.800000E-04 82394 4.692600E+04 6.247000E+03
8.900000E-04 83336 4.747800E+04 6.323000E+03
9.000000E-04 84307 4.802900E+04 6.417000E+03
9.100000E-04 85335 4.862500E+04 6.494000E+03
9.200000E-04 86232 4.914800E+04 6.556000E+03
9.300000E-04 87256 4.974200E+04 6.671000E+03
9.400000E-04 88214 5.027000E+04 6.809000E+03
9.500000E-04 89089 5.079800E+04 6.885000E+03
9.600000E-04 90016 5.132000E+04 6.983000E+03
9.700000E-04 90898 5.181400E+04 7.072000E+03
9.800000E-04 91750 5.228500E+04 7.100000E+03
9.900000E-04 92593 5.275700E+04 7.201000E+03
1.000000E-03 93566 5.329800E+04 7.320000E+03
