 time E 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 462 3.300000E+01 0.000000E+00
2.000000E-05 1004 2.120000E+02 3.600000E+01
3.000000E-05 1740 5.010000E+02 8.500000E+01
4.000000E-05 2586 9.330000E+02 1.300000E+02
5.000000E-05 3454 1.431000E+03 1.910000E+02
6.000000E-05 4434 1.999000E+03 2.830000E+02
7.000000E-05 5279 2.484000E+03 3.480000E+02
8.000000E-05 6217 3.003000E+03 4.370000E+02
9.000000E-05 7144 3.492000E+03 5.100000E+02
1.000000E-04 8170 4.081000E+03 5.930000E+02
1.100000E-04 9143 4.630000E+03 6.870000E+02
1.200000E-04 10120 5.195000E+03 7.470000E+02
1.300000E-04 11143 5.780000E+03 8.130000E+02
1.400000E-04 12021 6.276000E+03 8.620000E+02
1.500000E-04 12979 6.800000E+03 9.170000E+02
1.600000E-04 13869 7.308000E+03 1.016000E+03
1.700000E-04 14846 7.832000E+03 1.091000E+03
1.800000E-04 15803 8.394000E+03 1.131000E+03
1.900000E-04 16724 8.922000E+03 1.222000E+03
2.000000E-04 17731 9.476000E+03 1.331000E+03
2.100000E-04 18767 1.006000E+04 1.383000E+03
2.200000E-04 19821 1.069600E+04 1.458000E+03
2.300000E-04 20865 1.131500E+04 1.548000E+03
2.400000E-04 21870 1.189300E+04 1.616000E+03
2.500000E-04 22851 1.247000E+04 1.655000E+03
2.600000E-04 23801 1.300500E+04 1.710000E+03
2.700000E-04 24737 1.355400E+04 1.778000E+03
2.800000E-04 25701 1.412000E+04 1.838000E+03
2.900000E-04 26717 1.468600E+04 1.955000E+03
3.000000E-04 27692 1.523900E+04 2.062000E+03
3.100000E-04 28703 1.582300E+04 2.117000E+03
3.200000E-04 29730 1.641700E+04 2.181000E+03
3.300000E-04 30738 1.701900E+04 2.245000E+03
3.400000E-04 31772 1.763500E+04 2.299000E+03
3.500000E-04 32763 1.819700E+04 2.369000E+03
3.600000E-04 33721 1.877600E+04 2.456000E+03
3.700000E-04 34766 1.941100E+04 2.529000E+03
3.800000E-04 35734 1.999900E+04 2.594000E+03
3.900000E-04 36694 2.056300E+04 2.626000E+03
4.000000E-04 37649 2.108500E+04 2.709000E+03
4.100000E-04 38600 2.165800E+04 2.764000E+03
4.200000E-04 39505 2.217700E+04 2.816000E+03
4.300000E-04 40524 2.273900E+04 2.931000E+03
4.400000E-04 41455 2.329700E+04 3.000000E+03
4.500000E-04 42341 2.384400E+04 3.077000E+03
4.600000E-04 43236 2.434700E+04 3.179000E+03
4.700000E-04 44099 2.481900E+04 3.239000E+03
4.800000E-04 44989 2.532800E+04 3.299000E+03
4.900000E-04 45910 2.581000E+04 3.375000E+03
5.000000E-04 46844 2.634300E+04 3.452000E+03
5.100000E-04 47839 2.692600E+04 3.544000E+03
5.200000E-04 48780 2.751400E+04 3.609000E+03
5.300000E-04 49756 2.809000E+04 3.674000E+03
5.400000E-04 50747 2.864300E+04 3.773000E+03
5.500000E-04 51733 2.926100E+04 3.814000E+03
5.600000E-04 52697 2.980700E+04 3.896000E+03
5.700000E-04 53654 3.033700E+04 3.986000E+03
5.800000E-04 54572 3.083700E+04 4.074000E+03
5.900000E-04 55488 3.134300E+04 4.162000E+03
6.000000E-04 56486 3.189900E+04 4.220000E+03
6.100000E-04 57516 3.249200E+04 4.289000E+03
6.200000E-04 58526 3.307600E+04 4.373000E+03
6.300000E-04 59537 3.366300E+04 4.456000E+03
6.400000E-04 60512 3.422600E+04 4.544000E+03
6.500000E-04 61466 3.477500E+04 4.602000E+03
6.600000E-04 62443 3.537400E+04 4.636000E+03
6.700000E-04 63452 3.597100E+04 4.686000E+03
6.800000E-04 64438 3.652500E+04 4.759000E+03
6.900000E-04 65363 3.707600E+04 4.776000E+03
7.000000E-04 66337 3.763100E+04 4.874000E+03
7.100000E-04 67242 3.813800E+04 4.970000E+03
7.200000E-04 68147 3.863600E+04 5.063000E+03
7.300000E-04 69080 3.916600E+04 5.138000E+03
7.400000E-04 70123 3.974900E+04 5.217000E+03
7.500000E-04 71069 4.029300E+04 5.283000E+03
7.600000E-04 72048 4.087500E+04 5.355000E+03
7.700000E-04 73058 4.144800E+04 5.428000E+03
7.800000E-04 74045 4.203200E+04 5.504000E+03
7.900000E-04 75044 4.260200E+04 5.593000E+03
8.000000E-04 76013 4.316800E+04 5.694000E+03
8.100000E-04 76991 4.374500E+04 5.769000E+03
8.200000E-04 77945 4.429100E+04 5.828000E+03
8.300000E-04 78949 4.490300E+04 5.894000E+03
8.400000E-04 79881 4.543800E+04 5.988000E+03
8.500000E-04 80888 4.605800E+04 6.086000E+03
8.600000E-04 81869 4.659800E+04 6.137000E+03
8.700000E-04 82847 4.714400E+04 6.227000E+03
8.800000E-04 83791 4.766700E+04 6.298000E+03
8.900000E-04 84722 4.818600E+04 6.364000E+03
9.000000E-04 85603 4.868500E+04 6.455000E+03
9.100000E-04 86528 4.920200E+04 6.526000E+03
9.200000E-04 87465 4.971000E+04 6.603000E+03
9.300000E-04 88392 5.023400E+04 6.660000E+03
9.400000E-04 89314 5.075100E+04 6.744000E+03
9.500000E-04 90271 5.130600E+04 6.828000E+03
9.600000E-04 91174 5.182700E+04 6.869000E+03
9.700000E-04 92146 5.238200E+04 6.933000E+03
9.800000E-04 93091 5.290000E+04 7.001000E+03
9.900000E-04 94095 5.350000E+04 7.096000E+03
1.000000E-03 95002 5.401800E+04 7.140000E+03
