 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 258 4.400000E+01
2.000000E-05 722 3.230000E+02
3.000000E-05 1362 8.030000E+02
4.000000E-05 2156 1.401000E+03
5.000000E-05 3054 2.083000E+03
6.000000E-05 4062 2.913000E+03
7.000000E-05 5065 3.739000E+03
8.000000E-05 6021 4.504000E+03
9.000000E-05 6989 5.296000E+03
1.000000E-04 7964 6.070000E+03
1.100000E-04 8970 6.867000E+03
1.200000E-04 9916 7.620000E+03
1.300000E-04 10856 8.373000E+03
1.400000E-04 11887 9.212000E+03
1.500000E-04 12822 9.978000E+03
1.600000E-04 13742 1.071300E+04
1.700000E-04 14673 1.145000E+04
1.800000E-04 15646 1.219800E+04
1.900000E-04 16624 1.298800E+04
2.000000E-04 17638 1.379600E+04
2.100000E-04 18679 1.465000E+04
2.200000E-04 19667 1.544400E+04
2.300000E-04 20713 1.628700E+04
2.400000E-04 21753 1.712300E+04
2.500000E-04 22695 1.787900E+04
2.600000E-04 23667 1.868100E+04
2.700000E-04 24590 1.940500E+04
2.800000E-04 25547 2.016100E+04
2.900000E-04 26564 2.096500E+04
3.000000E-04 27520 2.175100E+04
3.100000E-04 28567 2.259000E+04
3.200000E-04 29523 2.335500E+04
3.300000E-04 30578 2.421000E+04
3.400000E-04 31527 2.496500E+04
3.500000E-04 32443 2.570000E+04
3.600000E-04 33366 2.643700E+04
3.700000E-04 34271 2.717700E+04
3.800000E-04 35163 2.789900E+04
3.900000E-04 36063 2.860200E+04
4.000000E-04 37003 2.933900E+04
4.100000E-04 37961 3.009100E+04
4.200000E-04 38945 3.088200E+04
4.300000E-04 39917 3.166500E+04
4.400000E-04 40871 3.244500E+04
4.500000E-04 41877 3.322400E+04
4.600000E-04 42801 3.395600E+04
4.700000E-04 43834 3.478100E+04
4.800000E-04 44861 3.563200E+04
4.900000E-04 45863 3.645600E+04
5.000000E-04 46821 3.722500E+04
5.100000E-04 47801 3.798900E+04
5.200000E-04 48773 3.875600E+04
5.300000E-04 49668 3.949300E+04
5.400000E-04 50678 4.029700E+04
5.500000E-04 51610 4.105800E+04
5.600000E-04 52567 4.183500E+04
5.700000E-04 53546 4.262700E+04
5.800000E-04 54434 4.334100E+04
5.900000E-04 55328 4.406100E+04
6.000000E-04 56248 4.479700E+04
6.100000E-04 57095 4.547200E+04
6.200000E-04 57963 4.615700E+04
6.300000E-04 58815 4.682900E+04
6.400000E-04 59718 4.755800E+04
6.500000E-04 60650 4.829300E+04
6.600000E-04 61538 4.900500E+04
6.700000E-04 62459 4.972300E+04
6.800000E-04 63462 5.053400E+04
6.900000E-04 64489 5.135900E+04
7.000000E-04 65477 5.218100E+04
7.100000E-04 66500 5.300900E+04
7.200000E-04 67403 5.371600E+04
7.300000E-04 68347 5.447700E+04
7.400000E-04 69307 5.523900E+04
7.500000E-04 70219 5.597800E+04
7.600000E-04 71191 5.675800E+04
7.700000E-04 72154 5.753300E+04
7.800000E-04 73066 5.825800E+04
7.900000E-04 73981 5.899400E+04
8.000000E-04 74922 5.973800E+04
8.100000E-04 75911 6.054000E+04
8.200000E-04 76940 6.137900E+04
8.300000E-04 77837 6.208300E+04
8.400000E-04 78818 6.285100E+04
8.500000E-04 79790 6.363400E+04
8.600000E-04 80845 6.444000E+04
8.700000E-04 81894 6.530100E+04
8.800000E-04 82915 6.616000E+04
8.900000E-04 83872 6.694700E+04
9.000000E-04 84773 6.766600E+04
9.100000E-04 85720 6.843400E+04
9.200000E-04 86600 6.914500E+04
9.300000E-04 87477 6.985100E+04
9.400000E-04 88378 7.056800E+04
9.500000E-04 89341 7.133500E+04
9.600000E-04 90360 7.214700E+04
9.700000E-04 91278 7.287600E+04
9.800000E-04 92291 7.367400E+04
9.900000E-04 93264 7.447500E+04
1.000000E-03 94170 7.522300E+04
