 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 279 6.400000E+01
2.000000E-05 684 3.100000E+02
3.000000E-05 1277 7.300000E+02
4.000000E-05 1981 1.254000E+03
5.000000E-05 2813 1.924000E+03
6.000000E-05 3731 2.644000E+03
7.000000E-05 4682 3.380000E+03
8.000000E-05 5597 4.127000E+03
9.000000E-05 6528 4.874000E+03
1.000000E-04 7467 5.625000E+03
1.100000E-04 8457 6.411000E+03
1.200000E-04 9456 7.219000E+03
1.300000E-04 10411 7.989000E+03
1.400000E-04 11296 8.702000E+03
1.500000E-04 12223 9.462000E+03
1.600000E-04 13085 1.015700E+04
1.700000E-04 13902 1.081300E+04
1.800000E-04 14805 1.152500E+04
1.900000E-04 15659 1.221000E+04
2.000000E-04 16591 1.294200E+04
2.100000E-04 17548 1.372300E+04
2.200000E-04 18428 1.442000E+04
2.300000E-04 19336 1.516200E+04
2.400000E-04 20320 1.594700E+04
2.500000E-04 21281 1.673800E+04
2.600000E-04 22268 1.752500E+04
2.700000E-04 23226 1.827700E+04
2.800000E-04 24267 1.911600E+04
2.900000E-04 25219 1.988700E+04
3.000000E-04 26184 2.066500E+04
3.100000E-04 27167 2.144900E+04
3.200000E-04 28185 2.225700E+04
3.300000E-04 29186 2.306700E+04
3.400000E-04 30183 2.386500E+04
3.500000E-04 31214 2.469200E+04
3.600000E-04 32218 2.549900E+04
3.700000E-04 33233 2.631300E+04
3.800000E-04 34213 2.710500E+04
3.900000E-04 35198 2.788100E+04
4.000000E-04 36249 2.872800E+04
4.100000E-04 37313 2.957600E+04
4.200000E-04 38292 3.039100E+04
4.300000E-04 39252 3.114200E+04
4.400000E-04 40194 3.191000E+04
4.500000E-04 41154 3.268500E+04
4.600000E-04 42081 3.343400E+04
4.700000E-04 42993 3.415700E+04
4.800000E-04 43972 3.494000E+04
4.900000E-04 44907 3.570800E+04
5.000000E-04 45846 3.648700E+04
5.100000E-04 46746 3.720400E+04
5.200000E-04 47627 3.790000E+04
5.300000E-04 48571 3.861200E+04
5.400000E-04 49528 3.938900E+04
5.500000E-04 50443 4.010400E+04
5.600000E-04 51482 4.094400E+04
5.700000E-04 52506 4.178500E+04
5.800000E-04 53484 4.257500E+04
5.900000E-04 54459 4.335100E+04
6.000000E-04 55409 4.412500E+04
6.100000E-04 56411 4.494500E+04
6.200000E-04 57383 4.571600E+04
6.300000E-04 58342 4.649300E+04
6.400000E-04 59269 4.725000E+04
6.500000E-04 60195 4.799000E+04
6.600000E-04 61134 4.876400E+04
6.700000E-04 62024 4.948000E+04
6.800000E-04 62949 5.022600E+04
6.900000E-04 63841 5.094000E+04
7.000000E-04 64766 5.166700E+04
7.100000E-04 65628 5.235900E+04
7.200000E-04 66541 5.308500E+04
7.300000E-04 67493 5.385400E+04
7.400000E-04 68530 5.466600E+04
7.500000E-04 69503 5.545700E+04
7.600000E-04 70465 5.622200E+04
7.700000E-04 71471 5.702500E+04
7.800000E-04 72490 5.784200E+04
7.900000E-04 73504 5.867800E+04
8.000000E-04 74467 5.945600E+04
8.100000E-04 75432 6.022900E+04
8.200000E-04 76364 6.100200E+04
8.300000E-04 77278 6.173300E+04
8.400000E-04 78246 6.248300E+04
8.500000E-04 79181 6.325200E+04
8.600000E-04 80216 6.408300E+04
8.700000E-04 81199 6.486900E+04
8.800000E-04 82138 6.562500E+04
8.900000E-04 83082 6.637300E+04
9.000000E-04 83902 6.704700E+04
9.100000E-04 84845 6.780400E+04
9.200000E-04 85728 6.852500E+04
9.300000E-04 86694 6.929300E+04
9.400000E-04 87616 7.002000E+04
9.500000E-04 88548 7.076300E+04
9.600000E-04 89422 7.145400E+04
9.700000E-04 90313 7.216000E+04
9.800000E-04 91278 7.294400E+04
9.900000E-04 92195 7.369400E+04
1.000000E-03 93079 7.439100E+04
