 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 320 8.400000E+01
2.000000E-05 761 3.450000E+02
3.000000E-05 1413 8.250000E+02
4.000000E-05 2164 1.396000E+03
5.000000E-05 3018 2.058000E+03
6.000000E-05 3957 2.805000E+03
7.000000E-05 4957 3.608000E+03
8.000000E-05 5940 4.388000E+03
9.000000E-05 6916 5.175000E+03
1.000000E-04 7923 5.981000E+03
1.100000E-04 8856 6.725000E+03
1.200000E-04 9840 7.526000E+03
1.300000E-04 10840 8.320000E+03
1.400000E-04 11806 9.109000E+03
1.500000E-04 12769 9.886000E+03
1.600000E-04 13760 1.067900E+04
1.700000E-04 14734 1.144700E+04
1.800000E-04 15652 1.217700E+04
1.900000E-04 16557 1.290300E+04
2.000000E-04 17559 1.370000E+04
2.100000E-04 18529 1.446400E+04
2.200000E-04 19491 1.523800E+04
2.300000E-04 20448 1.601300E+04
2.400000E-04 21395 1.678200E+04
2.500000E-04 22265 1.748200E+04
2.600000E-04 23201 1.822500E+04
2.700000E-04 24119 1.896800E+04
2.800000E-04 25027 1.970000E+04
2.900000E-04 25931 2.042600E+04
3.000000E-04 26859 2.115600E+04
3.100000E-04 27871 2.196200E+04
3.200000E-04 28813 2.273500E+04
3.300000E-04 29760 2.351100E+04
3.400000E-04 30740 2.428900E+04
3.500000E-04 31652 2.502700E+04
3.600000E-04 32561 2.574200E+04
3.700000E-04 33555 2.652600E+04
3.800000E-04 34493 2.728500E+04
3.900000E-04 35412 2.802800E+04
4.000000E-04 36470 2.883800E+04
4.100000E-04 37421 2.958100E+04
4.200000E-04 38491 3.045600E+04
4.300000E-04 39456 3.125800E+04
4.400000E-04 40438 3.205400E+04
4.500000E-04 41370 3.283000E+04
4.600000E-04 42327 3.359700E+04
4.700000E-04 43254 3.432900E+04
4.800000E-04 44190 3.508700E+04
4.900000E-04 45124 3.582600E+04
5.000000E-04 46091 3.658700E+04
5.100000E-04 47072 3.738200E+04
5.200000E-04 48029 3.813900E+04
5.300000E-04 49034 3.895200E+04
5.400000E-04 50062 3.976400E+04
5.500000E-04 51041 4.054100E+04
5.600000E-04 52032 4.134100E+04
5.700000E-04 53076 4.218400E+04
5.800000E-04 54108 4.302300E+04
5.900000E-04 55063 4.379800E+04
6.000000E-04 55971 4.453200E+04
6.100000E-04 56906 4.528000E+04
6.200000E-04 57816 4.602200E+04
6.300000E-04 58734 4.675800E+04
6.400000E-04 59751 4.756300E+04
6.500000E-04 60810 4.841900E+04
6.600000E-04 61738 4.917000E+04
6.700000E-04 62686 4.993700E+04
6.800000E-04 63699 5.074100E+04
6.900000E-04 64746 5.158800E+04
7.000000E-04 65677 5.235100E+04
7.100000E-04 66601 5.309900E+04
7.200000E-04 67510 5.381800E+04
7.300000E-04 68449 5.456500E+04
7.400000E-04 69406 5.532400E+04
7.500000E-04 70384 5.611800E+04
7.600000E-04 71351 5.688400E+04
7.700000E-04 72364 5.768000E+04
7.800000E-04 73262 5.840400E+04
7.900000E-04 74225 5.919400E+04
8.000000E-04 75068 5.988200E+04
8.100000E-04 76002 6.064200E+04
8.200000E-04 76885 6.133700E+04
8.300000E-04 77821 6.208800E+04
8.400000E-04 78751 6.284400E+04
8.500000E-04 79657 6.357000E+04
8.600000E-04 80531 6.427800E+04
8.700000E-04 81466 6.501700E+04
8.800000E-04 82380 6.574800E+04
8.900000E-04 83353 6.654000E+04
9.000000E-04 84283 6.730800E+04
9.100000E-04 85183 6.803300E+04
9.200000E-04 86036 6.870600E+04
9.300000E-04 86852 6.935600E+04
9.400000E-04 87682 7.001000E+04
9.500000E-04 88589 7.073000E+04
9.600000E-04 89546 7.148300E+04
9.700000E-04 90491 7.224600E+04
9.800000E-04 91397 7.297900E+04
9.900000E-04 92407 7.377500E+04
1.000000E-03 93392 7.456400E+04
