 time E 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 431 4.900000E+01 8.000000E+00
2.000000E-05 988 2.290000E+02 3.700000E+01
3.000000E-05 1740 5.680000E+02 5.800000E+01
4.000000E-05 2570 9.990000E+02 1.160000E+02
5.000000E-05 3440 1.487000E+03 1.720000E+02
6.000000E-05 4355 1.981000E+03 2.370000E+02
7.000000E-05 5342 2.535000E+03 3.230000E+02
8.000000E-05 6407 3.153000E+03 3.950000E+02
9.000000E-05 7420 3.765000E+03 4.850000E+02
1.000000E-04 8459 4.395000E+03 5.430000E+02
1.100000E-04 9467 4.987000E+03 5.980000E+02
1.200000E-04 10443 5.556000E+03 6.380000E+02
1.300000E-04 11450 6.129000E+03 6.780000E+02
1.400000E-04 12475 6.722000E+03 7.410000E+02
1.500000E-04 13409 7.286000E+03 8.330000E+02
1.600000E-04 14347 7.830000E+03 9.040000E+02
1.700000E-04 15240 8.335000E+03 9.840000E+02
1.800000E-04 16154 8.843000E+03 1.034000E+03
1.900000E-04 17063 9.338000E+03 1.129000E+03
2.000000E-04 17970 9.835000E+03 1.189000E+03
2.100000E-04 18896 1.032900E+04 1.252000E+03
2.200000E-04 19844 1.088300E+04 1.372000E+03
2.300000E-04 20812 1.145900E+04 1.446000E+03
2.400000E-04 21779 1.201300E+04 1.509000E+03
2.500000E-04 22798 1.258000E+04 1.580000E+03
2.600000E-04 23715 1.311000E+04 1.640000E+03
2.700000E-04 24677 1.365600E+04 1.707000E+03
2.800000E-04 25589 1.416800E+04 1.781000E+03
2.900000E-04 26502 1.471000E+04 1.818000E+03
3.000000E-04 27475 1.526800E+04 1.877000E+03
3.100000E-04 28375 1.578700E+04 1.985000E+03
3.200000E-04 29315 1.634100E+04 2.088000E+03
3.300000E-04 30278 1.690200E+04 2.174000E+03
3.400000E-04 31189 1.743500E+04 2.243000E+03
3.500000E-04 32131 1.797000E+04 2.348000E+03
3.600000E-04 33101 1.853500E+04 2.426000E+03
3.700000E-04 34115 1.913100E+04 2.483000E+03
3.800000E-04 35133 1.972300E+04 2.560000E+03
3.900000E-04 36087 2.028800E+04 2.610000E+03
4.000000E-04 37055 2.086300E+04 2.683000E+03
4.100000E-04 37940 2.136100E+04 2.715000E+03
4.200000E-04 38899 2.189600E+04 2.782000E+03
4.300000E-04 39797 2.243400E+04 2.858000E+03
4.400000E-04 40730 2.299400E+04 2.927000E+03
4.500000E-04 41689 2.353400E+04 3.024000E+03
4.600000E-04 42607 2.403100E+04 3.089000E+03
4.700000E-04 43548 2.456200E+04 3.147000E+03
4.800000E-04 44536 2.511100E+04 3.204000E+03
4.900000E-04 45484 2.566200E+04 3.272000E+03
5.000000E-04 46375 2.617200E+04 3.313000E+03
5.100000E-04 47236 2.664600E+04 3.378000E+03
5.200000E-04 48120 2.715900E+04 3.462000E+03
5.300000E-04 49074 2.768200E+04 3.553000E+03
5.400000E-04 50066 2.825200E+04 3.624000E+03
5.500000E-04 51060 2.883100E+04 3.715000E+03
5.600000E-04 51999 2.935500E+04 3.779000E+03
5.700000E-04 52979 2.988600E+04 3.860000E+03
5.800000E-04 53953 3.044200E+04 3.919000E+03
5.900000E-04 54967 3.105000E+04 4.022000E+03
6.000000E-04 55928 3.162000E+04 4.116000E+03
6.100000E-04 56912 3.221200E+04 4.214000E+03
6.200000E-04 57885 3.272300E+04 4.325000E+03
6.300000E-04 58786 3.320300E+04 4.390000E+03
6.400000E-04 59727 3.374000E+04 4.466000E+03
6.500000E-04 60686 3.428900E+04 4.533000E+03
6.600000E-04 61710 3.491300E+04 4.577000E+03
6.700000E-04 62688 3.549800E+04 4.611000E+03
6.800000E-04 63615 3.604800E+04 4.689000E+03
6.900000E-04 64615 3.660500E+04 4.738000E+03
7.000000E-04 65590 3.716100E+04 4.788000E+03
7.100000E-04 66546 3.773100E+04 4.873000E+03
7.200000E-04 67507 3.828400E+04 4.965000E+03
7.300000E-04 68490 3.887800E+04 4.994000E+03
7.400000E-04 69464 3.943400E+04 5.103000E+03
7.500000E-04 70426 3.997800E+04 5.176000E+03
7.600000E-04 71430 4.056600E+04 5.201000E+03
7.700000E-04 72374 4.113700E+04 5.258000E+03
7.800000E-04 73400 4.170400E+04 5.339000E+03
7.900000E-04 74453 4.230100E+04 5.431000E+03
8.000000E-04 75471 4.289800E+04 5.491000E+03
8.100000E-04 76434 4.345600E+04 5.547000E+03
8.200000E-04 77362 4.398800E+04 5.569000E+03
8.300000E-04 78307 4.451600E+04 5.609000E+03
8.400000E-04 79229 4.505100E+04 5.674000E+03
8.500000E-04 80209 4.562900E+04 5.759000E+03
8.600000E-04 81227 4.623400E+04 5.857000E+03
8.700000E-04 82194 4.677100E+04 5.916000E+03
8.800000E-04 83176 4.733600E+04 6.006000E+03
8.900000E-04 84137 4.791600E+04 6.045000E+03
9.000000E-04 85095 4.848200E+04 6.105000E+03
9.100000E-04 86049 4.901500E+04 6.189000E+03
9.200000E-04 86990 4.956700E+04 6.231000E+03
9.300000E-04 88008 5.017600E+04 6.285000E+03
9.400000E-04 88996 5.074800E+04 6.345000E+03
9.500000E-04 89998 5.133900E+04 6.445000E+03
9.600000E-04 90931 5.188700E+04 6.499000E+03
9.700000E-04 91954 5.250300E+04 6.551000E+03
9.800000E-04 92971 5.309000E+04 6.632000E+03
9.900000E-04 94025 5.372500E+04 6.675000E+03
1.000000E-03 95002 5.429800E+04 6.747000E+03
