 time E 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 430 3.700000E+01 1.000000E+01
2.000000E-05 1022 2.130000E+02 2.000000E+01
3.000000E-05 1756 5.320000E+02 6.000000E+01
4.000000E-05 2546 9.510000E+02 1.200000E+02
5.000000E-05 3461 1.444000E+03 1.950000E+02
6.000000E-05 4423 1.960000E+03 2.700000E+02
7.000000E-05 5356 2.499000E+03 3.430000E+02
8.000000E-05 6325 3.060000E+03 4.660000E+02
9.000000E-05 7311 3.612000E+03 5.350000E+02
1.000000E-04 8243 4.136000E+03 5.830000E+02
1.100000E-04 9265 4.748000E+03 6.430000E+02
1.200000E-04 10241 5.319000E+03 6.980000E+02
1.300000E-04 11175 5.873000E+03 7.960000E+02
1.400000E-04 12134 6.405000E+03 8.700000E+02
1.500000E-04 13127 6.999000E+03 9.870000E+02
1.600000E-04 14115 7.570000E+03 1.072000E+03
1.700000E-04 15071 8.133000E+03 1.118000E+03
1.800000E-04 16030 8.699000E+03 1.193000E+03
1.900000E-04 16967 9.259000E+03 1.262000E+03
2.000000E-04 17881 9.778000E+03 1.338000E+03
2.100000E-04 18775 1.028400E+04 1.454000E+03
2.200000E-04 19702 1.084000E+04 1.545000E+03
2.300000E-04 20624 1.136200E+04 1.617000E+03
2.400000E-04 21569 1.188400E+04 1.700000E+03
2.500000E-04 22503 1.240200E+04 1.763000E+03
2.600000E-04 23389 1.291400E+04 1.827000E+03
2.700000E-04 24309 1.344400E+04 1.868000E+03
2.800000E-04 25265 1.398800E+04 1.925000E+03
2.900000E-04 26250 1.455700E+04 2.014000E+03
3.000000E-04 27224 1.515800E+04 2.079000E+03
3.100000E-04 28231 1.572700E+04 2.142000E+03
3.200000E-04 29175 1.626500E+04 2.229000E+03
3.300000E-04 30059 1.677900E+04 2.286000E+03
3.400000E-04 31042 1.730800E+04 2.367000E+03
3.500000E-04 31959 1.783700E+04 2.411000E+03
3.600000E-04 32980 1.843900E+04 2.494000E+03
3.700000E-04 33993 1.903400E+04 2.586000E+03
3.800000E-04 34967 1.958300E+04 2.675000E+03
3.900000E-04 35922 2.010600E+04 2.763000E+03
4.000000E-04 36855 2.064800E+04 2.844000E+03
4.100000E-04 37841 2.121500E+04 2.898000E+03
4.200000E-04 38780 2.176900E+04 2.986000E+03
4.300000E-04 39704 2.230300E+04 3.042000E+03
4.400000E-04 40704 2.288700E+04 3.147000E+03
4.500000E-04 41639 2.342400E+04 3.204000E+03
4.600000E-04 42574 2.394900E+04 3.264000E+03
4.700000E-04 43592 2.457300E+04 3.348000E+03
4.800000E-04 44688 2.525400E+04 3.403000E+03
4.900000E-04 45682 2.585000E+04 3.433000E+03
5.000000E-04 46664 2.644100E+04 3.516000E+03
5.100000E-04 47613 2.699100E+04 3.601000E+03
5.200000E-04 48570 2.753400E+04 3.663000E+03
5.300000E-04 49495 2.805200E+04 3.762000E+03
5.400000E-04 50501 2.861300E+04 3.818000E+03
5.500000E-04 51487 2.919300E+04 3.897000E+03
5.600000E-04 52475 2.976100E+04 3.966000E+03
5.700000E-04 53384 3.026600E+04 4.074000E+03
5.800000E-04 54321 3.079800E+04 4.153000E+03
5.900000E-04 55238 3.132400E+04 4.181000E+03
6.000000E-04 56138 3.181500E+04 4.254000E+03
6.100000E-04 57096 3.231300E+04 4.344000E+03
6.200000E-04 57996 3.282100E+04 4.379000E+03
6.300000E-04 58937 3.337900E+04 4.458000E+03
6.400000E-04 59899 3.394500E+04 4.500000E+03
6.500000E-04 60930 3.452300E+04 4.569000E+03
6.600000E-04 61970 3.515100E+04 4.632000E+03
6.700000E-04 62987 3.576300E+04 4.672000E+03
6.800000E-04 63988 3.636700E+04 4.740000E+03
6.900000E-04 64902 3.691000E+04 4.805000E+03
7.000000E-04 65848 3.743600E+04 4.866000E+03
7.100000E-04 66809 3.799300E+04 4.938000E+03
7.200000E-04 67751 3.852100E+04 5.000000E+03
7.300000E-04 68682 3.904000E+04 5.072000E+03
7.400000E-04 69657 3.955700E+04 5.134000E+03
7.500000E-04 70569 4.009000E+04 5.188000E+03
7.600000E-04 71544 4.064400E+04 5.223000E+03
7.700000E-04 72475 4.119500E+04 5.330000E+03
7.800000E-04 73405 4.172600E+04 5.391000E+03
7.900000E-04 74316 4.220700E+04 5.463000E+03
8.000000E-04 75271 4.276100E+04 5.552000E+03
8.100000E-04 76204 4.328800E+04 5.631000E+03
8.200000E-04 77136 4.383000E+04 5.701000E+03
8.300000E-04 78089 4.436400E+04 5.777000E+03
8.400000E-04 79044 4.490700E+04 5.878000E+03
8.500000E-04 80041 4.547600E+04 5.973000E+03
8.600000E-04 81016 4.605200E+04 6.045000E+03
8.700000E-04 82005 4.665300E+04 6.113000E+03
8.800000E-04 82918 4.714400E+04 6.175000E+03
8.900000E-04 83908 4.770700E+04 6.235000E+03
9.000000E-04 84878 4.825700E+04 6.326000E+03
9.100000E-04 85883 4.885900E+04 6.402000E+03
9.200000E-04 86906 4.946700E+04 6.479000E+03
9.300000E-04 87870 5.001200E+04 6.536000E+03
9.400000E-04 88888 5.060600E+04 6.638000E+03
9.500000E-04 89905 5.119000E+04 6.699000E+03
9.600000E-04 90914 5.179400E+04 6.747000E+03
9.700000E-04 91824 5.232500E+04 6.812000E+03
9.800000E-04 92856 5.288000E+04 6.884000E+03
9.900000E-04 93794 5.341900E+04 6.973000E+03
1.000000E-03 94735 5.396700E+04 7.033000E+03
