 time E 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 483 4.500000E+01 0.000000E+00
2.000000E-05 1069 2.210000E+02 4.400000E+01
3.000000E-05 1815 5.850000E+02 8.600000E+01
4.000000E-05 2635 1.014000E+03 1.600000E+02
5.000000E-05 3543 1.523000E+03 2.090000E+02
6.000000E-05 4515 2.077000E+03 2.880000E+02
7.000000E-05 5429 2.585000E+03 3.620000E+02
8.000000E-05 6389 3.130000E+03 4.280000E+02
9.000000E-05 7373 3.681000E+03 5.430000E+02
1.000000E-04 8338 4.218000E+03 6.080000E+02
1.100000E-04 9333 4.789000E+03 6.620000E+02
1.200000E-04 10248 5.309000E+03 7.590000E+02
1.300000E-04 11172 5.834000E+03 8.250000E+02
1.400000E-04 12114 6.375000E+03 9.280000E+02
1.500000E-04 13069 6.925000E+03 9.890000E+02
1.600000E-04 14089 7.529000E+03 1.059000E+03
1.700000E-04 15054 8.097000E+03 1.115000E+03
1.800000E-04 16024 8.703000E+03 1.164000E+03
1.900000E-04 16972 9.248000E+03 1.224000E+03
2.000000E-04 17954 9.811000E+03 1.272000E+03
2.100000E-04 18918 1.038300E+04 1.371000E+03
2.200000E-04 19897 1.093700E+04 1.419000E+03
2.300000E-04 20862 1.151600E+04 1.527000E+03
2.400000E-04 21817 1.206500E+04 1.603000E+03
2.500000E-04 22808 1.265900E+04 1.686000E+03
2.600000E-04 23823 1.327100E+04 1.769000E+03
2.700000E-04 24800 1.382000E+04 1.842000E+03
2.800000E-04 25783 1.437900E+04 1.933000E+03
2.900000E-04 26711 1.488700E+04 2.010000E+03
3.000000E-04 27679 1.544200E+04 2.110000E+03
3.100000E-04 28619 1.599200E+04 2.169000E+03
3.200000E-04 29549 1.653600E+04 2.247000E+03
3.300000E-04 30501 1.705500E+04 2.290000E+03
3.400000E-04 31397 1.758700E+04 2.345000E+03
3.500000E-04 32383 1.816600E+04 2.401000E+03
3.600000E-04 33321 1.869700E+04 2.494000E+03
3.700000E-04 34241 1.923800E+04 2.609000E+03
3.800000E-04 35179 1.976100E+04 2.691000E+03
3.900000E-04 36044 2.022800E+04 2.746000E+03
4.000000E-04 36967 2.071900E+04 2.800000E+03
4.100000E-04 37893 2.123300E+04 2.891000E+03
4.200000E-04 38787 2.177300E+04 2.978000E+03
4.300000E-04 39628 2.223000E+04 3.035000E+03
4.400000E-04 40558 2.273600E+04 3.102000E+03
4.500000E-04 41456 2.324800E+04 3.151000E+03
4.600000E-04 42422 2.382300E+04 3.190000E+03
4.700000E-04 43360 2.434800E+04 3.306000E+03
4.800000E-04 44293 2.489200E+04 3.385000E+03
4.900000E-04 45216 2.542200E+04 3.463000E+03
5.000000E-04 46211 2.598100E+04 3.506000E+03
5.100000E-04 47092 2.648200E+04 3.595000E+03
5.200000E-04 48015 2.698800E+04 3.632000E+03
5.300000E-04 49032 2.758100E+04 3.677000E+03
5.400000E-04 50004 2.816300E+04 3.785000E+03
5.500000E-04 51054 2.876400E+04 3.881000E+03
5.600000E-04 52026 2.934900E+04 3.954000E+03
5.700000E-04 53007 2.989800E+04 4.056000E+03
5.800000E-04 53918 3.043000E+04 4.133000E+03
5.900000E-04 54874 3.096500E+04 4.225000E+03
6.000000E-04 55802 3.150000E+04 4.344000E+03
6.100000E-04 56733 3.206900E+04 4.413000E+03
6.200000E-04 57714 3.259400E+04 4.518000E+03
6.300000E-04 58623 3.312500E+04 4.556000E+03
6.400000E-04 59620 3.370700E+04 4.648000E+03
6.500000E-04 60622 3.430600E+04 4.746000E+03
6.600000E-04 61609 3.488400E+04 4.813000E+03
6.700000E-04 62538 3.539700E+04 4.877000E+03
6.800000E-04 63424 3.590800E+04 4.935000E+03
6.900000E-04 64359 3.642800E+04 5.010000E+03
7.000000E-04 65349 3.703100E+04 5.118000E+03
7.100000E-04 66320 3.759200E+04 5.159000E+03
7.200000E-04 67241 3.811500E+04 5.210000E+03
7.300000E-04 68180 3.863900E+04 5.263000E+03
7.400000E-04 69183 3.919700E+04 5.336000E+03
7.500000E-04 70127 3.976900E+04 5.466000E+03
7.600000E-04 71075 4.028700E+04 5.591000E+03
7.700000E-04 72025 4.082300E+04 5.642000E+03
7.800000E-04 72979 4.135600E+04 5.719000E+03
7.900000E-04 73915 4.190000E+04 5.818000E+03
8.000000E-04 74879 4.244500E+04 5.939000E+03
8.100000E-04 75844 4.299100E+04 6.045000E+03
8.200000E-04 76765 4.352100E+04 6.105000E+03
8.300000E-04 77737 4.410100E+04 6.188000E+03
8.400000E-04 78652 4.461000E+04 6.242000E+03
8.500000E-04 79651 4.521000E+04 6.322000E+03
8.600000E-04 80677 4.582100E+04 6.438000E+03
8.700000E-04 81577 4.634300E+04 6.507000E+03
8.800000E-04 82552 4.690600E+04 6.584000E+03
8.900000E-04 83519 4.745900E+04 6.666000E+03
9.000000E-04 84517 4.804400E+04 6.776000E+03
9.100000E-04 85489 4.861800E+04 6.873000E+03
9.200000E-04 86456 4.920700E+04 6.946000E+03
9.300000E-04 87394 4.978500E+04 7.061000E+03
9.400000E-04 88301 5.030700E+04 7.108000E+03
9.500000E-04 89226 5.082900E+04 7.178000E+03
9.600000E-04 90196 5.137400E+04 7.238000E+03
9.700000E-04 91124 5.190500E+04 7.320000E+03
9.800000E-04 92051 5.245300E+04 7.386000E+03
9.900000E-04 92989 5.298900E+04 7.465000E+03
1.000000E-03 93946 5.353500E+04 7.529000E+03
