 time E 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 447 6.200000E+01 1.000000E+01
2.000000E-05 1020 2.590000E+02 2.100000E+01
3.000000E-05 1735 5.770000E+02 7.500000E+01
4.000000E-05 2548 9.900000E+02 1.760000E+02
5.000000E-05 3440 1.482000E+03 2.750000E+02
6.000000E-05 4332 2.048000E+03 3.640000E+02
7.000000E-05 5340 2.625000E+03 4.250000E+02
8.000000E-05 6307 3.176000E+03 4.990000E+02
9.000000E-05 7212 3.677000E+03 5.840000E+02
1.000000E-04 8095 4.173000E+03 6.920000E+02
1.100000E-04 9001 4.693000E+03 7.690000E+02
1.200000E-04 9832 5.142000E+03 8.500000E+02
1.300000E-04 10731 5.636000E+03 9.220000E+02
1.400000E-04 11584 6.126000E+03 9.780000E+02
1.500000E-04 12465 6.609000E+03 1.036000E+03
1.600000E-04 13337 7.094000E+03 1.090000E+03
1.700000E-04 14262 7.630000E+03 1.141000E+03
1.800000E-04 15218 8.176000E+03 1.209000E+03
1.900000E-04 16225 8.749000E+03 1.304000E+03
2.000000E-04 17194 9.287000E+03 1.391000E+03
2.100000E-04 18161 9.896000E+03 1.435000E+03
2.200000E-04 19194 1.050800E+04 1.489000E+03
2.300000E-04 20185 1.109500E+04 1.552000E+03
2.400000E-04 21172 1.167000E+04 1.629000E+03
2.500000E-04 22168 1.225200E+04 1.742000E+03
2.600000E-04 23064 1.278200E+04 1.798000E+03
2.700000E-04 24051 1.332700E+04 1.847000E+03
2.800000E-04 24994 1.388100E+04 1.958000E+03
2.900000E-04 25917 1.442200E+04 2.012000E+03
3.000000E-04 26898 1.497800E+04 2.047000E+03
3.100000E-04 27834 1.551300E+04 2.120000E+03
3.200000E-04 28755 1.605200E+04 2.149000E+03
3.300000E-04 29651 1.658900E+04 2.271000E+03
3.400000E-04 30595 1.713000E+04 2.336000E+03
3.500000E-04 31467 1.763400E+04 2.379000E+03
3.600000E-04 32433 1.816000E+04 2.460000E+03
3.700000E-04 33311 1.864200E+04 2.518000E+03
3.800000E-04 34231 1.917200E+04 2.617000E+03
3.900000E-04 35142 1.972200E+04 2.694000E+03
4.000000E-04 36103 2.028800E+04 2.773000E+03
4.100000E-04 37053 2.083300E+04 2.830000E+03
4.200000E-04 37982 2.139100E+04 2.912000E+03
4.300000E-04 38930 2.191900E+04 2.994000E+03
4.400000E-04 39884 2.248100E+04 3.072000E+03
4.500000E-04 40870 2.306100E+04 3.180000E+03
4.600000E-04 41801 2.357900E+04 3.233000E+03
4.700000E-04 42751 2.414900E+04 3.299000E+03
4.800000E-04 43585 2.461300E+04 3.399000E+03
4.900000E-04 44519 2.512100E+04 3.497000E+03
5.000000E-04 45497 2.564800E+04 3.548000E+03
5.100000E-04 46487 2.622800E+04 3.582000E+03
5.200000E-04 47401 2.678200E+04 3.644000E+03
5.300000E-04 48393 2.735200E+04 3.700000E+03
5.400000E-04 49320 2.790700E+04 3.768000E+03
5.500000E-04 50254 2.841600E+04 3.845000E+03
5.600000E-04 51140 2.894200E+04 3.924000E+03
5.700000E-04 52065 2.945800E+04 4.015000E+03
5.800000E-04 52996 2.998900E+04 4.080000E+03
5.900000E-04 53983 3.056900E+04 4.145000E+03
6.000000E-04 54900 3.108800E+04 4.203000E+03
6.100000E-04 55800 3.161000E+04 4.279000E+03
6.200000E-04 56711 3.214000E+04 4.353000E+03
6.300000E-04 57696 3.273400E+04 4.438000E+03
6.400000E-04 58592 3.324500E+04 4.498000E+03
6.500000E-04 59530 3.378500E+04 4.571000E+03
6.600000E-04 60494 3.431200E+04 4.634000E+03
6.700000E-04 61405 3.483200E+04 4.696000E+03
6.800000E-04 62448 3.544800E+04 4.764000E+03
6.900000E-04 63420 3.603300E+04 4.812000E+03
7.000000E-04 64416 3.663700E+04 4.870000E+03
7.100000E-04 65462 3.724700E+04 4.953000E+03
7.200000E-04 66399 3.778300E+04 5.009000E+03
7.300000E-04 67362 3.833500E+04 5.073000E+03
7.400000E-04 68284 3.888500E+04 5.170000E+03
7.500000E-04 69187 3.941700E+04 5.248000E+03
7.600000E-04 70149 3.999100E+04 5.345000E+03
7.700000E-04 71035 4.048900E+04 5.428000E+03
7.800000E-04 71973 4.101700E+04 5.514000E+03
7.900000E-04 72872 4.151000E+04 5.593000E+03
8.000000E-04 73839 4.206800E+04 5.674000E+03
8.100000E-04 74828 4.261100E+04 5.780000E+03
8.200000E-04 75766 4.314400E+04 5.857000E+03
8.300000E-04 76691 4.368000E+04 5.911000E+03
8.400000E-04 77605 4.422900E+04 5.969000E+03
8.500000E-04 78564 4.478600E+04 6.042000E+03
8.600000E-04 79515 4.532800E+04 6.107000E+03
8.700000E-04 80515 4.592500E+04 6.169000E+03
8.800000E-04 81495 4.650000E+04 6.204000E+03
8.900000E-04 82483 4.709200E+04 6.277000E+03
9.000000E-04 83461 4.764800E+04 6.397000E+03
9.100000E-04 84479 4.821700E+04 6.476000E+03
9.200000E-04 85502 4.879600E+04 6.570000E+03
9.300000E-04 86544 4.940700E+04 6.721000E+03
9.400000E-04 87528 4.998900E+04 6.807000E+03
9.500000E-04 88421 5.052600E+04 6.871000E+03
9.600000E-04 89360 5.108200E+04 6.888000E+03
9.700000E-04 90292 5.161800E+04 6.928000E+03
9.800000E-04 91295 5.220100E+04 7.026000E+03
9.900000E-04 92244 5.274000E+04 7.128000E+03
1.000000E-03 93220 5.330600E+04 7.188000E+03
