 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 292 7.200000E+01
2.000000E-05 755 3.560000E+02
3.000000E-05 1352 7.690000E+02
4.000000E-05 2129 1.367000E+03
5.000000E-05 2989 2.057000E+03
6.000000E-05 3915 2.793000E+03
7.000000E-05 4857 3.546000E+03
8.000000E-05 5822 4.310000E+03
9.000000E-05 6788 5.080000E+03
1.000000E-04 7793 5.900000E+03
1.100000E-04 8714 6.654000E+03
1.200000E-04 9591 7.354000E+03
1.300000E-04 10573 8.138000E+03
1.400000E-04 11508 8.857000E+03
1.500000E-04 12469 9.632000E+03
1.600000E-04 13444 1.040900E+04
1.700000E-04 14408 1.118600E+04
1.800000E-04 15352 1.193200E+04
1.900000E-04 16364 1.272900E+04
2.000000E-04 17398 1.355400E+04
2.100000E-04 18395 1.436500E+04
2.200000E-04 19412 1.519000E+04
2.300000E-04 20385 1.600700E+04
2.400000E-04 21365 1.678900E+04
2.500000E-04 22322 1.753700E+04
2.600000E-04 23307 1.830900E+04
2.700000E-04 24298 1.910400E+04
2.800000E-04 25293 1.991000E+04
2.900000E-04 26342 2.073200E+04
3.000000E-04 27412 2.160100E+04
3.100000E-04 28465 2.247300E+04
3.200000E-04 29452 2.328900E+04
3.300000E-04 30361 2.401800E+04
3.400000E-04 31240 2.473000E+04
3.500000E-04 32117 2.541300E+04
3.600000E-04 33033 2.612600E+04
3.700000E-04 33955 2.685100E+04
3.800000E-04 34911 2.761000E+04
3.900000E-04 35913 2.841600E+04
4.000000E-04 36943 2.923800E+04
4.100000E-04 37969 3.008300E+04
4.200000E-04 38946 3.088300E+04
4.300000E-04 39899 3.163000E+04
4.400000E-04 40788 3.236300E+04
4.500000E-04 41727 3.311600E+04
4.600000E-04 42651 3.388100E+04
4.700000E-04 43589 3.463600E+04
4.800000E-04 44509 3.538000E+04
4.900000E-04 45383 3.608900E+04
5.000000E-04 46247 3.676400E+04
5.100000E-04 47149 3.747800E+04
5.200000E-04 48005 3.816500E+04
5.300000E-04 48844 3.883400E+04
5.400000E-04 49819 3.961100E+04
5.500000E-04 50700 4.032500E+04
5.600000E-04 51641 4.109000E+04
5.700000E-04 52614 4.186400E+04
5.800000E-04 53548 4.261300E+04
5.900000E-04 54508 4.340600E+04
6.000000E-04 55516 4.419000E+04
6.100000E-04 56466 4.493900E+04
6.200000E-04 57445 4.575400E+04
6.300000E-04 58373 4.650000E+04
6.400000E-04 59274 4.722700E+04
6.500000E-04 60171 4.796900E+04
6.600000E-04 61036 4.862200E+04
6.700000E-04 61914 4.931800E+04
6.800000E-04 62839 5.006200E+04
6.900000E-04 63830 5.086600E+04
7.000000E-04 64753 5.161100E+04
7.100000E-04 65707 5.238100E+04
7.200000E-04 66620 5.310000E+04
7.300000E-04 67561 5.384300E+04
7.400000E-04 68561 5.463400E+04
7.500000E-04 69553 5.543100E+04
7.600000E-04 70553 5.623400E+04
7.700000E-04 71521 5.702700E+04
7.800000E-04 72484 5.780000E+04
7.900000E-04 73499 5.862300E+04
8.000000E-04 74510 5.942900E+04
8.100000E-04 75505 6.023500E+04
8.200000E-04 76481 6.100500E+04
8.300000E-04 77406 6.174200E+04
8.400000E-04 78379 6.253300E+04
8.500000E-04 79351 6.330100E+04
8.600000E-04 80298 6.408300E+04
8.700000E-04 81235 6.485400E+04
8.800000E-04 82210 6.564600E+04
8.900000E-04 83159 6.639400E+04
9.000000E-04 84108 6.716200E+04
9.100000E-04 85053 6.789700E+04
9.200000E-04 85996 6.865000E+04
9.300000E-04 86974 6.944200E+04
9.400000E-04 87975 7.023700E+04
9.500000E-04 88953 7.102100E+04
9.600000E-04 90014 7.186900E+04
9.700000E-04 90980 7.266900E+04
9.800000E-04 91998 7.348900E+04
9.900000E-04 92909 7.422400E+04
1.000000E-03 93850 7.497200E+04
