 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 263 5.000000E+01
2.000000E-05 680 2.920000E+02
3.000000E-05 1328 7.540000E+02
4.000000E-05 2090 1.347000E+03
5.000000E-05 3031 2.100000E+03
6.000000E-05 3928 2.802000E+03
7.000000E-05 4878 3.566000E+03
8.000000E-05 5798 4.318000E+03
9.000000E-05 6738 5.074000E+03
1.000000E-04 7670 5.808000E+03
1.100000E-04 8674 6.609000E+03
1.200000E-04 9671 7.395000E+03
1.300000E-04 10641 8.183000E+03
1.400000E-04 11622 8.970000E+03
1.500000E-04 12613 9.763000E+03
1.600000E-04 13604 1.056100E+04
1.700000E-04 14536 1.133000E+04
1.800000E-04 15506 1.214200E+04
1.900000E-04 16427 1.286700E+04
2.000000E-04 17367 1.362100E+04
2.100000E-04 18282 1.436200E+04
2.200000E-04 19242 1.512000E+04
2.300000E-04 20184 1.586600E+04
2.400000E-04 21145 1.662000E+04
2.500000E-04 22104 1.739400E+04
2.600000E-04 23042 1.816200E+04
2.700000E-04 24002 1.894400E+04
2.800000E-04 24906 1.968200E+04
2.900000E-04 25841 2.042900E+04
3.000000E-04 26805 2.119800E+04
3.100000E-04 27727 2.193900E+04
3.200000E-04 28705 2.273100E+04
3.300000E-04 29626 2.347600E+04
3.400000E-04 30542 2.420900E+04
3.500000E-04 31471 2.494600E+04
3.600000E-04 32372 2.565200E+04
3.700000E-04 33321 2.641000E+04
3.800000E-04 34296 2.719200E+04
3.900000E-04 35267 2.796800E+04
4.000000E-04 36243 2.876900E+04
4.100000E-04 37219 2.956100E+04
4.200000E-04 38227 3.037700E+04
4.300000E-04 39151 3.111400E+04
4.400000E-04 40063 3.185500E+04
4.500000E-04 40957 3.258600E+04
4.600000E-04 41852 3.328700E+04
4.700000E-04 42744 3.400400E+04
4.800000E-04 43664 3.473400E+04
4.900000E-04 44666 3.553000E+04
5.000000E-04 45612 3.630400E+04
5.100000E-04 46588 3.709500E+04
5.200000E-04 47537 3.786300E+04
5.300000E-04 48464 3.859700E+04
5.400000E-04 49406 3.934600E+04
5.500000E-04 50291 4.007400E+04
5.600000E-04 51231 4.080300E+04
5.700000E-04 52213 4.159600E+04
5.800000E-04 53185 4.235300E+04
5.900000E-04 54108 4.310700E+04
6.000000E-04 54998 4.383400E+04
6.100000E-04 55915 4.456500E+04
6.200000E-04 56846 4.529600E+04
6.300000E-04 57810 4.605300E+04
6.400000E-04 58828 4.686700E+04
6.500000E-04 59755 4.762600E+04
6.600000E-04 60713 4.839900E+04
6.700000E-04 61670 4.915900E+04
6.800000E-04 62628 4.990900E+04
6.900000E-04 63633 5.072500E+04
7.000000E-04 64646 5.151800E+04
7.100000E-04 65623 5.232300E+04
7.200000E-04 66625 5.313300E+04
7.300000E-04 67558 5.390000E+04
7.400000E-04 68475 5.464500E+04
7.500000E-04 69397 5.534400E+04
7.600000E-04 70347 5.611900E+04
7.700000E-04 71326 5.690500E+04
7.800000E-04 72278 5.764500E+04
7.900000E-04 73239 5.841100E+04
8.000000E-04 74262 5.924000E+04
8.100000E-04 75232 6.002500E+04
8.200000E-04 76227 6.083000E+04
8.300000E-04 77257 6.163600E+04
8.400000E-04 78246 6.244900E+04
8.500000E-04 79219 6.324400E+04
8.600000E-04 80170 6.402000E+04
8.700000E-04 81037 6.473000E+04
8.800000E-04 81959 6.544600E+04
8.900000E-04 82874 6.618500E+04
9.000000E-04 83799 6.694400E+04
9.100000E-04 84657 6.763100E+04
9.200000E-04 85567 6.836200E+04
9.300000E-04 86431 6.904100E+04
9.400000E-04 87392 6.977300E+04
9.500000E-04 88368 7.056300E+04
9.600000E-04 89370 7.136900E+04
9.700000E-04 90380 7.219800E+04
9.800000E-04 91299 7.295200E+04
9.900000E-04 92294 7.374400E+04
1.000000E-03 93286 7.453400E+04
