 time E 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 485 4.100000E+01 0.000000E+00
2.000000E-05 1101 2.340000E+02 2.900000E+01
3.000000E-05 1890 5.740000E+02 9.200000E+01
4.000000E-05 2783 1.061000E+03 2.020000E+02
5.000000E-05 3735 1.590000E+03 3.150000E+02
6.000000E-05 4650 2.109000E+03 4.100000E+02
7.000000E-05 5677 2.733000E+03 4.820000E+02
8.000000E-05 6622 3.274000E+03 5.520000E+02
9.000000E-05 7563 3.837000E+03 5.940000E+02
1.000000E-04 8529 4.419000E+03 6.540000E+02
1.100000E-04 9490 4.971000E+03 7.240000E+02
1.200000E-04 10430 5.509000E+03 8.160000E+02
1.300000E-04 11406 6.073000E+03 8.760000E+02
1.400000E-04 12334 6.631000E+03 9.380000E+02
1.500000E-04 13306 7.216000E+03 9.870000E+02
1.600000E-04 14216 7.745000E+03 1.077000E+03
1.700000E-04 15184 8.304000E+03 1.183000E+03
1.800000E-04 16151 8.889000E+03 1.272000E+03
1.900000E-04 17132 9.423000E+03 1.322000E+03
2.000000E-04 18054 9.973000E+03 1.380000E+03
2.100000E-04 18879 1.045300E+04 1.464000E+03
2.200000E-04 19709 1.089900E+04 1.526000E+03
2.300000E-04 20665 1.141700E+04 1.593000E+03
2.400000E-04 21580 1.191300E+04 1.687000E+03
2.500000E-04 22481 1.244600E+04 1.789000E+03
2.600000E-04 23439 1.298600E+04 1.851000E+03
2.700000E-04 24387 1.351800E+04 1.896000E+03
2.800000E-04 25372 1.410100E+04 1.954000E+03
2.900000E-04 26348 1.467400E+04 1.983000E+03
3.000000E-04 27335 1.523500E+04 2.086000E+03
3.100000E-04 28276 1.576800E+04 2.142000E+03
3.200000E-04 29291 1.635200E+04 2.226000E+03
3.300000E-04 30276 1.692800E+04 2.278000E+03
3.400000E-04 31266 1.749500E+04 2.338000E+03
3.500000E-04 32241 1.806600E+04 2.404000E+03
3.600000E-04 33250 1.865900E+04 2.468000E+03
3.700000E-04 34241 1.925200E+04 2.524000E+03
3.800000E-04 35205 1.979700E+04 2.591000E+03
3.900000E-04 36202 2.034400E+04 2.691000E+03
4.000000E-04 37162 2.091900E+04 2.790000E+03
4.100000E-04 38127 2.148300E+04 2.898000E+03
4.200000E-04 39096 2.205100E+04 3.012000E+03
4.300000E-04 40088 2.260800E+04 3.076000E+03
4.400000E-04 41030 2.312700E+04 3.131000E+03
4.500000E-04 42033 2.372800E+04 3.223000E+03
4.600000E-04 43044 2.431300E+04 3.289000E+03
4.700000E-04 44038 2.488000E+04 3.350000E+03
4.800000E-04 45029 2.545800E+04 3.426000E+03
4.900000E-04 46067 2.610200E+04 3.512000E+03
5.000000E-04 47058 2.667300E+04 3.630000E+03
5.100000E-04 48051 2.727000E+04 3.717000E+03
5.200000E-04 48942 2.780800E+04 3.805000E+03
5.300000E-04 49881 2.834200E+04 3.873000E+03
5.400000E-04 50880 2.891600E+04 3.941000E+03
5.500000E-04 51875 2.950000E+04 4.005000E+03
5.600000E-04 52843 3.006900E+04 4.087000E+03
5.700000E-04 53819 3.063600E+04 4.126000E+03
5.800000E-04 54819 3.120500E+04 4.204000E+03
5.900000E-04 55741 3.174200E+04 4.266000E+03
6.000000E-04 56710 3.232000E+04 4.290000E+03
6.100000E-04 57655 3.286300E+04 4.349000E+03
6.200000E-04 58640 3.345200E+04 4.425000E+03
6.300000E-04 59597 3.400700E+04 4.490000E+03
6.400000E-04 60603 3.457900E+04 4.561000E+03
6.500000E-04 61502 3.511500E+04 4.630000E+03
6.600000E-04 62532 3.570300E+04 4.705000E+03
6.700000E-04 63568 3.630300E+04 4.796000E+03
6.800000E-04 64616 3.692200E+04 4.844000E+03
6.900000E-04 65589 3.749600E+04 4.938000E+03
7.000000E-04 66507 3.799700E+04 5.020000E+03
7.100000E-04 67463 3.852600E+04 5.074000E+03
7.200000E-04 68423 3.904300E+04 5.135000E+03
7.300000E-04 69403 3.959800E+04 5.227000E+03
7.400000E-04 70349 4.014000E+04 5.309000E+03
7.500000E-04 71294 4.069400E+04 5.400000E+03
7.600000E-04 72209 4.121600E+04 5.448000E+03
7.700000E-04 73166 4.175900E+04 5.508000E+03
7.800000E-04 74121 4.231000E+04 5.580000E+03
7.900000E-04 75149 4.294100E+04 5.661000E+03
8.000000E-04 76201 4.352900E+04 5.697000E+03
8.100000E-04 77218 4.414400E+04 5.775000E+03
8.200000E-04 78198 4.472000E+04 5.841000E+03
8.300000E-04 79094 4.522700E+04 5.874000E+03
8.400000E-04 79993 4.576500E+04 5.975000E+03
8.500000E-04 80967 4.630700E+04 6.070000E+03
8.600000E-04 81878 4.680900E+04 6.124000E+03
8.700000E-04 82875 4.740300E+04 6.167000E+03
8.800000E-04 83840 4.797600E+04 6.228000E+03
8.900000E-04 84795 4.855000E+04 6.330000E+03
9.000000E-04 85770 4.912100E+04 6.417000E+03
9.100000E-04 86706 4.965800E+04 6.477000E+03
9.200000E-04 87650 5.021000E+04 6.553000E+03
9.300000E-04 88580 5.073800E+04 6.613000E+03
9.400000E-04 89506 5.127000E+04 6.689000E+03
9.500000E-04 90514 5.186600E+04 6.737000E+03
9.600000E-04 91439 5.239800E+04 6.820000E+03
9.700000E-04 92363 5.295600E+04 6.887000E+03
9.800000E-04 93265 5.344200E+04 6.923000E+03
9.900000E-04 94213 5.396200E+04 6.989000E+03
1.000000E-03 95182 5.450400E+04 7.056000E+03
