 time E 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 403 2.600000E+01 0.000000E+00
2.000000E-05 956 1.690000E+02 1.200000E+01
3.000000E-05 1701 4.800000E+02 8.100000E+01
4.000000E-05 2534 9.250000E+02 1.140000E+02
5.000000E-05 3436 1.425000E+03 1.750000E+02
6.000000E-05 4354 1.957000E+03 2.410000E+02
7.000000E-05 5289 2.507000E+03 2.970000E+02
8.000000E-05 6209 3.027000E+03 3.780000E+02
9.000000E-05 7141 3.549000E+03 4.690000E+02
1.000000E-04 8036 4.059000E+03 5.820000E+02
1.100000E-04 8927 4.543000E+03 6.530000E+02
1.200000E-04 9902 5.066000E+03 7.220000E+02
1.300000E-04 10838 5.588000E+03 7.890000E+02
1.400000E-04 11763 6.097000E+03 8.870000E+02
1.500000E-04 12638 6.585000E+03 9.650000E+02
1.600000E-04 13502 7.067000E+03 1.006000E+03
1.700000E-04 14423 7.580000E+03 1.085000E+03
1.800000E-04 15404 8.142000E+03 1.171000E+03
1.900000E-04 16338 8.681000E+03 1.237000E+03
2.000000E-04 17299 9.253000E+03 1.354000E+03
2.100000E-04 18207 9.764000E+03 1.441000E+03
2.200000E-04 19190 1.031700E+04 1.481000E+03
2.300000E-04 20130 1.089100E+04 1.573000E+03
2.400000E-04 21141 1.146800E+04 1.661000E+03
2.500000E-04 22080 1.200400E+04 1.733000E+03
2.600000E-04 23051 1.255500E+04 1.792000E+03
2.700000E-04 24045 1.311000E+04 1.832000E+03
2.800000E-04 25089 1.371200E+04 1.937000E+03
2.900000E-04 26017 1.424700E+04 2.003000E+03
3.000000E-04 26882 1.474300E+04 2.075000E+03
3.100000E-04 27832 1.528200E+04 2.120000E+03
3.200000E-04 28763 1.580300E+04 2.221000E+03
3.300000E-04 29730 1.636500E+04 2.266000E+03
3.400000E-04 30712 1.692900E+04 2.321000E+03
3.500000E-04 31629 1.745200E+04 2.391000E+03
3.600000E-04 32524 1.797000E+04 2.470000E+03
3.700000E-04 33449 1.846400E+04 2.538000E+03
3.800000E-04 34418 1.899100E+04 2.644000E+03
3.900000E-04 35319 1.949400E+04 2.745000E+03
4.000000E-04 36144 1.994400E+04 2.806000E+03
4.100000E-04 37120 2.048000E+04 2.833000E+03
4.200000E-04 38176 2.110000E+04 2.936000E+03
4.300000E-04 39225 2.169800E+04 2.995000E+03
4.400000E-04 40277 2.235500E+04 3.066000E+03
4.500000E-04 41291 2.295300E+04 3.145000E+03
4.600000E-04 42342 2.357800E+04 3.204000E+03
4.700000E-04 43361 2.421000E+04 3.268000E+03
4.800000E-04 44299 2.476600E+04 3.352000E+03
4.900000E-04 45327 2.534500E+04 3.468000E+03
5.000000E-04 46378 2.595600E+04 3.567000E+03
5.100000E-04 47408 2.658100E+04 3.657000E+03
5.200000E-04 48431 2.718600E+04 3.712000E+03
5.300000E-04 49401 2.776600E+04 3.809000E+03
5.400000E-04 50368 2.832500E+04 3.885000E+03
5.500000E-04 51437 2.895600E+04 3.991000E+03
5.600000E-04 52379 2.947700E+04 4.074000E+03
5.700000E-04 53362 3.005400E+04 4.160000E+03
5.800000E-04 54423 3.066200E+04 4.256000E+03
5.900000E-04 55399 3.123600E+04 4.339000E+03
6.000000E-04 56372 3.179100E+04 4.447000E+03
6.100000E-04 57317 3.231200E+04 4.523000E+03
6.200000E-04 58225 3.284000E+04 4.583000E+03
6.300000E-04 59142 3.338900E+04 4.671000E+03
6.400000E-04 60125 3.397400E+04 4.734000E+03
6.500000E-04 61050 3.452800E+04 4.784000E+03
6.600000E-04 61973 3.503700E+04 4.874000E+03
6.700000E-04 62924 3.559600E+04 4.946000E+03
6.800000E-04 63869 3.612100E+04 5.007000E+03
6.900000E-04 64869 3.673100E+04 5.082000E+03
7.000000E-04 65755 3.723500E+04 5.178000E+03
7.100000E-04 66678 3.779900E+04 5.216000E+03
7.200000E-04 67617 3.833200E+04 5.306000E+03
7.300000E-04 68561 3.882700E+04 5.388000E+03
7.400000E-04 69432 3.931000E+04 5.427000E+03
7.500000E-04 70343 3.981000E+04 5.527000E+03
7.600000E-04 71312 4.036300E+04 5.585000E+03
7.700000E-04 72284 4.093600E+04 5.689000E+03
7.800000E-04 73265 4.152700E+04 5.761000E+03
7.900000E-04 74226 4.210100E+04 5.819000E+03
8.000000E-04 75162 4.262400E+04 5.914000E+03
8.100000E-04 76058 4.314400E+04 5.991000E+03
8.200000E-04 77008 4.370400E+04 6.059000E+03
8.300000E-04 78017 4.429200E+04 6.129000E+03
8.400000E-04 79014 4.486500E+04 6.176000E+03
8.500000E-04 79974 4.542100E+04 6.215000E+03
8.600000E-04 80882 4.593200E+04 6.297000E+03
8.700000E-04 81852 4.650800E+04 6.392000E+03
8.800000E-04 82778 4.702800E+04 6.433000E+03
8.900000E-04 83691 4.755500E+04 6.467000E+03
9.000000E-04 84656 4.813900E+04 6.531000E+03
9.100000E-04 85597 4.867700E+04 6.634000E+03
9.200000E-04 86582 4.923700E+04 6.692000E+03
9.300000E-04 87545 4.981400E+04 6.812000E+03
9.400000E-04 88448 5.033400E+04 6.880000E+03
9.500000E-04 89414 5.093200E+04 6.919000E+03
9.600000E-04 90361 5.147500E+04 6.977000E+03
9.700000E-04 91238 5.198600E+04 7.038000E+03
9.800000E-04 92115 5.248600E+04 7.090000E+03
9.900000E-04 93060 5.301300E+04 7.141000E+03
1.000000E-03 93964 5.353400E+04 7.224000E+03
