 time E 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 452 4.500000E+01 0.000000E+00
2.000000E-05 1046 2.380000E+02 1.700000E+01
3.000000E-05 1773 5.600000E+02 7.600000E+01
4.000000E-05 2585 9.830000E+02 1.250000E+02
5.000000E-05 3491 1.503000E+03 1.880000E+02
6.000000E-05 4431 2.028000E+03 2.810000E+02
7.000000E-05 5362 2.556000E+03 3.210000E+02
8.000000E-05 6338 3.103000E+03 3.820000E+02
9.000000E-05 7345 3.689000E+03 4.380000E+02
1.000000E-04 8304 4.243000E+03 4.960000E+02
1.100000E-04 9299 4.818000E+03 5.670000E+02
1.200000E-04 10281 5.390000E+03 6.830000E+02
1.300000E-04 11237 5.932000E+03 7.480000E+02
1.400000E-04 12177 6.489000E+03 8.160000E+02
1.500000E-04 13187 7.077000E+03 9.290000E+02
1.600000E-04 14121 7.605000E+03 9.870000E+02
1.700000E-04 15111 8.198000E+03 1.122000E+03
1.800000E-04 16061 8.760000E+03 1.173000E+03
1.900000E-04 16988 9.266000E+03 1.240000E+03
2.000000E-04 17983 9.838000E+03 1.324000E+03
2.100000E-04 18909 1.037200E+04 1.364000E+03
2.200000E-04 19848 1.091000E+04 1.411000E+03
2.300000E-04 20819 1.146800E+04 1.460000E+03
2.400000E-04 21737 1.200500E+04 1.551000E+03
2.500000E-04 22608 1.248500E+04 1.636000E+03
2.600000E-04 23598 1.304700E+04 1.688000E+03
2.700000E-04 24633 1.365400E+04 1.718000E+03
2.800000E-04 25664 1.424800E+04 1.795000E+03
2.900000E-04 26649 1.482100E+04 1.891000E+03
3.000000E-04 27669 1.541900E+04 1.985000E+03
3.100000E-04 28672 1.603600E+04 2.087000E+03
3.200000E-04 29639 1.658400E+04 2.137000E+03
3.300000E-04 30568 1.710900E+04 2.255000E+03
3.400000E-04 31512 1.763400E+04 2.335000E+03
3.500000E-04 32413 1.813800E+04 2.440000E+03
3.600000E-04 33335 1.863700E+04 2.472000E+03
3.700000E-04 34307 1.920600E+04 2.552000E+03
3.800000E-04 35256 1.975800E+04 2.606000E+03
3.900000E-04 36246 2.033900E+04 2.678000E+03
4.000000E-04 37216 2.090600E+04 2.722000E+03
4.100000E-04 38106 2.140100E+04 2.793000E+03
4.200000E-04 39083 2.194600E+04 2.924000E+03
4.300000E-04 40075 2.252600E+04 2.986000E+03
4.400000E-04 41023 2.305400E+04 3.061000E+03
4.500000E-04 42014 2.364500E+04 3.109000E+03
4.600000E-04 43031 2.421500E+04 3.194000E+03
4.700000E-04 43964 2.474900E+04 3.288000E+03
4.800000E-04 44968 2.533800E+04 3.381000E+03
4.900000E-04 45902 2.587100E+04 3.465000E+03
5.000000E-04 46806 2.641000E+04 3.502000E+03
5.100000E-04 47793 2.697400E+04 3.579000E+03
5.200000E-04 48715 2.749000E+04 3.678000E+03
5.300000E-04 49658 2.804100E+04 3.724000E+03
5.400000E-04 50625 2.860800E+04 3.819000E+03
5.500000E-04 51627 2.920500E+04 3.884000E+03
5.600000E-04 52656 2.981300E+04 3.952000E+03
5.700000E-04 53557 3.032400E+04 4.025000E+03
5.800000E-04 54457 3.082200E+04 4.112000E+03
5.900000E-04 55382 3.133600E+04 4.200000E+03
6.000000E-04 56373 3.195300E+04 4.240000E+03
6.100000E-04 57291 3.248100E+04 4.328000E+03
6.200000E-04 58241 3.306300E+04 4.404000E+03
6.300000E-04 59158 3.359200E+04 4.513000E+03
6.400000E-04 60117 3.412800E+04 4.571000E+03
6.500000E-04 61091 3.467800E+04 4.647000E+03
6.600000E-04 62152 3.530600E+04 4.717000E+03
6.700000E-04 63181 3.590800E+04 4.823000E+03
6.800000E-04 64177 3.647600E+04 4.888000E+03
6.900000E-04 65157 3.706800E+04 4.965000E+03
7.000000E-04 66088 3.761300E+04 5.037000E+03
7.100000E-04 67050 3.814400E+04 5.084000E+03
7.200000E-04 68024 3.867900E+04 5.165000E+03
7.300000E-04 68975 3.924200E+04 5.238000E+03
7.400000E-04 69961 3.983100E+04 5.317000E+03
7.500000E-04 70938 4.039100E+04 5.382000E+03
7.600000E-04 71836 4.094600E+04 5.482000E+03
7.700000E-04 72821 4.150400E+04 5.560000E+03
7.800000E-04 73807 4.211100E+04 5.604000E+03
7.900000E-04 74832 4.270300E+04 5.680000E+03
8.000000E-04 75883 4.337000E+04 5.762000E+03
8.100000E-04 76958 4.403500E+04 5.825000E+03
8.200000E-04 77857 4.454700E+04 5.919000E+03
8.300000E-04 78757 4.505700E+04 6.010000E+03
8.400000E-04 79734 4.560400E+04 6.096000E+03
8.500000E-04 80696 4.619000E+04 6.162000E+03
8.600000E-04 81584 4.671600E+04 6.226000E+03
8.700000E-04 82587 4.727200E+04 6.354000E+03
8.800000E-04 83490 4.777100E+04 6.380000E+03
8.900000E-04 84455 4.834100E+04 6.414000E+03
9.000000E-04 85442 4.896800E+04 6.471000E+03
9.100000E-04 86469 4.958300E+04 6.536000E+03
9.200000E-04 87474 5.016600E+04 6.617000E+03
9.300000E-04 88448 5.073900E+04 6.672000E+03
9.400000E-04 89480 5.132100E+04 6.749000E+03
9.500000E-04 90435 5.189800E+04 6.855000E+03
9.600000E-04 91464 5.250400E+04 6.920000E+03
9.700000E-04 92465 5.307700E+04 7.028000E+03
9.800000E-04 93452 5.364600E+04 7.074000E+03
9.900000E-04 94420 5.423200E+04 7.153000E+03
1.000000E-03 95384 5.479400E+04 7.216000E+03
