 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 254 5.400000E+01
2.000000E-05 666 2.890000E+02
3.000000E-05 1334 7.510000E+02
4.000000E-05 2133 1.382000E+03
5.000000E-05 3038 2.088000E+03
6.000000E-05 4024 2.884000E+03
7.000000E-05 4939 3.635000E+03
8.000000E-05 5822 4.327000E+03
9.000000E-05 6766 5.078000E+03
1.000000E-04 7716 5.837000E+03
1.100000E-04 8634 6.571000E+03
1.200000E-04 9558 7.325000E+03
1.300000E-04 10553 8.104000E+03
1.400000E-04 11449 8.824000E+03
1.500000E-04 12313 9.538000E+03
1.600000E-04 13324 1.035300E+04
1.700000E-04 14326 1.117900E+04
1.800000E-04 15254 1.192800E+04
1.900000E-04 16205 1.268500E+04
2.000000E-04 17193 1.345000E+04
2.100000E-04 18113 1.417800E+04
2.200000E-04 19095 1.498700E+04
2.300000E-04 20074 1.578500E+04
2.400000E-04 21032 1.655800E+04
2.500000E-04 21971 1.728400E+04
2.600000E-04 22913 1.804200E+04
2.700000E-04 23824 1.879200E+04
2.800000E-04 24716 1.951000E+04
2.900000E-04 25611 2.021900E+04
3.000000E-04 26515 2.093800E+04
3.100000E-04 27486 2.172800E+04
3.200000E-04 28435 2.249500E+04
3.300000E-04 29423 2.328700E+04
3.400000E-04 30270 2.397400E+04
3.500000E-04 31140 2.465900E+04
3.600000E-04 32073 2.539100E+04
3.700000E-04 33015 2.614900E+04
3.800000E-04 33955 2.691100E+04
3.900000E-04 34895 2.765700E+04
4.000000E-04 35854 2.841900E+04
4.100000E-04 36793 2.918500E+04
4.200000E-04 37778 2.995200E+04
4.300000E-04 38793 3.077400E+04
4.400000E-04 39705 3.152300E+04
4.500000E-04 40650 3.226700E+04
4.600000E-04 41631 3.306300E+04
4.700000E-04 42576 3.382000E+04
4.800000E-04 43549 3.460100E+04
4.900000E-04 44528 3.538000E+04
5.000000E-04 45513 3.618700E+04
5.100000E-04 46469 3.698300E+04
5.200000E-04 47333 3.767800E+04
5.300000E-04 48233 3.840200E+04
5.400000E-04 49217 3.917700E+04
5.500000E-04 50129 3.991700E+04
5.600000E-04 51098 4.068200E+04
5.700000E-04 52041 4.145400E+04
5.800000E-04 52968 4.222400E+04
5.900000E-04 53901 4.295100E+04
6.000000E-04 54894 4.374600E+04
6.100000E-04 55863 4.453800E+04
6.200000E-04 56838 4.532100E+04
6.300000E-04 57698 4.601800E+04
6.400000E-04 58583 4.671700E+04
6.500000E-04 59464 4.742600E+04
6.600000E-04 60360 4.813500E+04
6.700000E-04 61213 4.882200E+04
6.800000E-04 62150 4.956900E+04
6.900000E-04 63057 5.029300E+04
7.000000E-04 64012 5.109900E+04
7.100000E-04 64881 5.178400E+04
7.200000E-04 65762 5.246800E+04
7.300000E-04 66675 5.319000E+04
7.400000E-04 67563 5.389800E+04
7.500000E-04 68464 5.462700E+04
7.600000E-04 69421 5.537500E+04
7.700000E-04 70404 5.614500E+04
7.800000E-04 71405 5.697200E+04
7.900000E-04 72469 5.783200E+04
8.000000E-04 73493 5.863900E+04
8.100000E-04 74523 5.950400E+04
8.200000E-04 75461 6.028400E+04
8.300000E-04 76357 6.099200E+04
8.400000E-04 77304 6.174600E+04
8.500000E-04 78293 6.253900E+04
8.600000E-04 79221 6.328300E+04
8.700000E-04 80128 6.400800E+04
8.800000E-04 81070 6.477500E+04
8.900000E-04 82019 6.552100E+04
9.000000E-04 83036 6.634900E+04
9.100000E-04 83988 6.712200E+04
9.200000E-04 84978 6.792400E+04
9.300000E-04 85965 6.871400E+04
9.400000E-04 86936 6.948900E+04
9.500000E-04 87827 7.021800E+04
9.600000E-04 88767 7.095700E+04
9.700000E-04 89812 7.177800E+04
9.800000E-04 90875 7.263300E+04
9.900000E-04 91888 7.345200E+04
1.000000E-03 93009 7.435700E+04
