 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 303 7.900000E+01
2.000000E-05 762 3.630000E+02
3.000000E-05 1381 8.010000E+02
4.000000E-05 2157 1.384000E+03
5.000000E-05 3066 2.122000E+03
6.000000E-05 3974 2.850000E+03
7.000000E-05 4953 3.625000E+03
8.000000E-05 5907 4.401000E+03
9.000000E-05 6804 5.139000E+03
1.000000E-04 7653 5.829000E+03
1.100000E-04 8529 6.506000E+03
1.200000E-04 9541 7.304000E+03
1.300000E-04 10490 8.086000E+03
1.400000E-04 11480 8.895000E+03
1.500000E-04 12411 9.636000E+03
1.600000E-04 13287 1.034000E+04
1.700000E-04 14180 1.104300E+04
1.800000E-04 15066 1.173700E+04
1.900000E-04 16010 1.249700E+04
2.000000E-04 16989 1.328000E+04
2.100000E-04 17944 1.405200E+04
2.200000E-04 18934 1.483400E+04
2.300000E-04 19953 1.563800E+04
2.400000E-04 20921 1.643600E+04
2.500000E-04 21910 1.723300E+04
2.600000E-04 22822 1.799400E+04
2.700000E-04 23751 1.873400E+04
2.800000E-04 24743 1.951500E+04
2.900000E-04 25642 2.023200E+04
3.000000E-04 26634 2.103600E+04
3.100000E-04 27574 2.179200E+04
3.200000E-04 28526 2.253900E+04
3.300000E-04 29535 2.334900E+04
3.400000E-04 30571 2.420200E+04
3.500000E-04 31596 2.502700E+04
3.600000E-04 32567 2.580600E+04
3.700000E-04 33561 2.659200E+04
3.800000E-04 34529 2.736400E+04
3.900000E-04 35480 2.814600E+04
4.000000E-04 36427 2.890800E+04
4.100000E-04 37414 2.969300E+04
4.200000E-04 38397 3.048400E+04
4.300000E-04 39358 3.127600E+04
4.400000E-04 40299 3.204400E+04
4.500000E-04 41172 3.271900E+04
4.600000E-04 42080 3.344400E+04
4.700000E-04 43083 3.426100E+04
4.800000E-04 44040 3.503600E+04
4.900000E-04 45011 3.582300E+04
5.000000E-04 45902 3.654200E+04
5.100000E-04 46902 3.732700E+04
5.200000E-04 47872 3.808400E+04
5.300000E-04 48861 3.889400E+04
5.400000E-04 49841 3.970500E+04
5.500000E-04 50740 4.042100E+04
5.600000E-04 51738 4.121300E+04
5.700000E-04 52669 4.197500E+04
5.800000E-04 53612 4.273400E+04
5.900000E-04 54535 4.349400E+04
6.000000E-04 55463 4.423300E+04
6.100000E-04 56340 4.494400E+04
6.200000E-04 57309 4.571900E+04
6.300000E-04 58233 4.644900E+04
6.400000E-04 59157 4.719600E+04
6.500000E-04 60120 4.796100E+04
6.600000E-04 61114 4.874700E+04
6.700000E-04 62104 4.955100E+04
6.800000E-04 63069 5.033200E+04
6.900000E-04 63958 5.105700E+04
7.000000E-04 64949 5.183700E+04
7.100000E-04 65979 5.265800E+04
7.200000E-04 66992 5.349600E+04
7.300000E-04 67984 5.429900E+04
7.400000E-04 68987 5.507700E+04
7.500000E-04 70026 5.591400E+04
7.600000E-04 71037 5.673700E+04
7.700000E-04 72021 5.753000E+04
7.800000E-04 72993 5.830900E+04
7.900000E-04 73963 5.908900E+04
8.000000E-04 74999 5.993100E+04
8.100000E-04 75930 6.069900E+04
8.200000E-04 76876 6.144300E+04
8.300000E-04 77815 6.222300E+04
8.400000E-04 78751 6.297000E+04
8.500000E-04 79653 6.368400E+04
8.600000E-04 80619 6.442500E+04
8.700000E-04 81592 6.520900E+04
8.800000E-04 82562 6.600600E+04
8.900000E-04 83473 6.672200E+04
9.000000E-04 84390 6.745800E+04
9.100000E-04 85338 6.822800E+04
9.200000E-04 86276 6.899000E+04
9.300000E-04 87135 6.967600E+04
9.400000E-04 88035 7.039000E+04
9.500000E-04 89008 7.117100E+04
9.600000E-04 89930 7.188400E+04
9.700000E-04 90886 7.263800E+04
9.800000E-04 91888 7.345300E+04
9.900000E-04 92874 7.426800E+04
1.000000E-03 93826 7.505300E+04
