 time E 'mtrCAB_electrons_from_SolubleIron' 'mtrCAB_electrons_from_mtrB'
0.000000E+00 0 0.000000E+00 0.000000E+00
1.000000E-05 455 3.700000E+01 0.000000E+00
2.000000E-05 1059 2.160000E+02 4.700000E+01
3.000000E-05 1785 5.500000E+02 8.600000E+01
4.000000E-05 2530 9.260000E+02 1.650000E+02
5.000000E-05 3350 1.395000E+03 2.620000E+02
6.000000E-05 4270 1.907000E+03 3.910000E+02
7.000000E-05 5201 2.437000E+03 5.020000E+02
8.000000E-05 6092 2.946000E+03 5.600000E+02
9.000000E-05 7008 3.471000E+03 6.320000E+02
1.000000E-04 7962 4.020000E+03 7.190000E+02
1.100000E-04 8913 4.540000E+03 7.780000E+02
1.200000E-04 9928 5.093000E+03 8.540000E+02
1.300000E-04 10833 5.642000E+03 9.230000E+02
1.400000E-04 11884 6.234000E+03 1.006000E+03
1.500000E-04 12807 6.779000E+03 1.087000E+03
1.600000E-04 13798 7.352000E+03 1.157000E+03
1.700000E-04 14678 7.864000E+03 1.217000E+03
1.800000E-04 15620 8.362000E+03 1.310000E+03
1.900000E-04 16551 8.896000E+03 1.396000E+03
2.000000E-04 17548 9.504000E+03 1.458000E+03
2.100000E-04 18495 1.000600E+04 1.512000E+03
2.200000E-04 19528 1.060400E+04 1.567000E+03
2.300000E-04 20508 1.117400E+04 1.666000E+03
2.400000E-04 21469 1.175900E+04 1.764000E+03
2.500000E-04 22369 1.228500E+04 1.832000E+03
2.600000E-04 23322 1.284600E+04 1.918000E+03
2.700000E-04 24235 1.337800E+04 1.983000E+03
2.800000E-04 25133 1.390400E+04 2.044000E+03
2.900000E-04 26089 1.443200E+04 2.165000E+03
3.000000E-04 27027 1.496800E+04 2.227000E+03
3.100000E-04 27925 1.549100E+04 2.297000E+03
3.200000E-04 28782 1.597900E+04 2.397000E+03
3.300000E-04 29658 1.647900E+04 2.472000E+03
3.400000E-04 30524 1.695300E+04 2.546000E+03
3.500000E-04 31447 1.743700E+04 2.601000E+03
3.600000E-04 32390 1.798900E+04 2.672000E+03
3.700000E-04 33365 1.855000E+04 2.756000E+03
3.800000E-04 34344 1.915500E+04 2.820000E+03
3.900000E-04 35285 1.965200E+04 2.954000E+03
4.000000E-04 36247 2.019600E+04 3.018000E+03
4.100000E-04 37174 2.073300E+04 3.077000E+03
4.200000E-04 38170 2.133000E+04 3.129000E+03
4.300000E-04 39176 2.190500E+04 3.208000E+03
4.400000E-04 40110 2.243000E+04 3.298000E+03
4.500000E-04 41029 2.294100E+04 3.372000E+03
4.600000E-04 42036 2.353200E+04 3.441000E+03
4.700000E-04 42987 2.408900E+04 3.528000E+03
4.800000E-04 43901 2.459700E+04 3.598000E+03
4.900000E-04 44792 2.509500E+04 3.628000E+03
5.000000E-04 45724 2.563900E+04 3.687000E+03
5.100000E-04 46622 2.617100E+04 3.748000E+03
5.200000E-04 47616 2.674700E+04 3.811000E+03
5.300000E-04 48587 2.730400E+04 3.871000E+03
5.400000E-04 49516 2.785600E+04 3.942000E+03
5.500000E-04 50437 2.837600E+04 4.022000E+03
5.600000E-04 51321 2.886300E+04 4.092000E+03
5.700000E-04 52287 2.939300E+04 4.169000E+03
5.800000E-04 53248 2.991300E+04 4.241000E+03
5.900000E-04 54205 3.047600E+04 4.299000E+03
6.000000E-04 55134 3.101600E+04 4.370000E+03
6.100000E-04 56099 3.155900E+04 4.462000E+03
6.200000E-04 57029 3.209000E+04 4.553000E+03
6.300000E-04 57962 3.261400E+04 4.615000E+03
6.400000E-04 58879 3.312300E+04 4.688000E+03
6.500000E-04 59803 3.365300E+04 4.782000E+03
6.600000E-04 60747 3.423600E+04 4.805000E+03
6.700000E-04 61683 3.474700E+04 4.899000E+03
6.800000E-04 62635 3.528900E+04 4.977000E+03
6.900000E-04 63553 3.582500E+04 5.079000E+03
7.000000E-04 64508 3.635300E+04 5.158000E+03
7.100000E-04 65430 3.687800E+04 5.225000E+03
7.200000E-04 66321 3.737400E+04 5.290000E+03
7.300000E-04 67298 3.794100E+04 5.350000E+03
7.400000E-04 68262 3.850200E+04 5.412000E+03
7.500000E-04 69191 3.903800E+04 5.471000E+03
7.600000E-04 70153 3.962700E+04 5.577000E+03
7.700000E-04 71100 4.017000E+04 5.691000E+03
7.800000E-04 72053 4.070100E+04 5.756000E+03
7.900000E-04 73002 4.125000E+04 5.813000E+03
8.000000E-04 73942 4.178600E+04 5.897000E+03
8.100000E-04 74928 4.237400E+04 5.951000E+03
8.200000E-04 75899 4.295800E+04 6.034000E+03
8.300000E-04 76871 4.351500E+04 6.147000E+03
8.400000E-04 77774 4.406600E+04 6.245000E+03
8.500000E-04 78722 4.461900E+04 6.309000E+03
8.600000E-04 79664 4.516900E+04 6.375000E+03
8.700000E-04 80660 4.572800E+04 6.436000E+03
8.800000E-04 81590 4.628800E+04 6.498000E+03
8.900000E-04 82589 4.687600E+04 6.554000E+03
9.000000E-04 83584 4.748300E+04 6.608000E+03
9.100000E-04 84562 4.804400E+04 6.678000E+03
9.200000E-04 85539 4.864600E+04 6.762000E+03
9.300000E-04 86550 4.925500E+04 6.836000E+03
9.400000E-04 87490 4.979300E+04 6.939000E+03
9.500000E-04 88466 5.037200E+04 6.995000E+03
9.600000E-04 89490 5.098700E+04 7.030000E+03
9.700000E-04 90354 5.149000E+04 7.101000E+03
9.800000E-04 91322 5.201400E+04 7.179000E+03
9.900000E-04 92194 5.250500E+04 7.208000E+03
1.000000E-03 93147 5.304100E+04 7.266000E+03
