 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 310 6.600000E+01
2.000000E-05 822 3.870000E+02
3.000000E-05 1505 8.780000E+02
4.000000E-05 2351 1.534000E+03
5.000000E-05 3301 2.281000E+03
6.000000E-05 4292 3.071000E+03
7.000000E-05 5292 3.877000E+03
8.000000E-05 6268 4.656000E+03
9.000000E-05 7264 5.465000E+03
1.000000E-04 8268 6.264000E+03
1.100000E-04 9190 7.011000E+03
1.200000E-04 10123 7.763000E+03
1.300000E-04 11121 8.565000E+03
1.400000E-04 12105 9.338000E+03
1.500000E-04 13056 1.012400E+04
1.600000E-04 14009 1.088800E+04
1.700000E-04 14951 1.162700E+04
1.800000E-04 15928 1.239100E+04
1.900000E-04 16878 1.314600E+04
2.000000E-04 17850 1.394200E+04
2.100000E-04 18878 1.477000E+04
2.200000E-04 19869 1.558900E+04
2.300000E-04 20806 1.633300E+04
2.400000E-04 21814 1.715000E+04
2.500000E-04 22756 1.790800E+04
2.600000E-04 23686 1.866600E+04
2.700000E-04 24589 1.940200E+04
2.800000E-04 25444 2.008600E+04
2.900000E-04 26379 2.082200E+04
3.000000E-04 27262 2.155300E+04
3.100000E-04 28178 2.227000E+04
3.200000E-04 29188 2.308000E+04
3.300000E-04 30130 2.382400E+04
3.400000E-04 31188 2.466700E+04
3.500000E-04 32164 2.546400E+04
3.600000E-04 33109 2.621300E+04
3.700000E-04 34095 2.701000E+04
3.800000E-04 35053 2.780600E+04
3.900000E-04 36001 2.855700E+04
4.000000E-04 36914 2.928700E+04
4.100000E-04 37878 3.007300E+04
4.200000E-04 38832 3.084400E+04
4.300000E-04 39778 3.160600E+04
4.400000E-04 40736 3.238500E+04
4.500000E-04 41649 3.309600E+04
4.600000E-04 42568 3.384700E+04
4.700000E-04 43519 3.461900E+04
4.800000E-04 44466 3.538700E+04
4.900000E-04 45361 3.612700E+04
5.000000E-04 46228 3.684500E+04
5.100000E-04 47024 3.747800E+04
5.200000E-04 47924 3.817200E+04
5.300000E-04 48826 3.887300E+04
5.400000E-04 49768 3.963400E+04
5.500000E-04 50746 4.043200E+04
5.600000E-04 51743 4.123900E+04
5.700000E-04 52672 4.199200E+04
5.800000E-04 53573 4.271300E+04
5.900000E-04 54475 4.342900E+04
6.000000E-04 55337 4.412100E+04
6.100000E-04 56276 4.486700E+04
6.200000E-04 57191 4.557400E+04
6.300000E-04 58185 4.638400E+04
6.400000E-04 59086 4.712300E+04
6.500000E-04 60011 4.787000E+04
6.600000E-04 60927 4.860800E+04
6.700000E-04 61918 4.939900E+04
6.800000E-04 62851 5.014700E+04
6.900000E-04 63786 5.091700E+04
7.000000E-04 64684 5.163700E+04
7.100000E-04 65603 5.237200E+04
7.200000E-04 66492 5.308200E+04
7.300000E-04 67401 5.381000E+04
7.400000E-04 68327 5.453000E+04
7.500000E-04 69334 5.533600E+04
7.600000E-04 70309 5.612500E+04
7.700000E-04 71221 5.687800E+04
7.800000E-04 72130 5.759000E+04
7.900000E-04 73124 5.838600E+04
8.000000E-04 74082 5.916600E+04
8.100000E-04 74985 5.990400E+04
8.200000E-04 75874 6.063300E+04
8.300000E-04 76779 6.136900E+04
8.400000E-04 77654 6.204500E+04
8.500000E-04 78502 6.271400E+04
8.600000E-04 79437 6.345300E+04
8.700000E-04 80410 6.422100E+04
8.800000E-04 81334 6.496500E+04
8.900000E-04 82340 6.577400E+04
9.000000E-04 83373 6.660900E+04
9.100000E-04 84392 6.744100E+04
9.200000E-04 85358 6.822400E+04
9.300000E-04 86332 6.901500E+04
9.400000E-04 87328 6.980100E+04
9.500000E-04 88311 7.060200E+04
9.600000E-04 89265 7.137400E+04
9.700000E-04 90202 7.212500E+04
9.800000E-04 91179 7.290900E+04
9.900000E-04 92137 7.367400E+04
1.000000E-03 93058 7.442000E+04
