 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 279 5.400000E+01
2.000000E-05 683 2.940000E+02
3.000000E-05 1323 7.340000E+02
4.000000E-05 2137 1.365000E+03
5.000000E-05 3032 2.062000E+03
6.000000E-05 3972 2.803000E+03
7.000000E-05 4942 3.562000E+03
8.000000E-05 5948 4.355000E+03
9.000000E-05 6982 5.206000E+03
1.000000E-04 7982 6.034000E+03
1.100000E-04 8926 6.772000E+03
1.200000E-04 9848 7.512000E+03
1.300000E-04 10822 8.313000E+03
1.400000E-04 11742 9.049000E+03
1.500000E-04 12665 9.784000E+03
1.600000E-04 13574 1.050800E+04
1.700000E-04 14458 1.122600E+04
1.800000E-04 15391 1.197200E+04
1.900000E-04 16332 1.271500E+04
2.000000E-04 17306 1.350300E+04
2.100000E-04 18339 1.434200E+04
2.200000E-04 19309 1.513000E+04
2.300000E-04 20247 1.588800E+04
2.400000E-04 21237 1.667000E+04
2.500000E-04 22211 1.743800E+04
2.600000E-04 23285 1.830300E+04
2.700000E-04 24313 1.915200E+04
2.800000E-04 25311 1.994900E+04
2.900000E-04 26218 2.068900E+04
3.000000E-04 27211 2.150600E+04
3.100000E-04 28260 2.235100E+04
3.200000E-04 29230 2.311200E+04
3.300000E-04 30166 2.384900E+04
3.400000E-04 31128 2.463800E+04
3.500000E-04 32042 2.537500E+04
3.600000E-04 32992 2.613900E+04
3.700000E-04 33905 2.686500E+04
3.800000E-04 34949 2.770100E+04
3.900000E-04 35932 2.850400E+04
4.000000E-04 36836 2.922400E+04
4.100000E-04 37777 2.997400E+04
4.200000E-04 38657 3.067500E+04
4.300000E-04 39619 3.144200E+04
4.400000E-04 40605 3.223500E+04
4.500000E-04 41531 3.297800E+04
4.600000E-04 42477 3.374300E+04
4.700000E-04 43420 3.453100E+04
4.800000E-04 44361 3.525600E+04
4.900000E-04 45298 3.600600E+04
5.000000E-04 46200 3.672400E+04
5.100000E-04 47188 3.750900E+04
5.200000E-04 48157 3.826700E+04
5.300000E-04 49096 3.901000E+04
5.400000E-04 50035 3.978700E+04
5.500000E-04 51011 4.057600E+04
5.600000E-04 51959 4.133900E+04
5.700000E-04 52946 4.212700E+04
5.800000E-04 53927 4.291700E+04
5.900000E-04 54898 4.370100E+04
6.000000E-04 55863 4.446500E+04
6.100000E-04 56784 4.519800E+04
6.200000E-04 57699 4.593400E+04
6.300000E-04 58655 4.668000E+04
6.400000E-04 59646 4.747200E+04
6.500000E-04 60660 4.829800E+04
6.600000E-04 61670 4.914500E+04
6.700000E-04 62595 4.987700E+04
6.800000E-04 63504 5.059300E+04
6.900000E-04 64420 5.130900E+04
7.000000E-04 65413 5.210100E+04
7.100000E-04 66393 5.291200E+04
7.200000E-04 67390 5.372700E+04
7.300000E-04 68385 5.452800E+04
7.400000E-04 69349 5.529200E+04
7.500000E-04 70289 5.605200E+04
7.600000E-04 71350 5.689800E+04
7.700000E-04 72319 5.767400E+04
7.800000E-04 73241 5.842500E+04
7.900000E-04 74254 5.925400E+04
8.000000E-04 75231 6.005100E+04
8.100000E-04 76158 6.081300E+04
8.200000E-04 77053 6.155200E+04
8.300000E-04 77913 6.223600E+04
8.400000E-04 78721 6.287400E+04
8.500000E-04 79609 6.355600E+04
8.600000E-04 80503 6.427000E+04
8.700000E-04 81456 6.501800E+04
8.800000E-04 82436 6.580600E+04
8.900000E-04 83413 6.661400E+04
9.000000E-04 84343 6.736300E+04
9.100000E-04 85211 6.807400E+04
9.200000E-04 86094 6.877900E+04
9.300000E-04 86989 6.948800E+04
9.400000E-04 87922 7.022700E+04
9.500000E-04 88861 7.097100E+04
9.600000E-04 89854 7.175600E+04
9.700000E-04 90908 7.260200E+04
9.800000E-04 91896 7.340800E+04
9.900000E-04 92854 7.419600E+04
1.000000E-03 93802 7.495200E+04
