 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 326 8.200000E+01
2.000000E-05 812 3.980000E+02
3.000000E-05 1545 9.110000E+02
4.000000E-05 2377 1.566000E+03
5.000000E-05 3375 2.366000E+03
6.000000E-05 4316 3.110000E+03
7.000000E-05 5251 3.858000E+03
8.000000E-05 6229 4.639000E+03
9.000000E-05 7166 5.396000E+03
1.000000E-04 8047 6.128000E+03
1.100000E-04 8943 6.835000E+03
1.200000E-04 9888 7.579000E+03
1.300000E-04 10844 8.350000E+03
1.400000E-04 11820 9.133000E+03
1.500000E-04 12777 9.900000E+03
1.600000E-04 13759 1.067600E+04
1.700000E-04 14746 1.148300E+04
1.800000E-04 15788 1.230900E+04
1.900000E-04 16778 1.311600E+04
2.000000E-04 17782 1.392900E+04
2.100000E-04 18700 1.467200E+04
2.200000E-04 19659 1.545600E+04
2.300000E-04 20569 1.618200E+04
2.400000E-04 21438 1.688500E+04
2.500000E-04 22377 1.764100E+04
2.600000E-04 23346 1.842700E+04
2.700000E-04 24197 1.910100E+04
2.800000E-04 25119 1.985000E+04
2.900000E-04 26068 2.061100E+04
3.000000E-04 26993 2.135900E+04
3.100000E-04 27946 2.211400E+04
3.200000E-04 28941 2.290500E+04
3.300000E-04 29927 2.370200E+04
3.400000E-04 30872 2.445600E+04
3.500000E-04 31931 2.531700E+04
3.600000E-04 32902 2.611200E+04
3.700000E-04 33818 2.686800E+04
3.800000E-04 34709 2.757400E+04
3.900000E-04 35665 2.832100E+04
4.000000E-04 36604 2.907300E+04
4.100000E-04 37541 2.982900E+04
4.200000E-04 38450 3.058100E+04
4.300000E-04 39348 3.131700E+04
4.400000E-04 40255 3.203500E+04
4.500000E-04 41158 3.275100E+04
4.600000E-04 42101 3.352000E+04
4.700000E-04 43041 3.426200E+04
4.800000E-04 44061 3.507700E+04
4.900000E-04 44999 3.583200E+04
5.000000E-04 45984 3.662600E+04
5.100000E-04 46915 3.736200E+04
5.200000E-04 47836 3.809700E+04
5.300000E-04 48751 3.882700E+04
5.400000E-04 49716 3.960000E+04
5.500000E-04 50710 4.038900E+04
5.600000E-04 51706 4.120400E+04
5.700000E-04 52730 4.204100E+04
5.800000E-04 53728 4.284500E+04
5.900000E-04 54652 4.360000E+04
6.000000E-04 55618 4.439400E+04
6.100000E-04 56554 4.513000E+04
6.200000E-04 57503 4.589000E+04
6.300000E-04 58472 4.665900E+04
6.400000E-04 59367 4.740200E+04
6.500000E-04 60287 4.812900E+04
6.600000E-04 61208 4.886600E+04
6.700000E-04 62151 4.961900E+04
6.800000E-04 63058 5.034000E+04
6.900000E-04 63987 5.105700E+04
7.000000E-04 64925 5.182000E+04
7.100000E-04 65889 5.261900E+04
7.200000E-04 66792 5.334200E+04
7.300000E-04 67669 5.404000E+04
7.400000E-04 68566 5.476000E+04
7.500000E-04 69465 5.546200E+04
7.600000E-04 70419 5.621800E+04
7.700000E-04 71361 5.696800E+04
7.800000E-04 72369 5.777500E+04
7.900000E-04 73266 5.848600E+04
8.000000E-04 74225 5.926000E+04
8.100000E-04 75109 5.996500E+04
8.200000E-04 75940 6.063700E+04
8.300000E-04 76793 6.133200E+04
8.400000E-04 77730 6.207500E+04
8.500000E-04 78634 6.279000E+04
8.600000E-04 79531 6.351100E+04
8.700000E-04 80507 6.428300E+04
8.800000E-04 81445 6.504400E+04
8.900000E-04 82355 6.577800E+04
9.000000E-04 83307 6.652500E+04
9.100000E-04 84205 6.726000E+04
9.200000E-04 85111 6.799100E+04
9.300000E-04 85956 6.867500E+04
9.400000E-04 86859 6.940500E+04
9.500000E-04 87809 7.016600E+04
9.600000E-04 88702 7.089000E+04
9.700000E-04 89653 7.163400E+04
9.800000E-04 90647 7.241800E+04
9.900000E-04 91585 7.316400E+04
1.000000E-03 92530 7.393200E+04
