 time E 'mtrA_electrons_from_SolubleIron'
0.000000E+00 0 0.000000E+00
1.000000E-05 294 7.200000E+01
2.000000E-05 753 3.480000E+02
3.000000E-05 1382 8.040000E+02
4.000000E-05 2180 1.428000E+03
5.000000E-05 3076 2.104000E+03
6.000000E-05 3985 2.844000E+03
7.000000E-05 4878 3.562000E+03
8.000000E-05 5806 4.290000E+03
9.000000E-05 6803 5.103000E+03
1.000000E-04 7773 5.909000E+03
1.100000E-04 8718 6.653000E+03
1.200000E-04 9648 7.403000E+03
1.300000E-04 10595 8.147000E+03
1.400000E-04 11636 8.967000E+03
1.500000E-04 12659 9.800000E+03
1.600000E-04 13626 1.056800E+04
1.700000E-04 14588 1.133100E+04
1.800000E-04 15560 1.212100E+04
1.900000E-04 16532 1.289000E+04
2.000000E-04 17579 1.375700E+04
2.100000E-04 18636 1.458800E+04
2.200000E-04 19605 1.537100E+04
2.300000E-04 20672 1.621700E+04
2.400000E-04 21765 1.711600E+04
2.500000E-04 22762 1.792400E+04
2.600000E-04 23766 1.875000E+04
2.700000E-04 24703 1.950000E+04
2.800000E-04 25619 2.021800E+04
2.900000E-04 26620 2.101600E+04
3.000000E-04 27660 2.186300E+04
3.100000E-04 28549 2.258300E+04
3.200000E-04 29503 2.336200E+04
3.300000E-04 30476 2.414500E+04
3.400000E-04 31382 2.488400E+04
3.500000E-04 32295 2.561000E+04
3.600000E-04 33244 2.636600E+04
3.700000E-04 34195 2.714800E+04
3.800000E-04 35109 2.786600E+04
3.900000E-04 36037 2.862000E+04
4.000000E-04 36962 2.936800E+04
4.100000E-04 37851 3.007700E+04
4.200000E-04 38714 3.076700E+04
4.300000E-04 39641 3.151800E+04
4.400000E-04 40539 3.222100E+04
4.500000E-04 41418 3.295000E+04
4.600000E-04 42468 3.380200E+04
4.700000E-04 43396 3.453300E+04
4.800000E-04 44341 3.528800E+04
4.900000E-04 45276 3.602700E+04
5.000000E-04 46238 3.681300E+04
5.100000E-04 47145 3.755300E+04
5.200000E-04 48068 3.829800E+04
5.300000E-04 48920 3.895700E+04
5.400000E-04 49851 3.968700E+04
5.500000E-04 50771 4.042200E+04
5.600000E-04 51716 4.117500E+04
5.700000E-04 52678 4.194000E+04
5.800000E-04 53701 4.279300E+04
5.900000E-04 54626 4.351900E+04
6.000000E-04 55570 4.426900E+04
6.100000E-04 56597 4.508700E+04
6.200000E-04 57561 4.587000E+04
6.300000E-04 58539 4.665900E+04
6.400000E-04 59538 4.746200E+04
6.500000E-04 60565 4.829400E+04
6.600000E-04 61527 4.908400E+04
6.700000E-04 62407 4.979400E+04
6.800000E-04 63338 5.054400E+04
6.900000E-04 64299 5.129800E+04
7.000000E-04 65210 5.203700E+04
7.100000E-04 66180 5.280500E+04
7.200000E-04 67087 5.354400E+04
7.300000E-04 68077 5.434100E+04
7.400000E-04 69011 5.509900E+04
7.500000E-04 69953 5.586900E+04
7.600000E-04 70853 5.660900E+04
7.700000E-04 71796 5.733600E+04
7.800000E-04 72719 5.809000E+04
7.900000E-04 73600 5.878700E+04
8.000000E-04 74518 5.952600E+04
8.100000E-04 75451 6.027300E+04
8.200000E-04 76359 6.100100E+04
8.300000E-04 77350 6.177800E+04
8.400000E-04 78333 6.257000E+04
8.500000E-04 79294 6.333400E+04
8.600000E-04 80298 6.414200E+04
8.700000E-04 81252 6.491700E+04
8.800000E-04 82144 6.564600E+04
8.900000E-04 83104 6.641400E+04
9.000000E-04 84045 6.715900E+04
9.100000E-04 84987 6.791300E+04
9.200000E-04 85913 6.866800E+04
9.300000E-04 86954 6.949700E+04
9.400000E-04 87919 7.027300E+04
9.500000E-04 88955 7.111700E+04
9.600000E-04 89908 7.190500E+04
9.700000E-04 90906 7.272000E+04
9.800000E-04 91773 7.343300E+04
9.900000E-04 92632 7.412500E+04
1.000000E-03 93528 7.483800E+04
