time 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 5.400000E+01 0.000000E+00 3.370000E+02 0.000000E+00
2.000000E-04 2.460000E+02 0.000000E+00 1.646000E+03 1.000000E+01
3.000000E-04 5.610000E+02 1.800000E+01 3.761000E+03 1.120000E+02
4.000000E-04 9.870000E+02 4.800000E+01 6.243000E+03 2.150000E+02
5.000000E-04 1.497000E+03 7.200000E+01 9.041000E+03 3.070000E+02
6.000000E-04 2.079000E+03 1.210000E+02 1.187300E+04 4.750000E+02
7.000000E-04 2.642000E+03 1.770000E+02 1.463000E+04 6.600000E+02
8.000000E-04 3.256000E+03 2.110000E+02 1.748200E+04 7.570000E+02
9.000000E-04 3.892000E+03 2.250000E+02 2.031900E+04 9.410000E+02
1.000000E-03 4.493000E+03 3.280000E+02 2.309300E+04 1.117000E+03
1.100000E-03 5.102000E+03 3.870000E+02 2.591000E+04 1.258000E+03
1.200000E-03 5.676000E+03 4.410000E+02 2.878800E+04 1.383000E+03
1.300000E-03 6.232000E+03 4.900000E+02 3.153600E+04 1.552000E+03
1.400000E-03 6.798000E+03 5.220000E+02 3.434400E+04 1.715000E+03
1.500000E-03 7.325000E+03 5.570000E+02 3.713800E+04 1.882000E+03
1.600000E-03 7.905000E+03 6.350000E+02 3.987200E+04 2.027000E+03
1.700000E-03 8.485000E+03 6.990000E+02 4.271800E+04 2.150000E+03
1.800000E-03 9.012000E+03 7.570000E+02 4.551800E+04 2.372000E+03
1.900000E-03 9.564000E+03 8.190000E+02 4.828200E+04 2.476000E+03
2.000000E-03 1.016200E+04 8.670000E+02 5.106900E+04 2.616000E+03
2.100000E-03 1.075900E+04 9.110000E+02 5.374700E+04 2.802000E+03
2.200000E-03 1.134600E+04 9.660000E+02 5.650100E+04 2.933000E+03
2.300000E-03 1.193100E+04 1.013000E+03 5.922700E+04 3.071000E+03
2.400000E-03 1.246000E+04 1.074000E+03 6.206900E+04 3.186000E+03
2.500000E-03 1.301700E+04 1.126000E+03 6.489600E+04 3.392000E+03
2.600000E-03 1.360800E+04 1.158000E+03 6.763500E+04 3.536000E+03
2.700000E-03 1.419700E+04 1.191000E+03 7.042800E+04 3.635000E+03
2.800000E-03 1.479100E+04 1.234000E+03 7.325600E+04 3.772000E+03
2.900000E-03 1.535800E+04 1.299000E+03 7.603400E+04 3.925000E+03
3.000000E-03 1.600800E+04 1.362000E+03 7.882800E+04 4.146000E+03
3.100000E-03 1.658700E+04 1.413000E+03 8.166700E+04 4.257000E+03
3.200000E-03 1.720200E+04 1.495000E+03 8.430400E+04 4.404000E+03
3.300000E-03 1.778200E+04 1.518000E+03 8.701400E+04 4.535000E+03
3.400000E-03 1.834800E+04 1.594000E+03 8.986000E+04 4.699000E+03
3.500000E-03 1.896000E+04 1.654000E+03 9.265000E+04 4.832000E+03
3.600000E-03 1.959400E+04 1.697000E+03 9.537800E+04 4.957000E+03
3.700000E-03 2.021700E+04 1.744000E+03 9.813500E+04 5.183000E+03
3.800000E-03 2.077400E+04 1.820000E+03 1.009770E+05 5.325000E+03
3.900000E-03 2.128000E+04 1.869000E+03 1.038080E+05 5.464000E+03
4.000000E-03 2.179700E+04 1.939000E+03 1.065350E+05 5.635000E+03
4.100000E-03 2.230000E+04 1.974000E+03 1.093580E+05 5.753000E+03
