time 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 3.100000E+01 0.000000E+00 4.110000E+02 0.000000E+00
2.000000E-04 2.110000E+02 0.000000E+00 1.746000E+03 5.000000E+00
3.000000E-04 6.040000E+02 1.600000E+01 3.942000E+03 6.500000E+01
4.000000E-04 1.108000E+03 2.900000E+01 6.438000E+03 1.860000E+02
5.000000E-04 1.677000E+03 7.700000E+01 9.149000E+03 2.960000E+02
6.000000E-04 2.217000E+03 1.400000E+02 1.198300E+04 4.510000E+02
7.000000E-04 2.833000E+03 2.040000E+02 1.475000E+04 6.160000E+02
8.000000E-04 3.365000E+03 2.630000E+02 1.757100E+04 7.510000E+02
9.000000E-04 3.961000E+03 3.120000E+02 2.041500E+04 8.880000E+02
1.000000E-03 4.511000E+03 3.890000E+02 2.331800E+04 1.006000E+03
1.100000E-03 5.114000E+03 4.330000E+02 2.611400E+04 1.219000E+03
1.200000E-03 5.703000E+03 4.590000E+02 2.886300E+04 1.395000E+03
1.300000E-03 6.227000E+03 5.340000E+02 3.157400E+04 1.500000E+03
1.400000E-03 6.792000E+03 5.830000E+02 3.431100E+04 1.619000E+03
1.500000E-03 7.375000E+03 6.600000E+02 3.711300E+04 1.783000E+03
1.600000E-03 7.920000E+03 7.220000E+02 3.984700E+04 1.935000E+03
1.700000E-03 8.453000E+03 7.780000E+02 4.268700E+04 2.081000E+03
1.800000E-03 9.051000E+03 8.830000E+02 4.555700E+04 2.219000E+03
1.900000E-03 9.697000E+03 9.230000E+02 4.839800E+04 2.372000E+03
2.000000E-03 1.029500E+04 9.940000E+02 5.107600E+04 2.547000E+03
2.100000E-03 1.088700E+04 1.033000E+03 5.390600E+04 2.723000E+03
2.200000E-03 1.146600E+04 1.101000E+03 5.659300E+04 2.856000E+03
2.300000E-03 1.204100E+04 1.140000E+03 5.947600E+04 2.972000E+03
2.400000E-03 1.261000E+04 1.178000E+03 6.226300E+04 3.081000E+03
2.500000E-03 1.325800E+04 1.236000E+03 6.515200E+04 3.190000E+03
2.600000E-03 1.385100E+04 1.293000E+03 6.790600E+04 3.354000E+03
2.700000E-03 1.443500E+04 1.331000E+03 7.063300E+04 3.487000E+03
2.800000E-03 1.497900E+04 1.362000E+03 7.341800E+04 3.633000E+03
2.900000E-03 1.551000E+04 1.458000E+03 7.614400E+04 3.750000E+03
3.000000E-03 1.608600E+04 1.506000E+03 7.884000E+04 3.886000E+03
3.100000E-03 1.660400E+04 1.558000E+03 8.164600E+04 4.065000E+03
3.200000E-03 1.721800E+04 1.623000E+03 8.451500E+04 4.204000E+03
3.300000E-03 1.778100E+04 1.728000E+03 8.722400E+04 4.415000E+03
3.400000E-03 1.833800E+04 1.761000E+03 9.003600E+04 4.568000E+03
3.500000E-03 1.892300E+04 1.818000E+03 9.277500E+04 4.711000E+03
3.600000E-03 1.951500E+04 1.887000E+03 9.567500E+04 4.864000E+03
3.700000E-03 2.012900E+04 1.992000E+03 9.843800E+04 4.979000E+03
3.800000E-03 2.073400E+04 2.036000E+03 1.012570E+05 5.111000E+03
3.900000E-03 2.125500E+04 2.082000E+03 1.040590E+05 5.275000E+03
4.000000E-03 2.182600E+04 2.121000E+03 1.068580E+05 5.413000E+03
4.100000E-03 2.237600E+04 2.186000E+03 1.097010E+05 5.589000E+03
4.200000E-03 2.287900E+04 2.220000E+03 1.124470E+05 5.705000E+03
4.300000E-03 2.342300E+04 2.251000E+03 1.153750E+05 5.865000E+03
4.400000E-03 2.395400E+04 2.307000E+03 1.181880E+05 6.039000E+03
4.500000E-03 2.451300E+04 2.405000E+03 1.211010E+05 6.187000E+03
4.600000E-03 2.507400E+04 2.447000E+03 1.239010E+05 6.320000E+03
4.700000E-03 2.565700E+04 2.511000E+03 1.268130E+05 6.454000E+03
4.800000E-03 2.619800E+04 2.596000E+03 1.297610E+05 6.598000E+03
4.900000E-03 2.668100E+04 2.634000E+03 1.325990E+05 6.775000E+03
5.000000E-03 2.723100E+04 2.680000E+03 1.354120E+05 6.893000E+03
5.100000E-03 2.780200E+04 2.754000E+03 1.381490E+05 7.063000E+03
5.200000E-03 2.838600E+04 2.783000E+03 1.409420E+05 7.202000E+03
5.300000E-03 2.895000E+04 2.855000E+03 1.436760E+05 7.306000E+03
5.400000E-03 2.955600E+04 2.934000E+03 1.463970E+05 7.478000E+03
5.500000E-03 3.009200E+04 2.963000E+03 1.490820E+05 7.568000E+03
5.600000E-03 3.066100E+04 3.024000E+03 1.519470E+05 7.743000E+03
5.700000E-03 3.121300E+04 3.091000E+03 1.547670E+05 7.856000E+03
5.800000E-03 3.178300E+04 3.157000E+03 1.575900E+05 7.953000E+03
5.900000E-03 3.228800E+04 3.234000E+03 1.603580E+05 8.144000E+03
6.000000E-03 3.285700E+04 3.273000E+03 1.631610E+05 8.272000E+03
6.100000E-03 3.340200E+04 3.299000E+03 1.659180E+05 8.410000E+03
6.200000E-03 3.391700E+04 3.387000E+03 1.687270E+05 8.587000E+03
6.300000E-03 3.449300E+04 3.485000E+03 1.714520E+05 8.702000E+03
6.400000E-03 3.511600E+04 3.527000E+03 1.742760E+05 8.853000E+03
6.500000E-03 3.566700E+04 3.625000E+03 1.770490E+05 8.965000E+03
6.600000E-03 3.620400E+04 3.692000E+03 1.798780E+05 9.161000E+03
6.700000E-03 3.674500E+04 3.753000E+03 1.827180E+05 9.288000E+03
6.800000E-03 3.732200E+04 3.820000E+03 1.855620E+05 9.419000E+03
6.900000E-03 3.789000E+04 3.869000E+03 1.883390E+05 9.603000E+03
7.000000E-03 3.847200E+04 3.946000E+03 1.911650E+05 9.753000E+03
7.100000E-03 3.908800E+04 4.020000E+03 1.939920E+05 9.883000E+03
7.200000E-03 3.965400E+04 4.042000E+03 1.967260E+05 1.001300E+04
7.300000E-03 4.022400E+04 4.094000E+03 1.996160E+05 1.020900E+04
7.400000E-03 4.083000E+04 4.198000E+03 2.025220E+05 1.032900E+04
7.500000E-03 4.146600E+04 4.274000E+03 2.052120E+05 1.046300E+04
7.600000E-03 4.209800E+04 4.360000E+03 2.079270E+05 1.057800E+04
7.700000E-03 4.272200E+04 4.425000E+03 2.108410E+05 1.074000E+04
7.800000E-03 4.331600E+04 4.472000E+03 2.137350E+05 1.088900E+04
7.900000E-03 4.391300E+04 4.516000E+03 2.166430E+05 1.100500E+04
8.000000E-03 4.451300E+04 4.554000E+03 2.195200E+05 1.111900E+04
8.100000E-03 4.504700E+04 4.597000E+03 2.223190E+05 1.129300E+04
8.200000E-03 4.559000E+04 4.662000E+03 2.249860E+05 1.144100E+04
8.300000E-03 4.610500E+04 4.722000E+03 2.279090E+05 1.157100E+04
8.400000E-03 4.668000E+04 4.780000E+03 2.307230E+05 1.170700E+04
8.500000E-03 4.725500E+04 4.852000E+03 2.335630E+05 1.185500E+04
8.600000E-03 4.780000E+04 4.924000E+03 2.363870E+05 1.198900E+04
8.700000E-03 4.832900E+04 4.988000E+03 2.392500E+05 1.209000E+04
8.800000E-03 4.887900E+04 5.036000E+03 2.419870E+05 1.221700E+04
8.900000E-03 4.944800E+04 5.118000E+03 2.446900E+05 1.237500E+04
9.000000E-03 4.996500E+04 5.147000E+03 2.474060E+05 1.256500E+04
9.100000E-03 5.051800E+04 5.199000E+03 2.501650E+05 1.275000E+04
9.200000E-03 5.112200E+04 5.260000E+03 2.529390E+05 1.288600E+04
9.300000E-03 5.162300E+04 5.291000E+03 2.557720E+05 1.299700E+04
9.400000E-03 5.224200E+04 5.343000E+03 2.586040E+05 1.316200E+04
9.500000E-03 5.288200E+04 5.405000E+03 2.614460E+05 1.328700E+04
9.600000E-03 5.346700E+04 5.465000E+03 2.643300E+05 1.346200E+04
9.700000E-03 5.404000E+04 5.533000E+03 2.671740E+05 1.366200E+04
9.800000E-03 5.458600E+04 5.589000E+03 2.699350E+05 1.378000E+04
9.900000E-03 5.510600E+04 5.641000E+03 2.726710E+05 1.395000E+04
