time 'electrons_given_to_SolubleIron' 'electrons_given_to_mtrB' '10XNapC-electrons_given_to_SolubleIron' '10XNapC-electrons_given_to_mtrB'
0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00 0.000000E+00
1.000000E-04 4.200000E+01 0.000000E+00 3.450000E+02 0.000000E+00
2.000000E-04 2.660000E+02 0.000000E+00 1.690000E+03 7.000000E+00
3.000000E-04 6.240000E+02 2.000000E+01 3.790000E+03 5.500000E+01
4.000000E-04 1.138000E+03 3.300000E+01 6.313000E+03 1.720000E+02
5.000000E-04 1.715000E+03 6.300000E+01 9.093000E+03 3.050000E+02
6.000000E-04 2.312000E+03 1.190000E+02 1.191200E+04 4.240000E+02
7.000000E-04 2.922000E+03 1.650000E+02 1.473000E+04 6.100000E+02
8.000000E-04 3.570000E+03 2.410000E+02 1.751800E+04 7.480000E+02
9.000000E-04 4.224000E+03 2.770000E+02 2.031000E+04 9.050000E+02
1.000000E-03 4.812000E+03 3.300000E+02 2.314000E+04 1.052000E+03
1.100000E-03 5.394000E+03 3.840000E+02 2.594900E+04 1.194000E+03
1.200000E-03 5.966000E+03 4.490000E+02 2.886200E+04 1.303000E+03
1.300000E-03 6.541000E+03 5.310000E+02 3.168300E+04 1.439000E+03
1.400000E-03 7.072000E+03 5.760000E+02 3.453700E+04 1.608000E+03
1.500000E-03 7.636000E+03 6.260000E+02 3.724300E+04 1.756000E+03
1.600000E-03 8.174000E+03 6.990000E+02 4.006300E+04 1.960000E+03
1.700000E-03 8.727000E+03 7.660000E+02 4.287200E+04 2.078000E+03
1.800000E-03 9.295000E+03 8.040000E+02 4.562300E+04 2.203000E+03
1.900000E-03 9.829000E+03 8.380000E+02 4.848400E+04 2.397000E+03
2.000000E-03 1.041400E+04 8.990000E+02 5.131300E+04 2.507000E+03
2.100000E-03 1.098900E+04 9.390000E+02 5.421100E+04 2.615000E+03
2.200000E-03 1.156800E+04 1.019000E+03 5.699700E+04 2.732000E+03
2.300000E-03 1.214300E+04 1.101000E+03 5.981600E+04 2.964000E+03
2.400000E-03 1.274700E+04 1.159000E+03 6.251800E+04 3.076000E+03
2.500000E-03 1.331400E+04 1.211000E+03 6.530400E+04 3.227000E+03
2.600000E-03 1.396700E+04 1.267000E+03 6.815900E+04 3.350000E+03
2.700000E-03 1.456500E+04 1.315000E+03 7.096300E+04 3.499000E+03
2.800000E-03 1.507900E+04 1.387000E+03 7.381100E+04 3.676000E+03
2.900000E-03 1.560900E+04 1.439000E+03 7.679800E+04 3.781000E+03
3.000000E-03 1.614500E+04 1.475000E+03 7.961000E+04 3.922000E+03
3.100000E-03 1.670900E+04 1.520000E+03 8.248400E+04 4.027000E+03
3.200000E-03 1.725800E+04 1.607000E+03 8.538100E+04 4.179000E+03
3.300000E-03 1.785100E+04 1.631000E+03 8.829300E+04 4.325000E+03
3.400000E-03 1.840400E+04 1.726000E+03 9.111700E+04 4.472000E+03
3.500000E-03 1.898100E+04 1.825000E+03 9.377400E+04 4.632000E+03
3.600000E-03 1.955000E+04 1.955000E+03 9.667800E+04 4.777000E+03
3.700000E-03 2.011200E+04 1.974000E+03 9.948700E+04 4.902000E+03
3.800000E-03 2.073700E+04 2.035000E+03 1.022840E+05 5.055000E+03
3.900000E-03 2.124000E+04 2.078000E+03 1.052170E+05 5.159000E+03
4.000000E-03 2.177000E+04 2.110000E+03 1.081490E+05 5.317000E+03
4.100000E-03 2.237900E+04 2.164000E+03 1.109840E+05 5.457000E+03
4.200000E-03 2.296300E+04 2.209000E+03 1.138020E+05 5.614000E+03
